id,year,state_name,state_code,educational_status,gender,number_of_deaths
0,2018,Andaman And Nicobar Islands,35,Diploma/ Certificate/ Iti,Female,0
1,2018,Andaman And Nicobar Islands,35,Diploma/ Certificate/ Iti,Male,1
2,2018,Andaman And Nicobar Islands,35,Diploma/ Certificate/ Iti,Transgender,0
3,2018,Andaman And Nicobar Islands,35,Graduate And Above,Female,4
4,2018,Andaman And Nicobar Islands,35,Graduate And Above,Male,4
5,2018,Andaman And Nicobar Islands,35,Graduate And Above,Transgender,0
6,2018,Andaman And Nicobar Islands,35,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Female,9
7,2018,Andaman And Nicobar Islands,35,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Male,15
8,2018,Andaman And Nicobar Islands,35,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Transgender,0
9,2018,Andaman And Nicobar Islands,35,Matriculate/ Secondary (Up To Class–10ᵗʰ),Female,8
10,2018,Andaman And Nicobar Islands,35,Matriculate/ Secondary (Up To Class–10ᵗʰ),Male,20
11,2018,Andaman And Nicobar Islands,35,Matriculate/ Secondary (Up To Class–10ᵗʰ),Transgender,0
12,2018,Andaman And Nicobar Islands,35,Middle (Up To Class–8ᵗʰ),Female,7
13,2018,Andaman And Nicobar Islands,35,Middle (Up To Class–8ᵗʰ),Male,24
14,2018,Andaman And Nicobar Islands,35,Middle (Up To Class–8ᵗʰ),Transgender,0
15,2018,Andaman And Nicobar Islands,35,No Education,Female,10
16,2018,Andaman And Nicobar Islands,35,No Education,Male,10
17,2018,Andaman And Nicobar Islands,35,No Education,Transgender,0
18,2018,Andaman And Nicobar Islands,35,Primary (Up To Class–5ᵗʰ),Female,13
19,2018,Andaman And Nicobar Islands,35,Primary (Up To Class–5ᵗʰ),Male,32
20,2018,Andaman And Nicobar Islands,35,Primary (Up To Class–5ᵗʰ),Transgender,0
21,2018,Andaman And Nicobar Islands,35,Professionals (Mba Etc.),Female,0
22,2018,Andaman And Nicobar Islands,35,Professionals (Mba Etc.),Male,0
23,2018,Andaman And Nicobar Islands,35,Professionals (Mba Etc.),Transgender,0
24,2018,Andaman And Nicobar Islands,35,Status Not Known,Female,3
25,2018,Andaman And Nicobar Islands,35,Status Not Known,Male,4
26,2018,Andaman And Nicobar Islands,35,Status Not Known,Transgender,0
27,2018,Andhra Pradesh,28,Diploma/ Certificate/ Iti,Female,3
28,2018,Andhra Pradesh,28,Diploma/ Certificate/ Iti,Male,25
29,2018,Andhra Pradesh,28,Diploma/ Certificate/ Iti,Transgender,0
30,2018,Andhra Pradesh,28,Graduate And Above,Female,60
31,2018,Andhra Pradesh,28,Graduate And Above,Male,170
32,2018,Andhra Pradesh,28,Graduate And Above,Transgender,0
33,2018,Andhra Pradesh,28,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Female,120
34,2018,Andhra Pradesh,28,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Male,286
35,2018,Andhra Pradesh,28,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Transgender,0
36,2018,Andhra Pradesh,28,Matriculate/ Secondary (Up To Class–10ᵗʰ),Female,246
37,2018,Andhra Pradesh,28,Matriculate/ Secondary (Up To Class–10ᵗʰ),Male,649
38,2018,Andhra Pradesh,28,Matriculate/ Secondary (Up To Class–10ᵗʰ),Transgender,0
39,2018,Andhra Pradesh,28,Middle (Up To Class–8ᵗʰ),Female,234
40,2018,Andhra Pradesh,28,Middle (Up To Class–8ᵗʰ),Male,635
41,2018,Andhra Pradesh,28,Middle (Up To Class–8ᵗʰ),Transgender,1
42,2018,Andhra Pradesh,28,No Education,Female,452
43,2018,Andhra Pradesh,28,No Education,Male,828
44,2018,Andhra Pradesh,28,No Education,Transgender,1
45,2018,Andhra Pradesh,28,Primary (Up To Class–5ᵗʰ),Female,372
46,2018,Andhra Pradesh,28,Primary (Up To Class–5ᵗʰ),Male,780
47,2018,Andhra Pradesh,28,Primary (Up To Class–5ᵗʰ),Transgender,0
48,2018,Andhra Pradesh,28,Professionals (Mba Etc.),Female,7
49,2018,Andhra Pradesh,28,Professionals (Mba Etc.),Male,10
50,2018,Andhra Pradesh,28,Professionals (Mba Etc.),Transgender,0
51,2018,Andhra Pradesh,28,Status Not Known,Female,72
52,2018,Andhra Pradesh,28,Status Not Known,Male,368
53,2018,Andhra Pradesh,28,Status Not Known,Transgender,0
54,2018,Arunachal Pradesh,12,Diploma/ Certificate/ Iti,Female,0
55,2018,Arunachal Pradesh,12,Diploma/ Certificate/ Iti,Male,1
56,2018,Arunachal Pradesh,12,Diploma/ Certificate/ Iti,Transgender,0
57,2018,Arunachal Pradesh,12,Graduate And Above,Female,0
58,2018,Arunachal Pradesh,12,Graduate And Above,Male,2
59,2018,Arunachal Pradesh,12,Graduate And Above,Transgender,0
60,2018,Arunachal Pradesh,12,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Female,4
61,2018,Arunachal Pradesh,12,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Male,24
62,2018,Arunachal Pradesh,12,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Transgender,0
63,2018,Arunachal Pradesh,12,Matriculate/ Secondary (Up To Class–10ᵗʰ),Female,12
64,2018,Arunachal Pradesh,12,Matriculate/ Secondary (Up To Class–10ᵗʰ),Male,15
65,2018,Arunachal Pradesh,12,Matriculate/ Secondary (Up To Class–10ᵗʰ),Transgender,0
66,2018,Arunachal Pradesh,12,Middle (Up To Class–8ᵗʰ),Female,6
67,2018,Arunachal Pradesh,12,Middle (Up To Class–8ᵗʰ),Male,20
68,2018,Arunachal Pradesh,12,Middle (Up To Class–8ᵗʰ),Transgender,0
69,2018,Arunachal Pradesh,12,No Education,Female,3
70,2018,Arunachal Pradesh,12,No Education,Male,14
71,2018,Arunachal Pradesh,12,No Education,Transgender,0
72,2018,Arunachal Pradesh,12,Primary (Up To Class–5ᵗʰ),Female,5
73,2018,Arunachal Pradesh,12,Primary (Up To Class–5ᵗʰ),Male,12
74,2018,Arunachal Pradesh,12,Primary (Up To Class–5ᵗʰ),Transgender,0
75,2018,Arunachal Pradesh,12,Professionals (Mba Etc.),Female,0
76,2018,Arunachal Pradesh,12,Professionals (Mba Etc.),Male,0
77,2018,Arunachal Pradesh,12,Professionals (Mba Etc.),Transgender,0
78,2018,Arunachal Pradesh,12,Status Not Known,Female,6
79,2018,Arunachal Pradesh,12,Status Not Known,Male,8
80,2018,Arunachal Pradesh,12,Status Not Known,Transgender,0
81,2018,Assam,18,Diploma/ Certificate/ Iti,Female,10
82,2018,Assam,18,Diploma/ Certificate/ Iti,Male,8
83,2018,Assam,18,Diploma/ Certificate/ Iti,Transgender,0
84,2018,Assam,18,Graduate And Above,Female,5
85,2018,Assam,18,Graduate And Above,Male,33
86,2018,Assam,18,Graduate And Above,Transgender,0
87,2018,Assam,18,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Female,47
88,2018,Assam,18,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Male,115
89,2018,Assam,18,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Transgender,0
90,2018,Assam,18,Matriculate/ Secondary (Up To Class–10ᵗʰ),Female,140
91,2018,Assam,18,Matriculate/ Secondary (Up To Class–10ᵗʰ),Male,290
92,2018,Assam,18,Matriculate/ Secondary (Up To Class–10ᵗʰ),Transgender,0
93,2018,Assam,18,Middle (Up To Class–8ᵗʰ),Female,149
94,2018,Assam,18,Middle (Up To Class–8ᵗʰ),Male,287
95,2018,Assam,18,Middle (Up To Class–8ᵗʰ),Transgender,0
96,2018,Assam,18,No Education,Female,105
97,2018,Assam,18,No Education,Male,332
98,2018,Assam,18,No Education,Transgender,0
99,2018,Assam,18,Primary (Up To Class–5ᵗʰ),Female,114
100,2018,Assam,18,Primary (Up To Class–5ᵗʰ),Male,256
101,2018,Assam,18,Primary (Up To Class–5ᵗʰ),Transgender,0
102,2018,Assam,18,Professionals (Mba Etc.),Female,0
103,2018,Assam,18,Professionals (Mba Etc.),Male,0
104,2018,Assam,18,Professionals (Mba Etc.),Transgender,0
105,2018,Assam,18,Status Not Known,Female,133
106,2018,Assam,18,Status Not Known,Male,355
107,2018,Assam,18,Status Not Known,Transgender,0
108,2018,Bihar,10,Diploma/ Certificate/ Iti,Female,0
109,2018,Bihar,10,Diploma/ Certificate/ Iti,Male,2
110,2018,Bihar,10,Diploma/ Certificate/ Iti,Transgender,0
111,2018,Bihar,10,Graduate And Above,Female,4
112,2018,Bihar,10,Graduate And Above,Male,26
113,2018,Bihar,10,Graduate And Above,Transgender,0
114,2018,Bihar,10,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Female,43
115,2018,Bihar,10,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Male,79
116,2018,Bihar,10,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Transgender,0
117,2018,Bihar,10,Matriculate/ Secondary (Up To Class–10ᵗʰ),Female,60
118,2018,Bihar,10,Matriculate/ Secondary (Up To Class–10ᵗʰ),Male,74
119,2018,Bihar,10,Matriculate/ Secondary (Up To Class–10ᵗʰ),Transgender,0
120,2018,Bihar,10,Middle (Up To Class–8ᵗʰ),Female,30
121,2018,Bihar,10,Middle (Up To Class–8ᵗʰ),Male,24
122,2018,Bihar,10,Middle (Up To Class–8ᵗʰ),Transgender,0
123,2018,Bihar,10,No Education,Female,27
124,2018,Bihar,10,No Education,Male,18
125,2018,Bihar,10,No Education,Transgender,0
126,2018,Bihar,10,Primary (Up To Class–5ᵗʰ),Female,16
127,2018,Bihar,10,Primary (Up To Class–5ᵗʰ),Male,16
128,2018,Bihar,10,Primary (Up To Class–5ᵗʰ),Transgender,0
129,2018,Bihar,10,Professionals (Mba Etc.),Female,3
130,2018,Bihar,10,Professionals (Mba Etc.),Male,19
131,2018,Bihar,10,Professionals (Mba Etc.),Transgender,0
132,2018,Bihar,10,Status Not Known,Female,2
133,2018,Bihar,10,Status Not Known,Male,0
134,2018,Bihar,10,Status Not Known,Transgender,0
135,2018,Chandigarh,4,Diploma/ Certificate/ Iti,Female,0
136,2018,Chandigarh,4,Diploma/ Certificate/ Iti,Male,0
137,2018,Chandigarh,4,Diploma/ Certificate/ Iti,Transgender,0
138,2018,Chandigarh,4,Graduate And Above,Female,1
139,2018,Chandigarh,4,Graduate And Above,Male,15
140,2018,Chandigarh,4,Graduate And Above,Transgender,0
141,2018,Chandigarh,4,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Female,11
142,2018,Chandigarh,4,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Male,23
143,2018,Chandigarh,4,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Transgender,0
144,2018,Chandigarh,4,Matriculate/ Secondary (Up To Class–10ᵗʰ),Female,12
145,2018,Chandigarh,4,Matriculate/ Secondary (Up To Class–10ᵗʰ),Male,44
146,2018,Chandigarh,4,Matriculate/ Secondary (Up To Class–10ᵗʰ),Transgender,0
147,2018,Chandigarh,4,Middle (Up To Class–8ᵗʰ),Female,14
148,2018,Chandigarh,4,Middle (Up To Class–8ᵗʰ),Male,24
149,2018,Chandigarh,4,Middle (Up To Class–8ᵗʰ),Transgender,0
150,2018,Chandigarh,4,No Education,Female,0
151,2018,Chandigarh,4,No Education,Male,3
152,2018,Chandigarh,4,No Education,Transgender,0
153,2018,Chandigarh,4,Primary (Up To Class–5ᵗʰ),Female,2
154,2018,Chandigarh,4,Primary (Up To Class–5ᵗʰ),Male,11
155,2018,Chandigarh,4,Primary (Up To Class–5ᵗʰ),Transgender,0
156,2018,Chandigarh,4,Professionals (Mba Etc.),Female,0
157,2018,Chandigarh,4,Professionals (Mba Etc.),Male,0
158,2018,Chandigarh,4,Professionals (Mba Etc.),Transgender,0
159,2018,Chandigarh,4,Status Not Known,Female,0
160,2018,Chandigarh,4,Status Not Known,Male,0
161,2018,Chandigarh,4,Status Not Known,Transgender,0
162,2018,Chhattisgarh,22,Diploma/ Certificate/ Iti,Female,5
163,2018,Chhattisgarh,22,Diploma/ Certificate/ Iti,Male,21
164,2018,Chhattisgarh,22,Diploma/ Certificate/ Iti,Transgender,0
165,2018,Chhattisgarh,22,Graduate And Above,Female,36
166,2018,Chhattisgarh,22,Graduate And Above,Male,115
167,2018,Chhattisgarh,22,Graduate And Above,Transgender,0
168,2018,Chhattisgarh,22,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Female,210
169,2018,Chhattisgarh,22,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Male,605
170,2018,Chhattisgarh,22,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Transgender,0
171,2018,Chhattisgarh,22,Matriculate/ Secondary (Up To Class–10ᵗʰ),Female,419
172,2018,Chhattisgarh,22,Matriculate/ Secondary (Up To Class–10ᵗʰ),Male,943
173,2018,Chhattisgarh,22,Matriculate/ Secondary (Up To Class–10ᵗʰ),Transgender,0
174,2018,Chhattisgarh,22,Middle (Up To Class–8ᵗʰ),Female,461
175,2018,Chhattisgarh,22,Middle (Up To Class–8ᵗʰ),Male,1216
176,2018,Chhattisgarh,22,Middle (Up To Class–8ᵗʰ),Transgender,0
177,2018,Chhattisgarh,22,No Education,Female,341
178,2018,Chhattisgarh,22,No Education,Male,598
179,2018,Chhattisgarh,22,No Education,Transgender,0
180,2018,Chhattisgarh,22,Primary (Up To Class–5ᵗʰ),Female,436
181,2018,Chhattisgarh,22,Primary (Up To Class–5ᵗʰ),Male,1164
182,2018,Chhattisgarh,22,Primary (Up To Class–5ᵗʰ),Transgender,0
183,2018,Chhattisgarh,22,Professionals (Mba Etc.),Female,1
184,2018,Chhattisgarh,22,Professionals (Mba Etc.),Male,0
185,2018,Chhattisgarh,22,Professionals (Mba Etc.),Transgender,0
186,2018,Chhattisgarh,22,Status Not Known,Female,158
187,2018,Chhattisgarh,22,Status Not Known,Male,317
188,2018,Chhattisgarh,22,Status Not Known,Transgender,0
189,2018,Delhi,7,Diploma/ Certificate/ Iti,Female,4
190,2018,Delhi,7,Diploma/ Certificate/ Iti,Male,29
191,2018,Delhi,7,Diploma/ Certificate/ Iti,Transgender,0
192,2018,Delhi,7,Graduate And Above,Female,15
193,2018,Delhi,7,Graduate And Above,Male,79
194,2018,Delhi,7,Graduate And Above,Transgender,0
195,2018,Delhi,7,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Female,190
196,2018,Delhi,7,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Male,331
197,2018,Delhi,7,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Transgender,0
198,2018,Delhi,7,Matriculate/ Secondary (Up To Class–10ᵗʰ),Female,276
199,2018,Delhi,7,Matriculate/ Secondary (Up To Class–10ᵗʰ),Male,789
200,2018,Delhi,7,Matriculate/ Secondary (Up To Class–10ᵗʰ),Transgender,0
201,2018,Delhi,7,Middle (Up To Class–8ᵗʰ),Female,107
202,2018,Delhi,7,Middle (Up To Class–8ᵗʰ),Male,249
203,2018,Delhi,7,Middle (Up To Class–8ᵗʰ),Transgender,0
204,2018,Delhi,7,No Education,Female,46
205,2018,Delhi,7,No Education,Male,76
206,2018,Delhi,7,No Education,Transgender,0
207,2018,Delhi,7,Primary (Up To Class–5ᵗʰ),Female,66
208,2018,Delhi,7,Primary (Up To Class–5ᵗʰ),Male,126
209,2018,Delhi,7,Primary (Up To Class–5ᵗʰ),Transgender,0
210,2018,Delhi,7,Professionals (Mba Etc.),Female,1
211,2018,Delhi,7,Professionals (Mba Etc.),Male,1
212,2018,Delhi,7,Professionals (Mba Etc.),Transgender,0
213,2018,Delhi,7,Status Not Known,Female,42
214,2018,Delhi,7,Status Not Known,Male,99
215,2018,Delhi,7,Status Not Known,Transgender,0
216,2018,Goa,30,Diploma/ Certificate/ Iti,Female,0
217,2018,Goa,30,Diploma/ Certificate/ Iti,Male,0
218,2018,Goa,30,Diploma/ Certificate/ Iti,Transgender,0
219,2018,Goa,30,Graduate And Above,Female,3
220,2018,Goa,30,Graduate And Above,Male,5
221,2018,Goa,30,Graduate And Above,Transgender,0
222,2018,Goa,30,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Female,13
223,2018,Goa,30,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Male,36
224,2018,Goa,30,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Transgender,0
225,2018,Goa,30,Matriculate/ Secondary (Up To Class–10ᵗʰ),Female,16
226,2018,Goa,30,Matriculate/ Secondary (Up To Class–10ᵗʰ),Male,67
227,2018,Goa,30,Matriculate/ Secondary (Up To Class–10ᵗʰ),Transgender,0
228,2018,Goa,30,Middle (Up To Class–8ᵗʰ),Female,12
229,2018,Goa,30,Middle (Up To Class–8ᵗʰ),Male,34
230,2018,Goa,30,Middle (Up To Class–8ᵗʰ),Transgender,0
231,2018,Goa,30,No Education,Female,8
232,2018,Goa,30,No Education,Male,15
233,2018,Goa,30,No Education,Transgender,0
234,2018,Goa,30,Primary (Up To Class–5ᵗʰ),Female,7
235,2018,Goa,30,Primary (Up To Class–5ᵗʰ),Male,20
236,2018,Goa,30,Primary (Up To Class–5ᵗʰ),Transgender,0
237,2018,Goa,30,Professionals (Mba Etc.),Female,0
238,2018,Goa,30,Professionals (Mba Etc.),Male,1
239,2018,Goa,30,Professionals (Mba Etc.),Transgender,0
240,2018,Goa,30,Status Not Known,Female,2
241,2018,Goa,30,Status Not Known,Male,17
242,2018,Goa,30,Status Not Known,Transgender,0
243,2018,Gujarat,24,Diploma/ Certificate/ Iti,Female,8
244,2018,Gujarat,24,Diploma/ Certificate/ Iti,Male,55
245,2018,Gujarat,24,Diploma/ Certificate/ Iti,Transgender,0
246,2018,Gujarat,24,Graduate And Above,Female,51
247,2018,Gujarat,24,Graduate And Above,Male,142
248,2018,Gujarat,24,Graduate And Above,Transgender,0
249,2018,Gujarat,24,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Female,395
250,2018,Gujarat,24,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Male,835
251,2018,Gujarat,24,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Transgender,0
252,2018,Gujarat,24,Matriculate/ Secondary (Up To Class–10ᵗʰ),Female,584
253,2018,Gujarat,24,Matriculate/ Secondary (Up To Class–10ᵗʰ),Male,1323
254,2018,Gujarat,24,Matriculate/ Secondary (Up To Class–10ᵗʰ),Transgender,0
255,2018,Gujarat,24,Middle (Up To Class–8ᵗʰ),Female,568
256,2018,Gujarat,24,Middle (Up To Class–8ᵗʰ),Male,1124
257,2018,Gujarat,24,Middle (Up To Class–8ᵗʰ),Transgender,0
258,2018,Gujarat,24,No Education,Female,319
259,2018,Gujarat,24,No Education,Male,505
260,2018,Gujarat,24,No Education,Transgender,0
261,2018,Gujarat,24,Primary (Up To Class–5ᵗʰ),Female,604
262,2018,Gujarat,24,Primary (Up To Class–5ᵗʰ),Male,1043
263,2018,Gujarat,24,Primary (Up To Class–5ᵗʰ),Transgender,0
264,2018,Gujarat,24,Professionals (Mba Etc.),Female,2
265,2018,Gujarat,24,Professionals (Mba Etc.),Male,6
266,2018,Gujarat,24,Professionals (Mba Etc.),Transgender,0
267,2018,Gujarat,24,Status Not Known,Female,52
268,2018,Gujarat,24,Status Not Known,Male,177
269,2018,Gujarat,24,Status Not Known,Transgender,0
270,2018,Haryana,6,Diploma/ Certificate/ Iti,Female,20
271,2018,Haryana,6,Diploma/ Certificate/ Iti,Male,87
272,2018,Haryana,6,Diploma/ Certificate/ Iti,Transgender,0
273,2018,Haryana,6,Graduate And Above,Female,19
274,2018,Haryana,6,Graduate And Above,Male,72
275,2018,Haryana,6,Graduate And Above,Transgender,0
276,2018,Haryana,6,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Female,114
277,2018,Haryana,6,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Male,434
278,2018,Haryana,6,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Transgender,0
279,2018,Haryana,6,Matriculate/ Secondary (Up To Class–10ᵗʰ),Female,162
280,2018,Haryana,6,Matriculate/ Secondary (Up To Class–10ᵗʰ),Male,644
281,2018,Haryana,6,Matriculate/ Secondary (Up To Class–10ᵗʰ),Transgender,0
282,2018,Haryana,6,Middle (Up To Class–8ᵗʰ),Female,126
283,2018,Haryana,6,Middle (Up To Class–8ᵗʰ),Male,626
284,2018,Haryana,6,Middle (Up To Class–8ᵗʰ),Transgender,0
285,2018,Haryana,6,No Education,Female,126
286,2018,Haryana,6,No Education,Male,352
287,2018,Haryana,6,No Education,Transgender,0
288,2018,Haryana,6,Primary (Up To Class–5ᵗʰ),Female,126
289,2018,Haryana,6,Primary (Up To Class–5ᵗʰ),Male,375
290,2018,Haryana,6,Primary (Up To Class–5ᵗʰ),Transgender,0
291,2018,Haryana,6,Professionals (Mba Etc.),Female,5
292,2018,Haryana,6,Professionals (Mba Etc.),Male,20
293,2018,Haryana,6,Professionals (Mba Etc.),Transgender,0
294,2018,Haryana,6,Status Not Known,Female,67
295,2018,Haryana,6,Status Not Known,Male,172
296,2018,Haryana,6,Status Not Known,Transgender,0
297,2018,Himachal Pradesh,2,Diploma/ Certificate/ Iti,Female,2
298,2018,Himachal Pradesh,2,Diploma/ Certificate/ Iti,Male,5
299,2018,Himachal Pradesh,2,Diploma/ Certificate/ Iti,Transgender,0
300,2018,Himachal Pradesh,2,Graduate And Above,Female,11
301,2018,Himachal Pradesh,2,Graduate And Above,Male,19
302,2018,Himachal Pradesh,2,Graduate And Above,Transgender,0
303,2018,Himachal Pradesh,2,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Female,53
304,2018,Himachal Pradesh,2,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Male,77
305,2018,Himachal Pradesh,2,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Transgender,0
306,2018,Himachal Pradesh,2,Matriculate/ Secondary (Up To Class–10ᵗʰ),Female,71
307,2018,Himachal Pradesh,2,Matriculate/ Secondary (Up To Class–10ᵗʰ),Male,149
308,2018,Himachal Pradesh,2,Matriculate/ Secondary (Up To Class–10ᵗʰ),Transgender,0
309,2018,Himachal Pradesh,2,Middle (Up To Class–8ᵗʰ),Female,55
310,2018,Himachal Pradesh,2,Middle (Up To Class–8ᵗʰ),Male,117
311,2018,Himachal Pradesh,2,Middle (Up To Class–8ᵗʰ),Transgender,0
312,2018,Himachal Pradesh,2,No Education,Female,15
313,2018,Himachal Pradesh,2,No Education,Male,29
314,2018,Himachal Pradesh,2,No Education,Transgender,0
315,2018,Himachal Pradesh,2,Primary (Up To Class–5ᵗʰ),Female,33
316,2018,Himachal Pradesh,2,Primary (Up To Class–5ᵗʰ),Male,72
317,2018,Himachal Pradesh,2,Primary (Up To Class–5ᵗʰ),Transgender,0
318,2018,Himachal Pradesh,2,Professionals (Mba Etc.),Female,3
319,2018,Himachal Pradesh,2,Professionals (Mba Etc.),Male,8
320,2018,Himachal Pradesh,2,Professionals (Mba Etc.),Transgender,0
321,2018,Himachal Pradesh,2,Status Not Known,Female,4
322,2018,Himachal Pradesh,2,Status Not Known,Male,17
323,2018,Himachal Pradesh,2,Status Not Known,Transgender,0
324,2018,Jammu And Kashmir,1,Diploma/ Certificate/ Iti,Female,0
325,2018,Jammu And Kashmir,1,Diploma/ Certificate/ Iti,Male,0
326,2018,Jammu And Kashmir,1,Diploma/ Certificate/ Iti,Transgender,0
327,2018,Jammu And Kashmir,1,Graduate And Above,Female,1
328,2018,Jammu And Kashmir,1,Graduate And Above,Male,4
329,2018,Jammu And Kashmir,1,Graduate And Above,Transgender,0
330,2018,Jammu And Kashmir,1,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Female,11
331,2018,Jammu And Kashmir,1,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Male,25
332,2018,Jammu And Kashmir,1,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Transgender,0
333,2018,Jammu And Kashmir,1,Matriculate/ Secondary (Up To Class–10ᵗʰ),Female,49
334,2018,Jammu And Kashmir,1,Matriculate/ Secondary (Up To Class–10ᵗʰ),Male,31
335,2018,Jammu And Kashmir,1,Matriculate/ Secondary (Up To Class–10ᵗʰ),Transgender,0
336,2018,Jammu And Kashmir,1,Middle (Up To Class–8ᵗʰ),Female,20
337,2018,Jammu And Kashmir,1,Middle (Up To Class–8ᵗʰ),Male,24
338,2018,Jammu And Kashmir,1,Middle (Up To Class–8ᵗʰ),Transgender,0
339,2018,Jammu And Kashmir,1,No Education,Female,69
340,2018,Jammu And Kashmir,1,No Education,Male,47
341,2018,Jammu And Kashmir,1,No Education,Transgender,0
342,2018,Jammu And Kashmir,1,Primary (Up To Class–5ᵗʰ),Female,21
343,2018,Jammu And Kashmir,1,Primary (Up To Class–5ᵗʰ),Male,11
344,2018,Jammu And Kashmir,1,Primary (Up To Class–5ᵗʰ),Transgender,0
345,2018,Jammu And Kashmir,1,Professionals (Mba Etc.),Female,0
346,2018,Jammu And Kashmir,1,Professionals (Mba Etc.),Male,0
347,2018,Jammu And Kashmir,1,Professionals (Mba Etc.),Transgender,0
348,2018,Jammu And Kashmir,1,Status Not Known,Female,4
349,2018,Jammu And Kashmir,1,Status Not Known,Male,13
350,2018,Jammu And Kashmir,1,Status Not Known,Transgender,0
351,2018,Jharkhand,20,Diploma/ Certificate/ Iti,Female,4
352,2018,Jharkhand,20,Diploma/ Certificate/ Iti,Male,16
353,2018,Jharkhand,20,Diploma/ Certificate/ Iti,Transgender,0
354,2018,Jharkhand,20,Graduate And Above,Female,3
355,2018,Jharkhand,20,Graduate And Above,Male,13
356,2018,Jharkhand,20,Graduate And Above,Transgender,0
357,2018,Jharkhand,20,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Female,108
358,2018,Jharkhand,20,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Male,259
359,2018,Jharkhand,20,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Transgender,0
360,2018,Jharkhand,20,Matriculate/ Secondary (Up To Class–10ᵗʰ),Female,202
361,2018,Jharkhand,20,Matriculate/ Secondary (Up To Class–10ᵗʰ),Male,379
362,2018,Jharkhand,20,Matriculate/ Secondary (Up To Class–10ᵗʰ),Transgender,0
363,2018,Jharkhand,20,Middle (Up To Class–8ᵗʰ),Female,40
364,2018,Jharkhand,20,Middle (Up To Class–8ᵗʰ),Male,119
365,2018,Jharkhand,20,Middle (Up To Class–8ᵗʰ),Transgender,0
366,2018,Jharkhand,20,No Education,Female,19
367,2018,Jharkhand,20,No Education,Male,31
368,2018,Jharkhand,20,No Education,Transgender,0
369,2018,Jharkhand,20,Primary (Up To Class–5ᵗʰ),Female,30
370,2018,Jharkhand,20,Primary (Up To Class–5ᵗʰ),Male,86
371,2018,Jharkhand,20,Primary (Up To Class–5ᵗʰ),Transgender,0
372,2018,Jharkhand,20,Professionals (Mba Etc.),Female,0
373,2018,Jharkhand,20,Professionals (Mba Etc.),Male,0
374,2018,Jharkhand,20,Professionals (Mba Etc.),Transgender,0
