id,year,state_name,state_code,cause,gender,number_of_deaths
0,2018,Andaman And Nicobar Islands,35,Bankruptcy Or Indebtedness,Female,1
1,2018,Andaman And Nicobar Islands,35,Bankruptcy Or Indebtedness,Male,4
3,2018,Andaman And Nicobar Islands,35,Causes Not Known,Female,7
4,2018,Andaman And Nicobar Islands,35,Causes Not Known,Male,7
6,2018,Andaman And Nicobar Islands,35,Death Of Dear Person,Female,1
7,2018,Andaman And Nicobar Islands,35,Death Of Dear Person,Male,1
9,2018,Andaman And Nicobar Islands,35,Drug Abuse/Alcoholic Addiction,Female,2
10,2018,Andaman And Nicobar Islands,35,Drug Abuse/Alcoholic Addiction,Male,14
12,2018,Andaman And Nicobar Islands,35,Failure In Examination,Female,1
18,2018,Andaman And Nicobar Islands,35,Family Problems,Female,19
19,2018,Andaman And Nicobar Islands,35,Family Problems,Male,21
30,2018,Andaman And Nicobar Islands,35,Illness (Cancer),Female,1
33,2018,Andaman And Nicobar Islands,35,Illness (Insanity/Mental Illness),Female,2
34,2018,Andaman And Nicobar Islands,35,Illness (Insanity/Mental Illness),Male,14
36,2018,Andaman And Nicobar Islands,35,Illness (Other Prolonged Illness),Female,8
37,2018,Andaman And Nicobar Islands,35,Illness (Other Prolonged Illness),Male,20
40,2018,Andaman And Nicobar Islands,35,Illness (Paralysis),Male,1
42,2018,Andaman And Nicobar Islands,35,Illness (Total),Female,11
43,2018,Andaman And Nicobar Islands,35,Illness (Total),Male,35
49,2018,Andaman And Nicobar Islands,35,Love Affairs,Male,1
52,2018,Andaman And Nicobar Islands,35,Marriage Related Issues (Divorce),Male,1
61,2018,Andaman And Nicobar Islands,35,Marriage Related Issues (Non-Settlement Of Marriage),Male,2
64,2018,Andaman And Nicobar Islands,35,Marriage Related Issues (Others),Male,1
67,2018,Andaman And Nicobar Islands,35,Marriage Related Issues (Total),Male,4
69,2018,Andaman And Nicobar Islands,35,Other Causes,Female,11
70,2018,Andaman And Nicobar Islands,35,Other Causes,Male,23
78,2018,Andaman And Nicobar Islands,35,Professional/Career Problem,Female,1
90,2018,Andhra Pradesh,28,Bankruptcy Or Indebtedness,Female,45
91,2018,Andhra Pradesh,28,Bankruptcy Or Indebtedness,Male,331
93,2018,Andhra Pradesh,28,Causes Not Known,Female,66
94,2018,Andhra Pradesh,28,Causes Not Known,Male,340
96,2018,Andhra Pradesh,28,Death Of Dear Person,Female,9
97,2018,Andhra Pradesh,28,Death Of Dear Person,Male,20
99,2018,Andhra Pradesh,28,Drug Abuse/Alcoholic Addiction,Female,7
100,2018,Andhra Pradesh,28,Drug Abuse/Alcoholic Addiction,Male,189
102,2018,Andhra Pradesh,28,Failure In Examination,Female,37
103,2018,Andhra Pradesh,28,Failure In Examination,Male,48
105,2018,Andhra Pradesh,28,Fall In Social Reputation,Female,1
106,2018,Andhra Pradesh,28,Fall In Social Reputation,Male,13
108,2018,Andhra Pradesh,28,Family Problems,Female,457
109,2018,Andhra Pradesh,28,Family Problems,Male,1058
111,2018,Andhra Pradesh,28,Ideological Causes/Hero Worshipping,Female,1
117,2018,Andhra Pradesh,28,Illness (Aids/Std),Female,7
118,2018,Andhra Pradesh,28,Illness (Aids/Std),Male,9
120,2018,Andhra Pradesh,28,Illness (Cancer),Female,4
121,2018,Andhra Pradesh,28,Illness (Cancer),Male,6
123,2018,Andhra Pradesh,28,Illness (Insanity/Mental Illness),Female,165
124,2018,Andhra Pradesh,28,Illness (Insanity/Mental Illness),Male,247
126,2018,Andhra Pradesh,28,Illness (Other Prolonged Illness),Female,455
127,2018,Andhra Pradesh,28,Illness (Other Prolonged Illness),Male,709
128,2018,Andhra Pradesh,28,Illness (Other Prolonged Illness),Transgender,1
129,2018,Andhra Pradesh,28,Illness (Paralysis),Female,3
130,2018,Andhra Pradesh,28,Illness (Paralysis),Male,4
132,2018,Andhra Pradesh,28,Illness (Total),Female,634
133,2018,Andhra Pradesh,28,Illness (Total),Male,975
134,2018,Andhra Pradesh,28,Illness (Total),Transgender,1
135,2018,Andhra Pradesh,28,Impotency/Infertility,Female,18
136,2018,Andhra Pradesh,28,Impotency/Infertility,Male,11
138,2018,Andhra Pradesh,28,Love Affairs,Female,36
139,2018,Andhra Pradesh,28,Love Affairs,Male,118
141,2018,Andhra Pradesh,28,Marriage Related Issues (Divorce),Female,3
142,2018,Andhra Pradesh,28,Marriage Related Issues (Divorce),Male,1
144,2018,Andhra Pradesh,28,Marriage Related Issues (Dowry Related Issues),Female,31
145,2018,Andhra Pradesh,28,Marriage Related Issues (Dowry Related Issues),Male,1
147,2018,Andhra Pradesh,28,Marriage Related Issues (Extra Marital Affairs),Female,1
148,2018,Andhra Pradesh,28,Marriage Related Issues (Extra Marital Affairs),Male,10
150,2018,Andhra Pradesh,28,Marriage Related Issues (Non-Settlement Of Marriage),Female,4
151,2018,Andhra Pradesh,28,Marriage Related Issues (Non-Settlement Of Marriage),Male,22
153,2018,Andhra Pradesh,28,Marriage Related Issues (Others),Female,44
154,2018,Andhra Pradesh,28,Marriage Related Issues (Others),Male,51
156,2018,Andhra Pradesh,28,Marriage Related Issues (Total),Female,83
157,2018,Andhra Pradesh,28,Marriage Related Issues (Total),Male,85
159,2018,Andhra Pradesh,28,Other Causes,Female,110
160,2018,Andhra Pradesh,28,Other Causes,Male,336
161,2018,Andhra Pradesh,28,Other Causes,Transgender,1
162,2018,Andhra Pradesh,28,"Physical Abuse (Rape, Etc.)",Female,1
165,2018,Andhra Pradesh,28,Poverty,Female,14
166,2018,Andhra Pradesh,28,Poverty,Male,59
168,2018,Andhra Pradesh,28,Professional/Career Problem,Female,4
169,2018,Andhra Pradesh,28,Professional/Career Problem,Male,31
171,2018,Andhra Pradesh,28,Property Dispute,Female,7
172,2018,Andhra Pradesh,28,Property Dispute,Male,64
174,2018,Andhra Pradesh,28,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Female,32
175,2018,Andhra Pradesh,28,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Male,33
177,2018,Andhra Pradesh,28,Unemployment,Female,4
178,2018,Andhra Pradesh,28,Unemployment,Male,40
183,2018,Arunachal Pradesh,12,Causes Not Known,Female,15
184,2018,Arunachal Pradesh,12,Causes Not Known,Male,36
198,2018,Arunachal Pradesh,12,Family Problems,Female,1
199,2018,Arunachal Pradesh,12,Family Problems,Male,2
213,2018,Arunachal Pradesh,12,Illness (Insanity/Mental Illness),Female,2
214,2018,Arunachal Pradesh,12,Illness (Insanity/Mental Illness),Male,3
217,2018,Arunachal Pradesh,12,Illness (Other Prolonged Illness),Male,4
222,2018,Arunachal Pradesh,12,Illness (Total),Female,2
223,2018,Arunachal Pradesh,12,Illness (Total),Male,7
241,2018,Arunachal Pradesh,12,Marriage Related Issues (Non-Settlement Of Marriage),Male,1
243,2018,Arunachal Pradesh,12,Marriage Related Issues (Others),Female,1
246,2018,Arunachal Pradesh,12,Marriage Related Issues (Total),Female,1
247,2018,Arunachal Pradesh,12,Marriage Related Issues (Total),Male,1
249,2018,Arunachal Pradesh,12,Other Causes,Female,16
250,2018,Arunachal Pradesh,12,Other Causes,Male,45
267,2018,Arunachal Pradesh,12,Unemployment,Female,1
268,2018,Arunachal Pradesh,12,Unemployment,Male,5
271,2018,Assam,18,Bankruptcy Or Indebtedness,Male,3
273,2018,Assam,18,Causes Not Known,Female,120
274,2018,Assam,18,Causes Not Known,Male,398
277,2018,Assam,18,Death Of Dear Person,Male,2
280,2018,Assam,18,Drug Abuse/Alcoholic Addiction,Male,39
282,2018,Assam,18,Failure In Examination,Female,18
283,2018,Assam,18,Failure In Examination,Male,20
285,2018,Assam,18,Fall In Social Reputation,Female,5
286,2018,Assam,18,Fall In Social Reputation,Male,8
288,2018,Assam,18,Family Problems,Female,144
289,2018,Assam,18,Family Problems,Male,356
294,2018,Assam,18,Illegitimate Pregnancy (Other Than Extra Marital Affairs),Female,1
300,2018,Assam,18,Illness (Cancer),Female,13
301,2018,Assam,18,Illness (Cancer),Male,29
303,2018,Assam,18,Illness (Insanity/Mental Illness),Female,3
304,2018,Assam,18,Illness (Insanity/Mental Illness),Male,72
307,2018,Assam,18,Illness (Other Prolonged Illness),Male,16
312,2018,Assam,18,Illness (Total),Female,16
313,2018,Assam,18,Illness (Total),Male,117
318,2018,Assam,18,Love Affairs,Female,85
319,2018,Assam,18,Love Affairs,Male,110
321,2018,Assam,18,Marriage Related Issues (Divorce),Female,8
322,2018,Assam,18,Marriage Related Issues (Divorce),Male,12
324,2018,Assam,18,Marriage Related Issues (Dowry Related Issues),Female,62
325,2018,Assam,18,Marriage Related Issues (Dowry Related Issues),Male,14
327,2018,Assam,18,Marriage Related Issues (Extra Marital Affairs),Female,64
328,2018,Assam,18,Marriage Related Issues (Extra Marital Affairs),Male,20
330,2018,Assam,18,Marriage Related Issues (Non-Settlement Of Marriage),Female,30
331,2018,Assam,18,Marriage Related Issues (Non-Settlement Of Marriage),Male,98
333,2018,Assam,18,Marriage Related Issues (Others),Female,22
334,2018,Assam,18,Marriage Related Issues (Others),Male,32
336,2018,Assam,18,Marriage Related Issues (Total),Female,186
337,2018,Assam,18,Marriage Related Issues (Total),Male,176
339,2018,Assam,18,Other Causes,Female,69
340,2018,Assam,18,Other Causes,Male,178
342,2018,Assam,18,"Physical Abuse (Rape, Etc.)",Female,2
345,2018,Assam,18,Poverty,Female,11
346,2018,Assam,18,Poverty,Male,62
348,2018,Assam,18,Professional/Career Problem,Female,13
349,2018,Assam,18,Professional/Career Problem,Male,30
351,2018,Assam,18,Property Dispute,Female,2
352,2018,Assam,18,Property Dispute,Male,21
354,2018,Assam,18,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Female,9
355,2018,Assam,18,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Male,22
357,2018,Assam,18,Unemployment,Female,22
358,2018,Assam,18,Unemployment,Male,134
363,2018,Bihar,10,Causes Not Known,Female,2
364,2018,Bihar,10,Causes Not Known,Male,2
370,2018,Bihar,10,Drug Abuse/Alcoholic Addiction,Male,12
372,2018,Bihar,10,Failure In Examination,Female,25
373,2018,Bihar,10,Failure In Examination,Male,51
378,2018,Bihar,10,Family Problems,Female,49
379,2018,Bihar,10,Family Problems,Male,97
393,2018,Bihar,10,Illness (Insanity/Mental Illness),Female,9
394,2018,Bihar,10,Illness (Insanity/Mental Illness),Male,7
396,2018,Bihar,10,Illness (Other Prolonged Illness),Female,2
397,2018,Bihar,10,Illness (Other Prolonged Illness),Male,8
400,2018,Bihar,10,Illness (Paralysis),Male,1
402,2018,Bihar,10,Illness (Total),Female,11
403,2018,Bihar,10,Illness (Total),Male,16
405,2018,Bihar,10,Impotency/Infertility,Female,2
408,2018,Bihar,10,Love Affairs,Female,44
409,2018,Bihar,10,Love Affairs,Male,23
411,2018,Bihar,10,Marriage Related Issues (Divorce),Female,3
412,2018,Bihar,10,Marriage Related Issues (Divorce),Male,2
414,2018,Bihar,10,Marriage Related Issues (Dowry Related Issues),Female,16
417,2018,Bihar,10,Marriage Related Issues (Extra Marital Affairs),Female,5
418,2018,Bihar,10,Marriage Related Issues (Extra Marital Affairs),Male,5
420,2018,Bihar,10,Marriage Related Issues (Non-Settlement Of Marriage),Female,19
421,2018,Bihar,10,Marriage Related Issues (Non-Settlement Of Marriage),Male,33
424,2018,Bihar,10,Marriage Related Issues (Others),Male,2
426,2018,Bihar,10,Marriage Related Issues (Total),Female,43
427,2018,Bihar,10,Marriage Related Issues (Total),Male,42
429,2018,Bihar,10,Other Causes,Female,7
430,2018,Bihar,10,Other Causes,Male,3
438,2018,Bihar,10,Professional/Career Problem,Female,2
439,2018,Bihar,10,Professional/Career Problem,Male,11
442,2018,Bihar,10,Property Dispute,Male,1
453,2018,Chandigarh,4,Causes Not Known,Female,1
454,2018,Chandigarh,4,Causes Not Known,Male,5
457,2018,Chandigarh,4,Death Of Dear Person,Male,3
460,2018,Chandigarh,4,Drug Abuse/Alcoholic Addiction,Male,3
462,2018,Chandigarh,4,Failure In Examination,Female,4
463,2018,Chandigarh,4,Failure In Examination,Male,6
466,2018,Chandigarh,4,Fall In Social Reputation,Male,1
468,2018,Chandigarh,4,Family Problems,Female,24
469,2018,Chandigarh,4,Family Problems,Male,60
484,2018,Chandigarh,4,Illness (Insanity/Mental Illness),Male,6
493,2018,Chandigarh,4,Illness (Total),Male,6
498,2018,Chandigarh,4,Love Affairs,Female,3
499,2018,Chandigarh,4,Love Affairs,Male,4
507,2018,Chandigarh,4,Marriage Related Issues (Extra Marital Affairs),Female,1
508,2018,Chandigarh,4,Marriage Related Issues (Extra Marital Affairs),Male,4
511,2018,Chandigarh,4,Marriage Related Issues (Non-Settlement Of Marriage),Male,2
516,2018,Chandigarh,4,Marriage Related Issues (Total),Female,1
517,2018,Chandigarh,4,Marriage Related Issues (Total),Male,6
519,2018,Chandigarh,4,Other Causes,Female,1
520,2018,Chandigarh,4,Other Causes,Male,1
528,2018,Chandigarh,4,Professional/Career Problem,Female,1
529,2018,Chandigarh,4,Professional/Career Problem,Male,11
532,2018,Chandigarh,4,Property Dispute,Male,5
537,2018,Chandigarh,4,Unemployment,Female,5
538,2018,Chandigarh,4,Unemployment,Male,9
540,2018,Chhattisgarh,22,Bankruptcy Or Indebtedness,Female,6
541,2018,Chhattisgarh,22,Bankruptcy Or Indebtedness,Male,31
543,2018,Chhattisgarh,22,Causes Not Known,Female,289
544,2018,Chhattisgarh,22,Causes Not Known,Male,775
546,2018,Chhattisgarh,22,Death Of Dear Person,Female,31
547,2018,Chhattisgarh,22,Death Of Dear Person,Male,46
549,2018,Chhattisgarh,22,Drug Abuse/Alcoholic Addiction,Female,21
550,2018,Chhattisgarh,22,Drug Abuse/Alcoholic Addiction,Male,269
552,2018,Chhattisgarh,22,Failure In Examination,Female,61
553,2018,Chhattisgarh,22,Failure In Examination,Male,49
555,2018,Chhattisgarh,22,Fall In Social Reputation,Female,5
556,2018,Chhattisgarh,22,Fall In Social Reputation,Male,11
558,2018,Chhattisgarh,22,Family Problems,Female,481
559,2018,Chhattisgarh,22,Family Problems,Male,1039
562,2018,Chhattisgarh,22,Ideological Causes/Hero Worshipping,Male,2
564,2018,Chhattisgarh,22,Illegitimate Pregnancy (Other Than Extra Marital Affairs),Female,1
567,2018,Chhattisgarh,22,Illness (Aids/Std),Female,1
568,2018,Chhattisgarh,22,Illness (Aids/Std),Male,3
570,2018,Chhattisgarh,22,Illness (Cancer),Female,2
571,2018,Chhattisgarh,22,Illness (Cancer),Male,11
573,2018,Chhattisgarh,22,Illness (Insanity/Mental Illness),Female,90
574,2018,Chhattisgarh,22,Illness (Insanity/Mental Illness),Male,273
576,2018,Chhattisgarh,22,Illness (Other Prolonged Illness),Female,223
577,2018,Chhattisgarh,22,Illness (Other Prolonged Illness),Male,522
579,2018,Chhattisgarh,22,Illness (Paralysis),Female,36
580,2018,Chhattisgarh,22,Illness (Paralysis),Male,82
582,2018,Chhattisgarh,22,Illness (Total),Female,352
583,2018,Chhattisgarh,22,Illness (Total),Male,891
585,2018,Chhattisgarh,22,Impotency/Infertility,Female,5
586,2018,Chhattisgarh,22,Impotency/Infertility,Male,1
588,2018,Chhattisgarh,22,Love Affairs,Female,121
589,2018,Chhattisgarh,22,Love Affairs,Male,160
591,2018,Chhattisgarh,22,Marriage Related Issues (Divorce),Female,5
592,2018,Chhattisgarh,22,Marriage Related Issues (Divorce),Male,14
594,2018,Chhattisgarh,22,Marriage Related Issues (Dowry Related Issues),Female,42
597,2018,Chhattisgarh,22,Marriage Related Issues (Extra Marital Affairs),Female,17
598,2018,Chhattisgarh,22,Marriage Related Issues (Extra Marital Affairs),Male,24
600,2018,Chhattisgarh,22,Marriage Related Issues (Non-Settlement Of Marriage),Female,22
601,2018,Chhattisgarh,22,Marriage Related Issues (Non-Settlement Of Marriage),Male,44
603,2018,Chhattisgarh,22,Marriage Related Issues (Others),Female,67
604,2018,Chhattisgarh,22,Marriage Related Issues (Others),Male,135
606,2018,Chhattisgarh,22,Marriage Related Issues (Total),Female,153
607,2018,Chhattisgarh,22,Marriage Related Issues (Total),Male,217
609,2018,Chhattisgarh,22,Other Causes,Female,519
610,2018,Chhattisgarh,22,Other Causes,Male,1394
612,2018,Chhattisgarh,22,"Physical Abuse (Rape, Etc.)",Female,4
613,2018,Chhattisgarh,22,"Physical Abuse (Rape, Etc.)",Male,1
615,2018,Chhattisgarh,22,Poverty,Female,1
616,2018,Chhattisgarh,22,Poverty,Male,6
618,2018,Chhattisgarh,22,Professional/Career Problem,Female,3
619,2018,Chhattisgarh,22,Professional/Career Problem,Male,9
621,2018,Chhattisgarh,22,Property Dispute,Female,1
622,2018,Chhattisgarh,22,Property Dispute,Male,24
624,2018,Chhattisgarh,22,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Female,12
625,2018,Chhattisgarh,22,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Male,21
627,2018,Chhattisgarh,22,Unemployment,Female,1
628,2018,Chhattisgarh,22,Unemployment,Male,33
631,2018,Delhi,7,Bankruptcy Or Indebtedness,Male,19
633,2018,Delhi,7,Causes Not Known,Female,182
634,2018,Delhi,7,Causes Not Known,Male,348
636,2018,Delhi,7,Death Of Dear Person,Female,3
637,2018,Delhi,7,Death Of Dear Person,Male,1
640,2018,Delhi,7,Drug Abuse/Alcoholic Addiction,Male,62
642,2018,Delhi,7,Failure In Examination,Female,19
643,2018,Delhi,7,Failure In Examination,Male,25
648,2018,Delhi,7,Family Problems,Female,231
649,2018,Delhi,7,Family Problems,Male,556
660,2018,Delhi,7,Illness (Cancer),Female,5
661,2018,Delhi,7,Illness (Cancer),Male,9
663,2018,Delhi,7,Illness (Insanity/Mental Illness),Female,6
664,2018,Delhi,7,Illness (Insanity/Mental Illness),Male,12
666,2018,Delhi,7,Illness (Other Prolonged Illness),Female,34
667,2018,Delhi,7,Illness (Other Prolonged Illness),Male,128
670,2018,Delhi,7,Illness (Paralysis),Male,24
672,2018,Delhi,7,Illness (Total),Female,45
673,2018,Delhi,7,Illness (Total),Male,173
675,2018,Delhi,7,Impotency/Infertility,Female,10
678,2018,Delhi,7,Love Affairs,Female,23
679,2018,Delhi,7,Love Affairs,Male,21
681,2018,Delhi,7,Marriage Related Issues (Divorce),Female,1
682,2018,Delhi,7,Marriage Related Issues (Divorce),Male,7
684,2018,Delhi,7,Marriage Related Issues (Dowry Related Issues),Female,52
685,2018,Delhi,7,Marriage Related Issues (Dowry Related Issues),Male,6
687,2018,Delhi,7,Marriage Related Issues (Extra Marital Affairs),Female,2
688,2018,Delhi,7,Marriage Related Issues (Extra Marital Affairs),Male,8
690,2018,Delhi,7,Marriage Related Issues (Non-Settlement Of Marriage),Female,27
691,2018,Delhi,7,Marriage Related Issues (Non-Settlement Of Marriage),Male,29
693,2018,Delhi,7,Marriage Related Issues (Others),Female,28
694,2018,Delhi,7,Marriage Related Issues (Others),Male,73
696,2018,Delhi,7,Marriage Related Issues (Total),Female,110
697,2018,Delhi,7,Marriage Related Issues (Total),Male,123
699,2018,Delhi,7,Other Causes,Female,102
700,2018,Delhi,7,Other Causes,Male,213
705,2018,Delhi,7,Poverty,Female,5
706,2018,Delhi,7,Poverty,Male,25
708,2018,Delhi,7,Professional/Career Problem,Female,4
709,2018,Delhi,7,Professional/Career Problem,Male,94
711,2018,Delhi,7,Property Dispute,Female,4
712,2018,Delhi,7,Property Dispute,Male,26
714,2018,Delhi,7,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Female,2
715,2018,Delhi,7,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Male,2
717,2018,Delhi,7,Unemployment,Female,7
718,2018,Delhi,7,Unemployment,Male,91
720,2018,Goa,30,Bankruptcy Or Indebtedness,Female,1
721,2018,Goa,30,Bankruptcy Or Indebtedness,Male,5
723,2018,Goa,30,Causes Not Known,Female,6
724,2018,Goa,30,Causes Not Known,Male,35
726,2018,Goa,30,Death Of Dear Person,Female,1
727,2018,Goa,30,Death Of Dear Person,Male,1
730,2018,Goa,30,Drug Abuse/Alcoholic Addiction,Male,34
732,2018,Goa,30,Failure In Examination,Female,1
733,2018,Goa,30,Failure In Examination,Male,1
738,2018,Goa,30,Family Problems,Female,12
739,2018,Goa,30,Family Problems,Male,28
742,2018,Goa,30,Ideological Causes/Hero Worshipping,Male,1
750,2018,Goa,30,Illness (Cancer),Female,3
751,2018,Goa,30,Illness (Cancer),Male,3
753,2018,Goa,30,Illness (Insanity/Mental Illness),Female,16
754,2018,Goa,30,Illness (Insanity/Mental Illness),Male,25
756,2018,Goa,30,Illness (Other Prolonged Illness),Female,3
757,2018,Goa,30,Illness (Other Prolonged Illness),Male,9
759,2018,Goa,30,Illness (Paralysis),Female,1
762,2018,Goa,30,Illness (Total),Female,23
763,2018,Goa,30,Illness (Total),Male,37
765,2018,Goa,30,Impotency/Infertility,Female,1
766,2018,Goa,30,Impotency/Infertility,Male,1
768,2018,Goa,30,Love Affairs,Female,7
769,2018,Goa,30,Love Affairs,Male,15
778,2018,Goa,30,Marriage Related Issues (Extra Marital Affairs),Male,2
780,2018,Goa,30,Marriage Related Issues (Non-Settlement Of Marriage),Female,2
781,2018,Goa,30,Marriage Related Issues (Non-Settlement Of Marriage),Male,1
783,2018,Goa,30,Marriage Related Issues (Others),Female,1
784,2018,Goa,30,Marriage Related Issues (Others),Male,2
786,2018,Goa,30,Marriage Related Issues (Total),Female,3
787,2018,Goa,30,Marriage Related Issues (Total),Male,5
789,2018,Goa,30,Other Causes,Female,3
790,2018,Goa,30,Other Causes,Male,16
796,2018,Goa,30,Poverty,Male,1
798,2018,Goa,30,Professional/Career Problem,Female,2
799,2018,Goa,30,Professional/Career Problem,Male,9
804,2018,Goa,30,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Female,1
808,2018,Goa,30,Unemployment,Male,6
810,2018,Gujarat,24,Bankruptcy Or Indebtedness,Female,2
811,2018,Gujarat,24,Bankruptcy Or Indebtedness,Male,65
813,2018,Gujarat,24,Causes Not Known,Female,491
814,2018,Gujarat,24,Causes Not Known,Male,1232
816,2018,Gujarat,24,Death Of Dear Person,Female,23
817,2018,Gujarat,24,Death Of Dear Person,Male,55
819,2018,Gujarat,24,Drug Abuse/Alcoholic Addiction,Female,2
820,2018,Gujarat,24,Drug Abuse/Alcoholic Addiction,Male,62
822,2018,Gujarat,24,Failure In Examination,Female,95
823,2018,Gujarat,24,Failure In Examination,Male,91
825,2018,Gujarat,24,Fall In Social Reputation,Female,5
826,2018,Gujarat,24,Fall In Social Reputation,Male,21
828,2018,Gujarat,24,Family Problems,Female,766
829,2018,Gujarat,24,Family Problems,Male,1270
831,2018,Gujarat,24,Ideological Causes/Hero Worshipping,Female,8
832,2018,Gujarat,24,Ideological Causes/Hero Worshipping,Male,6
837,2018,Gujarat,24,Illness (Aids/Std),Female,1
838,2018,Gujarat,24,Illness (Aids/Std),Male,13
840,2018,Gujarat,24,Illness (Cancer),Female,41
841,2018,Gujarat,24,Illness (Cancer),Male,112
843,2018,Gujarat,24,Illness (Insanity/Mental Illness),Female,287
844,2018,Gujarat,24,Illness (Insanity/Mental Illness),Male,507
846,2018,Gujarat,24,Illness (Other Prolonged Illness),Female,255
847,2018,Gujarat,24,Illness (Other Prolonged Illness),Male,378
849,2018,Gujarat,24,Illness (Paralysis),Female,20
850,2018,Gujarat,24,Illness (Paralysis),Male,95
852,2018,Gujarat,24,Illness (Total),Female,604
853,2018,Gujarat,24,Illness (Total),Male,1105
855,2018,Gujarat,24,Impotency/Infertility,Female,18
856,2018,Gujarat,24,Impotency/Infertility,Male,8
858,2018,Gujarat,24,Love Affairs,Female,208
859,2018,Gujarat,24,Love Affairs,Male,278
861,2018,Gujarat,24,Marriage Related Issues (Divorce),Female,31
862,2018,Gujarat,24,Marriage Related Issues (Divorce),Male,50
864,2018,Gujarat,24,Marriage Related Issues (Dowry Related Issues),Female,16
865,2018,Gujarat,24,Marriage Related Issues (Dowry Related Issues),Male,12
867,2018,Gujarat,24,Marriage Related Issues (Extra Marital Affairs),Female,41
868,2018,Gujarat,24,Marriage Related Issues (Extra Marital Affairs),Male,22
870,2018,Gujarat,24,Marriage Related Issues (Non-Settlement Of Marriage),Female,59
871,2018,Gujarat,24,Marriage Related Issues (Non-Settlement Of Marriage),Male,61
873,2018,Gujarat,24,Marriage Related Issues (Others),Female,19
874,2018,Gujarat,24,Marriage Related Issues (Others),Male,37
876,2018,Gujarat,24,Marriage Related Issues (Total),Female,166
877,2018,Gujarat,24,Marriage Related Issues (Total),Male,182
879,2018,Gujarat,24,Other Causes,Female,123
880,2018,Gujarat,24,Other Causes,Male,330
882,2018,Gujarat,24,"Physical Abuse (Rape, Etc.)",Female,2
883,2018,Gujarat,24,"Physical Abuse (Rape, Etc.)",Male,1
885,2018,Gujarat,24,Poverty,Female,8
886,2018,Gujarat,24,Poverty,Male,55
888,2018,Gujarat,24,Professional/Career Problem,Female,30
889,2018,Gujarat,24,Professional/Career Problem,Male,106
891,2018,Gujarat,24,Property Dispute,Female,1
892,2018,Gujarat,24,Property Dispute,Male,23
894,2018,Gujarat,24,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Female,7
895,2018,Gujarat,24,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Male,26
897,2018,Gujarat,24,Unemployment,Female,24
898,2018,Gujarat,24,Unemployment,Male,294
901,2018,Haryana,6,Bankruptcy Or Indebtedness,Male,11
903,2018,Haryana,6,Causes Not Known,Female,24
904,2018,Haryana,6,Causes Not Known,Male,78
906,2018,Haryana,6,Death Of Dear Person,Female,1
907,2018,Haryana,6,Death Of Dear Person,Male,4
909,2018,Haryana,6,Drug Abuse/Alcoholic Addiction,Female,1
910,2018,Haryana,6,Drug Abuse/Alcoholic Addiction,Male,136
912,2018,Haryana,6,Failure In Examination,Female,13
913,2018,Haryana,6,Failure In Examination,Male,44
916,2018,Haryana,6,Fall In Social Reputation,Male,14
918,2018,Haryana,6,Family Problems,Female,196
919,2018,Haryana,6,Family Problems,Male,415
928,2018,Haryana,6,Illness (Aids/Std),Male,1
930,2018,Haryana,6,Illness (Cancer),Female,1
931,2018,Haryana,6,Illness (Cancer),Male,5
933,2018,Haryana,6,Illness (Insanity/Mental Illness),Female,88
934,2018,Haryana,6,Illness (Insanity/Mental Illness),Male,337
936,2018,Haryana,6,Illness (Other Prolonged Illness),Female,34
937,2018,Haryana,6,Illness (Other Prolonged Illness),Male,210
939,2018,Haryana,6,Illness (Paralysis),Female,2
940,2018,Haryana,6,Illness (Paralysis),Male,19
942,2018,Haryana,6,Illness (Total),Female,125
943,2018,Haryana,6,Illness (Total),Male,572
945,2018,Haryana,6,Impotency/Infertility,Female,1
948,2018,Haryana,6,Love Affairs,Female,26
949,2018,Haryana,6,Love Affairs,Male,72
951,2018,Haryana,6,Marriage Related Issues (Divorce),Female,2
952,2018,Haryana,6,Marriage Related Issues (Divorce),Male,1
954,2018,Haryana,6,Marriage Related Issues (Dowry Related Issues),Female,32
957,2018,Haryana,6,Marriage Related Issues (Extra Marital Affairs),Female,6
958,2018,Haryana,6,Marriage Related Issues (Extra Marital Affairs),Male,1
960,2018,Haryana,6,Marriage Related Issues (Non-Settlement Of Marriage),Female,30
961,2018,Haryana,6,Marriage Related Issues (Non-Settlement Of Marriage),Male,103
963,2018,Haryana,6,Marriage Related Issues (Others),Female,10
964,2018,Haryana,6,Marriage Related Issues (Others),Male,27
966,2018,Haryana,6,Marriage Related Issues (Total),Female,80
967,2018,Haryana,6,Marriage Related Issues (Total),Male,132
969,2018,Haryana,6,Other Causes,Female,196
970,2018,Haryana,6,Other Causes,Male,885
975,2018,Haryana,6,Poverty,Female,8
976,2018,Haryana,6,Poverty,Male,70
