id,year,state_name,state_code,economic_status,gender,number_of_deaths
2080,2022,The Dadra And Nagar Haveli And Daman And Diu,38,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,52
2086,2022,The Dadra And Nagar Haveli And Daman And Diu,38,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,4
2088,2022,Tripura,16,Less Than ₹1 Lakh,Female,164
2089,2022,Tripura,16,Less Than ₹1 Lakh,Male,270
2091,2022,Tripura,16,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,41
2092,2022,Tripura,16,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,202
2097,2022,Tripura,16,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,4
2098,2022,Tripura,16,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,32
2100,2022,Uttar Pradesh,9,Less Than ₹1 Lakh,Female,2115
2101,2022,Uttar Pradesh,9,Less Than ₹1 Lakh,Male,3026
2103,2022,Uttar Pradesh,9,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,766
2104,2022,Uttar Pradesh,9,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1931
2106,2022,Uttar Pradesh,9,₹10 Lakhs And Above,Female,5
2107,2022,Uttar Pradesh,9,₹10 Lakhs And Above,Male,8
2109,2022,Uttar Pradesh,9,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,65
2110,2022,Uttar Pradesh,9,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,260
2112,2022,Uttarakhand,5,Less Than ₹1 Lakh,Female,144
2113,2022,Uttarakhand,5,Less Than ₹1 Lakh,Male,352
2115,2022,Uttarakhand,5,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,127
2116,2022,Uttarakhand,5,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,176
2121,2022,Uttarakhand,5,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,5
2122,2022,Uttarakhand,5,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,10
2124,2022,West Bengal,19,Less Than ₹1 Lakh,Female,3593
2125,2022,West Bengal,19,Less Than ₹1 Lakh,Male,5221
2127,2022,West Bengal,19,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,708
2128,2022,West Bengal,19,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,2157
2130,2022,West Bengal,19,₹10 Lakhs And Above,Female,137
2131,2022,West Bengal,19,₹10 Lakhs And Above,Male,400
2133,2022,West Bengal,19,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,206
2134,2022,West Bengal,19,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,247
