id,year,state_name,state_code,economic_status,gender,number_of_deaths
0,2018,Andaman And Nicobar Islands,35,Less Than ₹1 Lakh,Female,43
1,2018,Andaman And Nicobar Islands,35,Less Than ₹1 Lakh,Male,41
3,2018,Andaman And Nicobar Islands,35,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,10
4,2018,Andaman And Nicobar Islands,35,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,64
7,2018,Andaman And Nicobar Islands,35,₹10 Lakhs And Above,Male,1
9,2018,Andaman And Nicobar Islands,35,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,1
10,2018,Andaman And Nicobar Islands,35,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,4
12,2018,Andhra Pradesh,28,Less Than ₹1 Lakh,Female,964
13,2018,Andhra Pradesh,28,Less Than ₹1 Lakh,Male,2346
14,2018,Andhra Pradesh,28,Less Than ₹1 Lakh,Transgender,2
15,2018,Andhra Pradesh,28,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,506
16,2018,Andhra Pradesh,28,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1200
18,2018,Andhra Pradesh,28,₹10 Lakhs And Above,Female,23
19,2018,Andhra Pradesh,28,₹10 Lakhs And Above,Male,57
21,2018,Andhra Pradesh,28,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,73
22,2018,Andhra Pradesh,28,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,148
24,2018,Arunachal Pradesh,12,Less Than ₹1 Lakh,Female,26
25,2018,Arunachal Pradesh,12,Less Than ₹1 Lakh,Male,65
27,2018,Arunachal Pradesh,12,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,10
28,2018,Arunachal Pradesh,12,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,20
34,2018,Arunachal Pradesh,12,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,11
36,2018,Assam,18,Less Than ₹1 Lakh,Female,445
37,2018,Assam,18,Less Than ₹1 Lakh,Male,1051
39,2018,Assam,18,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,224
40,2018,Assam,18,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,482
45,2018,Assam,18,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,34
46,2018,Assam,18,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,143
48,2018,Bihar,10,Less Than ₹1 Lakh,Female,75
49,2018,Bihar,10,Less Than ₹1 Lakh,Male,105
51,2018,Bihar,10,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,85
52,2018,Bihar,10,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,109
54,2018,Bihar,10,₹10 Lakhs And Above,Female,6
55,2018,Bihar,10,₹10 Lakhs And Above,Male,9
57,2018,Bihar,10,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,19
58,2018,Bihar,10,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,35
60,2018,Chandigarh,4,Less Than ₹1 Lakh,Female,36
61,2018,Chandigarh,4,Less Than ₹1 Lakh,Male,103
63,2018,Chandigarh,4,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,4
64,2018,Chandigarh,4,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,15
70,2018,Chandigarh,4,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,2
72,2018,Chhattisgarh,22,Less Than ₹1 Lakh,Female,1559
73,2018,Chhattisgarh,22,Less Than ₹1 Lakh,Male,3566
75,2018,Chhattisgarh,22,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,304
76,2018,Chhattisgarh,22,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,972
78,2018,Chhattisgarh,22,₹10 Lakhs And Above,Female,2
79,2018,Chhattisgarh,22,₹10 Lakhs And Above,Male,19
81,2018,Chhattisgarh,22,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,202
82,2018,Chhattisgarh,22,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,422
84,2018,Delhi,7,Less Than ₹1 Lakh,Female,415
85,2018,Delhi,7,Less Than ₹1 Lakh,Male,1026
87,2018,Delhi,7,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,321
88,2018,Delhi,7,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,689
91,2018,Delhi,7,₹10 Lakhs And Above,Male,5
93,2018,Delhi,7,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,11
94,2018,Delhi,7,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,59
96,2018,Goa,30,Less Than ₹1 Lakh,Female,34
97,2018,Goa,30,Less Than ₹1 Lakh,Male,116
99,2018,Goa,30,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,27
100,2018,Goa,30,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,77
106,2018,Goa,30,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,2
108,2018,Gujarat,24,Less Than ₹1 Lakh,Female,2089
109,2018,Gujarat,24,Less Than ₹1 Lakh,Male,3629
111,2018,Gujarat,24,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,482
112,2018,Gujarat,24,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1512
115,2018,Gujarat,24,₹10 Lakhs And Above,Male,3
117,2018,Gujarat,24,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,12
118,2018,Gujarat,24,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,66
120,2018,Haryana,6,Less Than ₹1 Lakh,Female,349
121,2018,Haryana,6,Less Than ₹1 Lakh,Male,1088
123,2018,Haryana,6,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,352
124,2018,Haryana,6,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1339
126,2018,Haryana,6,₹10 Lakhs And Above,Female,14
127,2018,Haryana,6,₹10 Lakhs And Above,Male,74
129,2018,Haryana,6,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,50
130,2018,Haryana,6,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,281
132,2018,Himachal Pradesh,2,Less Than ₹1 Lakh,Female,180
133,2018,Himachal Pradesh,2,Less Than ₹1 Lakh,Male,262
135,2018,Himachal Pradesh,2,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,64
136,2018,Himachal Pradesh,2,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,204
139,2018,Himachal Pradesh,2,₹10 Lakhs And Above,Male,6
141,2018,Himachal Pradesh,2,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,3
142,2018,Himachal Pradesh,2,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,21
144,2018,Jammu And Kashmir,1,Less Than ₹1 Lakh,Female,117
145,2018,Jammu And Kashmir,1,Less Than ₹1 Lakh,Male,97
147,2018,Jammu And Kashmir,1,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,58
148,2018,Jammu And Kashmir,1,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,55
151,2018,Jammu And Kashmir,1,₹10 Lakhs And Above,Male,1
154,2018,Jammu And Kashmir,1,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,2
156,2018,Jharkhand,20,Less Than ₹1 Lakh,Female,264
157,2018,Jharkhand,20,Less Than ₹1 Lakh,Male,485
159,2018,Jharkhand,20,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,125
160,2018,Jharkhand,20,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,392
162,2018,Jharkhand,20,₹10 Lakhs And Above,Female,2
163,2018,Jharkhand,20,₹10 Lakhs And Above,Male,4
165,2018,Jharkhand,20,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,17
166,2018,Jharkhand,20,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,28
168,2018,Karnataka,29,Less Than ₹1 Lakh,Female,2230
169,2018,Karnataka,29,Less Than ₹1 Lakh,Male,5342
170,2018,Karnataka,29,Less Than ₹1 Lakh,Transgender,3
171,2018,Karnataka,29,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,832
172,2018,Karnataka,29,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,2829
174,2018,Karnataka,29,₹10 Lakhs And Above,Female,7
175,2018,Karnataka,29,₹10 Lakhs And Above,Male,17
177,2018,Karnataka,29,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,74
178,2018,Karnataka,29,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,227
180,2018,Kerala,32,Less Than ₹1 Lakh,Female,1376
181,2018,Kerala,32,Less Than ₹1 Lakh,Male,4134
183,2018,Kerala,32,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,422
184,2018,Kerala,32,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,2023
186,2018,Kerala,32,₹10 Lakhs And Above,Female,4
187,2018,Kerala,32,₹10 Lakhs And Above,Male,20
189,2018,Kerala,32,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,71
190,2018,Kerala,32,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,187
193,2018,Lakshadweep,31,Less Than ₹1 Lakh,Male,2
196,2018,Lakshadweep,31,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1
204,2018,Madhya Pradesh,23,Less Than ₹1 Lakh,Female,3465
205,2018,Madhya Pradesh,23,Less Than ₹1 Lakh,Male,5312
206,2018,Madhya Pradesh,23,Less Than ₹1 Lakh,Transgender,1
207,2018,Madhya Pradesh,23,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,818
208,2018,Madhya Pradesh,23,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1908
210,2018,Madhya Pradesh,23,₹10 Lakhs And Above,Female,17
211,2018,Madhya Pradesh,23,₹10 Lakhs And Above,Male,36
213,2018,Madhya Pradesh,23,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,48
214,2018,Madhya Pradesh,23,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,170
216,2018,Maharashtra,27,Less Than ₹1 Lakh,Female,3181
217,2018,Maharashtra,27,Less Than ₹1 Lakh,Male,8667
219,2018,Maharashtra,27,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,1042
220,2018,Maharashtra,27,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,4302
221,2018,Maharashtra,27,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,1
222,2018,Maharashtra,27,₹10 Lakhs And Above,Female,24
223,2018,Maharashtra,27,₹10 Lakhs And Above,Male,42
225,2018,Maharashtra,27,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,227
226,2018,Maharashtra,27,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,486
228,2018,Manipur,14,Less Than ₹1 Lakh,Female,16
229,2018,Manipur,14,Less Than ₹1 Lakh,Male,27
231,2018,Manipur,14,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,1
232,2018,Manipur,14,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,8
240,2018,Meghalaya,17,Less Than ₹1 Lakh,Female,33
241,2018,Meghalaya,17,Less Than ₹1 Lakh,Male,118
243,2018,Meghalaya,17,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,5
244,2018,Meghalaya,17,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,30
250,2018,Meghalaya,17,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,3
252,2018,Mizoram,15,Less Than ₹1 Lakh,Female,11
253,2018,Mizoram,15,Less Than ₹1 Lakh,Male,40
255,2018,Mizoram,15,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,1
256,2018,Mizoram,15,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,24
262,2018,Mizoram,15,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,3
264,2018,Nagaland,13,Less Than ₹1 Lakh,Female,5
265,2018,Nagaland,13,Less Than ₹1 Lakh,Male,22
267,2018,Nagaland,13,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,1
268,2018,Nagaland,13,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,7
274,2018,Nagaland,13,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,1
276,2018,Odisha,21,Less Than ₹1 Lakh,Female,383
277,2018,Odisha,21,Less Than ₹1 Lakh,Male,610
279,2018,Odisha,21,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,1583
280,2018,Odisha,21,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1286
285,2018,Odisha,21,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,319
286,2018,Odisha,21,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,411
288,2018,Puducherry,34,Less Than ₹1 Lakh,Female,126
289,2018,Puducherry,34,Less Than ₹1 Lakh,Male,374
300,2018,Punjab,3,Less Than ₹1 Lakh,Female,298
301,2018,Punjab,3,Less Than ₹1 Lakh,Male,776
302,2018,Punjab,3,Less Than ₹1 Lakh,Transgender,1
303,2018,Punjab,3,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,40
304,2018,Punjab,3,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,411
306,2018,Punjab,3,₹10 Lakhs And Above,Female,10
307,2018,Punjab,3,₹10 Lakhs And Above,Male,111
309,2018,Punjab,3,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,10
310,2018,Punjab,3,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,57
312,2018,Rajasthan,8,Less Than ₹1 Lakh,Female,843
313,2018,Rajasthan,8,Less Than ₹1 Lakh,Male,1855
315,2018,Rajasthan,8,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,375
316,2018,Rajasthan,8,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1139
317,2018,Rajasthan,8,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,1
318,2018,Rajasthan,8,₹10 Lakhs And Above,Female,6
319,2018,Rajasthan,8,₹10 Lakhs And Above,Male,13
321,2018,Rajasthan,8,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,20
322,2018,Rajasthan,8,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,81
324,2018,Sikkim,11,Less Than ₹1 Lakh,Female,51
325,2018,Sikkim,11,Less Than ₹1 Lakh,Male,137
327,2018,Sikkim,11,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,5
328,2018,Sikkim,11,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,6
336,2018,Tamil Nadu,33,Less Than ₹1 Lakh,Female,3555
337,2018,Tamil Nadu,33,Less Than ₹1 Lakh,Male,6484
338,2018,Tamil Nadu,33,Less Than ₹1 Lakh,Transgender,2
339,2018,Tamil Nadu,33,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,1035
340,2018,Tamil Nadu,33,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,2508
342,2018,Tamil Nadu,33,₹10 Lakhs And Above,Female,20
343,2018,Tamil Nadu,33,₹10 Lakhs And Above,Male,31
345,2018,Tamil Nadu,33,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,105
346,2018,Tamil Nadu,33,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,156
348,2018,Telangana,36,Less Than ₹1 Lakh,Female,1380
349,2018,Telangana,36,Less Than ₹1 Lakh,Male,3223
351,2018,Telangana,36,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,626
352,2018,Telangana,36,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1623
354,2018,Telangana,36,₹10 Lakhs And Above,Female,61
355,2018,Telangana,36,₹10 Lakhs And Above,Male,135
357,2018,Telangana,36,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,166
358,2018,Telangana,36,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,631
360,2018,The Dadra And Nagar Haveli And Daman And Diu,38,Less Than ₹1 Lakh,Female,38
361,2018,The Dadra And Nagar Haveli And Daman And Diu,38,Less Than ₹1 Lakh,Male,65
363,2018,The Dadra And Nagar Haveli And Daman And Diu,38,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,6
364,2018,The Dadra And Nagar Haveli And Daman And Diu,38,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,27
372,2018,Tripura,16,Less Than ₹1 Lakh,Female,181
373,2018,Tripura,16,Less Than ₹1 Lakh,Male,358
375,2018,Tripura,16,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,36
376,2018,Tripura,16,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,121
378,2018,Tripura,16,₹10 Lakhs And Above,Female,2
379,2018,Tripura,16,₹10 Lakhs And Above,Male,3
381,2018,Tripura,16,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,8
382,2018,Tripura,16,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,11
384,2018,Uttar Pradesh,9,Less Than ₹1 Lakh,Female,1537
385,2018,Uttar Pradesh,9,Less Than ₹1 Lakh,Male,2060
387,2018,Uttar Pradesh,9,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,348
388,2018,Uttar Pradesh,9,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,746
390,2018,Uttar Pradesh,9,₹10 Lakhs And Above,Female,11
391,2018,Uttar Pradesh,9,₹10 Lakhs And Above,Male,12
393,2018,Uttar Pradesh,9,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,62
394,2018,Uttar Pradesh,9,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,73
396,2018,Uttarakhand,5,Less Than ₹1 Lakh,Female,99
397,2018,Uttarakhand,5,Less Than ₹1 Lakh,Male,98
399,2018,Uttarakhand,5,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,73
400,2018,Uttarakhand,5,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,151
408,2018,West Bengal,19,Less Than ₹1 Lakh,Female,4191
409,2018,West Bengal,19,Less Than ₹1 Lakh,Male,5698
411,2018,West Bengal,19,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,1083
412,2018,West Bengal,19,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1894
417,2018,West Bengal,19,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,151
418,2018,West Bengal,19,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,238
420,2019,Andaman And Nicobar Islands,35,Less Than ₹1 Lakh,Female,44
421,2019,Andaman And Nicobar Islands,35,Less Than ₹1 Lakh,Male,53
423,2019,Andaman And Nicobar Islands,35,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,3
424,2019,Andaman And Nicobar Islands,35,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,66
429,2019,Andaman And Nicobar Islands,35,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,4
430,2019,Andaman And Nicobar Islands,35,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,11
432,2019,Andhra Pradesh,28,Less Than ₹1 Lakh,Female,1180
433,2019,Andhra Pradesh,28,Less Than ₹1 Lakh,Male,3111
435,2019,Andhra Pradesh,28,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,461
436,2019,Andhra Pradesh,28,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1398
438,2019,Andhra Pradesh,28,₹10 Lakhs And Above,Female,26
439,2019,Andhra Pradesh,28,₹10 Lakhs And Above,Male,62
441,2019,Andhra Pradesh,28,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,58
442,2019,Andhra Pradesh,28,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,169
444,2019,Arunachal Pradesh,12,Less Than ₹1 Lakh,Female,18
445,2019,Arunachal Pradesh,12,Less Than ₹1 Lakh,Male,46
447,2019,Arunachal Pradesh,12,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,9
448,2019,Arunachal Pradesh,12,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,27
453,2019,Arunachal Pradesh,12,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,4
454,2019,Arunachal Pradesh,12,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,8
456,2019,Assam,18,Less Than ₹1 Lakh,Female,442
457,2019,Assam,18,Less Than ₹1 Lakh,Male,987
459,2019,Assam,18,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,209
460,2019,Assam,18,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,553
462,2019,Assam,18,₹10 Lakhs And Above,Female,21
463,2019,Assam,18,₹10 Lakhs And Above,Male,42
465,2019,Assam,18,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,19
466,2019,Assam,18,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,97
468,2019,Bihar,10,Less Than ₹1 Lakh,Female,100
469,2019,Bihar,10,Less Than ₹1 Lakh,Male,140
471,2019,Bihar,10,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,121
472,2019,Bihar,10,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,192
474,2019,Bihar,10,₹10 Lakhs And Above,Female,5
475,2019,Bihar,10,₹10 Lakhs And Above,Male,10
477,2019,Bihar,10,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,20
478,2019,Bihar,10,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,53
480,2019,Chandigarh,4,Less Than ₹1 Lakh,Female,26
481,2019,Chandigarh,4,Less Than ₹1 Lakh,Male,53
483,2019,Chandigarh,4,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,11
484,2019,Chandigarh,4,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,33
487,2019,Chandigarh,4,₹10 Lakhs And Above,Male,1
489,2019,Chandigarh,4,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,1
490,2019,Chandigarh,4,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,6
492,2019,Chhattisgarh,22,Less Than ₹1 Lakh,Female,1478
493,2019,Chhattisgarh,22,Less Than ₹1 Lakh,Male,3640
495,2019,Chhattisgarh,22,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,584
496,2019,Chhattisgarh,22,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1642
498,2019,Chhattisgarh,22,₹10 Lakhs And Above,Female,1
499,2019,Chhattisgarh,22,₹10 Lakhs And Above,Male,18
501,2019,Chhattisgarh,22,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,46
502,2019,Chhattisgarh,22,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,220
504,2019,Delhi,7,Less Than ₹1 Lakh,Female,512
505,2019,Delhi,7,Less Than ₹1 Lakh,Male,1043
507,2019,Delhi,7,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,235
508,2019,Delhi,7,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,660
510,2019,Delhi,7,₹10 Lakhs And Above,Female,1
511,2019,Delhi,7,₹10 Lakhs And Above,Male,4
513,2019,Delhi,7,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,20
514,2019,Delhi,7,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,51
516,2019,Goa,30,Less Than ₹1 Lakh,Female,37
517,2019,Goa,30,Less Than ₹1 Lakh,Male,95
519,2019,Goa,30,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,21
520,2019,Goa,30,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,99
526,2019,Goa,30,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,7
528,2019,Gujarat,24,Less Than ₹1 Lakh,Female,1962
529,2019,Gujarat,24,Less Than ₹1 Lakh,Male,3412
530,2019,Gujarat,24,Less Than ₹1 Lakh,Transgender,1
531,2019,Gujarat,24,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,495
532,2019,Gujarat,24,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1661
535,2019,Gujarat,24,₹10 Lakhs And Above,Male,2
537,2019,Gujarat,24,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,29
538,2019,Gujarat,24,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,93
540,2019,Haryana,6,Less Than ₹1 Lakh,Female,540
541,2019,Haryana,6,Less Than ₹1 Lakh,Male,1796
543,2019,Haryana,6,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,270
544,2019,Haryana,6,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1121
546,2019,Haryana,6,₹10 Lakhs And Above,Female,22
547,2019,Haryana,6,₹10 Lakhs And Above,Male,130
549,2019,Haryana,6,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,62
550,2019,Haryana,6,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,250
552,2019,Himachal Pradesh,2,Less Than ₹1 Lakh,Female,125
553,2019,Himachal Pradesh,2,Less Than ₹1 Lakh,Male,213
555,2019,Himachal Pradesh,2,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,68
556,2019,Himachal Pradesh,2,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,148
558,2019,Himachal Pradesh,2,₹10 Lakhs And Above,Female,2
559,2019,Himachal Pradesh,2,₹10 Lakhs And Above,Male,4
561,2019,Himachal Pradesh,2,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,12
562,2019,Himachal Pradesh,2,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,12
564,2019,Jammu And Kashmir,1,Less Than ₹1 Lakh,Female,100
565,2019,Jammu And Kashmir,1,Less Than ₹1 Lakh,Male,113
567,2019,Jammu And Kashmir,1,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,27
568,2019,Jammu And Kashmir,1,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,40
574,2019,Jammu And Kashmir,1,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,4
576,2019,Jharkhand,20,Less Than ₹1 Lakh,Female,411
577,2019,Jharkhand,20,Less Than ₹1 Lakh,Male,710
579,2019,Jharkhand,20,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,129
580,2019,Jharkhand,20,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,284
582,2019,Jharkhand,20,₹10 Lakhs And Above,Female,2
583,2019,Jharkhand,20,₹10 Lakhs And Above,Male,5
585,2019,Jharkhand,20,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,38
586,2019,Jharkhand,20,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,67
588,2019,Karnataka,29,Less Than ₹1 Lakh,Female,1914
589,2019,Karnataka,29,Less Than ₹1 Lakh,Male,5113
590,2019,Karnataka,29,Less Than ₹1 Lakh,Transgender,2
591,2019,Karnataka,29,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,881
592,2019,Karnataka,29,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,3029
594,2019,Karnataka,29,₹10 Lakhs And Above,Female,4
595,2019,Karnataka,29,₹10 Lakhs And Above,Male,20
597,2019,Karnataka,29,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,74
598,2019,Karnataka,29,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,251
600,2019,Kerala,32,Less Than ₹1 Lakh,Female,1429
601,2019,Kerala,32,Less Than ₹1 Lakh,Male,4394
603,2019,Kerala,32,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,411
604,2019,Kerala,32,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,2078
606,2019,Kerala,32,₹10 Lakhs And Above,Female,2
607,2019,Kerala,32,₹10 Lakhs And Above,Male,13
