id,year,state_name,state_code,marital_status,gender,number_of_deaths
1082,2019,Lakshadweep,31,Separated,Transgender,0
1083,2019,Lakshadweep,31,Status Not Known,Female,0
1084,2019,Lakshadweep,31,Status Not Known,Male,0
1085,2019,Lakshadweep,31,Status Not Known,Transgender,0
1086,2019,Lakshadweep,31,Un-Married,Female,0
1087,2019,Lakshadweep,31,Un-Married,Male,0
1088,2019,Lakshadweep,31,Un-Married,Transgender,0
1089,2019,Lakshadweep,31,Widowed/Widower,Female,0
1090,2019,Lakshadweep,31,Widowed/Widower,Male,0
1091,2019,Lakshadweep,31,Widowed/Widower,Transgender,0
1092,2019,Madhya Pradesh,23,Divorcee,Female,21
1093,2019,Madhya Pradesh,23,Divorcee,Male,30
1094,2019,Madhya Pradesh,23,Divorcee,Transgender,0
1095,2019,Madhya Pradesh,23,Married,Female,2936
1096,2019,Madhya Pradesh,23,Married,Male,6000
1097,2019,Madhya Pradesh,23,Married,Transgender,0
1098,2019,Madhya Pradesh,23,Others,Female,4
1099,2019,Madhya Pradesh,23,Others,Male,12
1100,2019,Madhya Pradesh,23,Others,Transgender,0
1101,2019,Madhya Pradesh,23,Separated,Female,14
1102,2019,Madhya Pradesh,23,Separated,Male,7
1103,2019,Madhya Pradesh,23,Separated,Transgender,0
1104,2019,Madhya Pradesh,23,Status Not Known,Female,9
1105,2019,Madhya Pradesh,23,Status Not Known,Male,34
1106,2019,Madhya Pradesh,23,Status Not Known,Transgender,0
1107,2019,Madhya Pradesh,23,Un-Married,Female,1291
1108,2019,Madhya Pradesh,23,Un-Married,Male,1860
1109,2019,Madhya Pradesh,23,Un-Married,Transgender,2
1110,2019,Madhya Pradesh,23,Widowed/Widower,Female,73
1111,2019,Madhya Pradesh,23,Widowed/Widower,Male,164
1112,2019,Madhya Pradesh,23,Widowed/Widower,Transgender,0
1113,2019,Maharashtra,27,Divorcee,Female,39
1114,2019,Maharashtra,27,Divorcee,Male,58
1115,2019,Maharashtra,27,Divorcee,Transgender,0
1116,2019,Maharashtra,27,Married,Female,3073
1117,2019,Maharashtra,27,Married,Male,11309
1118,2019,Maharashtra,27,Married,Transgender,0
1119,2019,Maharashtra,27,Others,Female,12
1120,2019,Maharashtra,27,Others,Male,55
1121,2019,Maharashtra,27,Others,Transgender,0
1122,2019,Maharashtra,27,Separated,Female,9
1123,2019,Maharashtra,27,Separated,Male,50
1124,2019,Maharashtra,27,Separated,Transgender,0
1125,2019,Maharashtra,27,Status Not Known,Female,16
1126,2019,Maharashtra,27,Status Not Known,Male,60
1127,2019,Maharashtra,27,Status Not Known,Transgender,0
1128,2019,Maharashtra,27,Un-Married,Female,1193
1129,2019,Maharashtra,27,Un-Married,Male,2757
1130,2019,Maharashtra,27,Un-Married,Transgender,2
1131,2019,Maharashtra,27,Widowed/Widower,Female,106
1132,2019,Maharashtra,27,Widowed/Widower,Male,177
1133,2019,Maharashtra,27,Widowed/Widower,Transgender,0
1134,2019,Manipur,14,Divorcee,Female,0
1135,2019,Manipur,14,Divorcee,Male,0
1136,2019,Manipur,14,Divorcee,Transgender,0
1137,2019,Manipur,14,Married,Female,9
1138,2019,Manipur,14,Married,Male,17
1139,2019,Manipur,14,Married,Transgender,0
1140,2019,Manipur,14,Others,Female,0
1141,2019,Manipur,14,Others,Male,0
1142,2019,Manipur,14,Others,Transgender,0
1143,2019,Manipur,14,Separated,Female,0
1144,2019,Manipur,14,Separated,Male,0
1145,2019,Manipur,14,Separated,Transgender,0
1146,2019,Manipur,14,Status Not Known,Female,0
1147,2019,Manipur,14,Status Not Known,Male,2
1148,2019,Manipur,14,Status Not Known,Transgender,0
1149,2019,Manipur,14,Un-Married,Female,13
1150,2019,Manipur,14,Un-Married,Male,17
1151,2019,Manipur,14,Un-Married,Transgender,0
1152,2019,Manipur,14,Widowed/Widower,Female,0
1153,2019,Manipur,14,Widowed/Widower,Male,0
1154,2019,Manipur,14,Widowed/Widower,Transgender,0
1155,2019,Meghalaya,17,Divorcee,Female,0
1156,2019,Meghalaya,17,Divorcee,Male,5
1157,2019,Meghalaya,17,Divorcee,Transgender,0
1158,2019,Meghalaya,17,Married,Female,14
1159,2019,Meghalaya,17,Married,Male,93
1160,2019,Meghalaya,17,Married,Transgender,0
1161,2019,Meghalaya,17,Others,Female,0
1162,2019,Meghalaya,17,Others,Male,0
1163,2019,Meghalaya,17,Others,Transgender,0
1164,2019,Meghalaya,17,Separated,Female,1
1165,2019,Meghalaya,17,Separated,Male,4
1166,2019,Meghalaya,17,Separated,Transgender,0
1167,2019,Meghalaya,17,Status Not Known,Female,0
1168,2019,Meghalaya,17,Status Not Known,Male,0
1169,2019,Meghalaya,17,Status Not Known,Transgender,0
1170,2019,Meghalaya,17,Un-Married,Female,18
1171,2019,Meghalaya,17,Un-Married,Male,63
1172,2019,Meghalaya,17,Un-Married,Transgender,0
1173,2019,Meghalaya,17,Widowed/Widower,Female,0
1174,2019,Meghalaya,17,Widowed/Widower,Male,0
1175,2019,Meghalaya,17,Widowed/Widower,Transgender,0
1176,2019,Mizoram,15,Divorcee,Female,0
1177,2019,Mizoram,15,Divorcee,Male,2
1178,2019,Mizoram,15,Divorcee,Transgender,0
1179,2019,Mizoram,15,Married,Female,7
1180,2019,Mizoram,15,Married,Male,25
1181,2019,Mizoram,15,Married,Transgender,0
1182,2019,Mizoram,15,Others,Female,0
1183,2019,Mizoram,15,Others,Male,0
1184,2019,Mizoram,15,Others,Transgender,0
1185,2019,Mizoram,15,Separated,Female,0
1186,2019,Mizoram,15,Separated,Male,0
1187,2019,Mizoram,15,Separated,Transgender,0
1188,2019,Mizoram,15,Status Not Known,Female,0
1189,2019,Mizoram,15,Status Not Known,Male,0
1190,2019,Mizoram,15,Status Not Known,Transgender,0
1191,2019,Mizoram,15,Un-Married,Female,9
1192,2019,Mizoram,15,Un-Married,Male,27
1193,2019,Mizoram,15,Un-Married,Transgender,0
1194,2019,Mizoram,15,Widowed/Widower,Female,0
1195,2019,Mizoram,15,Widowed/Widower,Male,0
1196,2019,Mizoram,15,Widowed/Widower,Transgender,0
1197,2019,Nagaland,13,Divorcee,Female,0
1198,2019,Nagaland,13,Divorcee,Male,0
1199,2019,Nagaland,13,Divorcee,Transgender,0
1200,2019,Nagaland,13,Married,Female,1
1201,2019,Nagaland,13,Married,Male,19
1202,2019,Nagaland,13,Married,Transgender,0
1203,2019,Nagaland,13,Others,Female,0
1204,2019,Nagaland,13,Others,Male,0
1205,2019,Nagaland,13,Others,Transgender,0
1206,2019,Nagaland,13,Separated,Female,0
1207,2019,Nagaland,13,Separated,Male,0
1208,2019,Nagaland,13,Separated,Transgender,0
1209,2019,Nagaland,13,Status Not Known,Female,0
1210,2019,Nagaland,13,Status Not Known,Male,0
1211,2019,Nagaland,13,Status Not Known,Transgender,0
1212,2019,Nagaland,13,Un-Married,Female,4
1213,2019,Nagaland,13,Un-Married,Male,17
1214,2019,Nagaland,13,Un-Married,Transgender,0
1215,2019,Nagaland,13,Widowed/Widower,Female,0
1216,2019,Nagaland,13,Widowed/Widower,Male,0
1217,2019,Nagaland,13,Widowed/Widower,Transgender,0
1218,2019,Odisha,21,Divorcee,Female,0
1219,2019,Odisha,21,Divorcee,Male,0
1220,2019,Odisha,21,Divorcee,Transgender,0
1221,2019,Odisha,21,Married,Female,217
1222,2019,Odisha,21,Married,Male,447
1223,2019,Odisha,21,Married,Transgender,0
1224,2019,Odisha,21,Others,Female,160
1225,2019,Odisha,21,Others,Male,133
1226,2019,Odisha,21,Others,Transgender,0
1227,2019,Odisha,21,Separated,Female,0
1228,2019,Odisha,21,Separated,Male,0
1229,2019,Odisha,21,Separated,Transgender,0
1230,2019,Odisha,21,Status Not Known,Female,989
1231,2019,Odisha,21,Status Not Known,Male,1458
1232,2019,Odisha,21,Status Not Known,Transgender,0
1233,2019,Odisha,21,Un-Married,Female,617
1234,2019,Odisha,21,Un-Married,Male,558
1235,2019,Odisha,21,Un-Married,Transgender,0
1236,2019,Odisha,21,Widowed/Widower,Female,3
1237,2019,Odisha,21,Widowed/Widower,Male,0
1238,2019,Odisha,21,Widowed/Widower,Transgender,0
1239,2019,Puducherry,34,Divorcee,Female,0
1240,2019,Puducherry,34,Divorcee,Male,0
1241,2019,Puducherry,34,Divorcee,Transgender,0
1242,2019,Puducherry,34,Married,Female,15
1243,2019,Puducherry,34,Married,Male,25
1244,2019,Puducherry,34,Married,Transgender,0
1245,2019,Puducherry,34,Others,Female,63
1246,2019,Puducherry,34,Others,Male,103
1247,2019,Puducherry,34,Others,Transgender,0
1248,2019,Puducherry,34,Separated,Female,3
1249,2019,Puducherry,34,Separated,Male,5
1250,2019,Puducherry,34,Separated,Transgender,0
1251,2019,Puducherry,34,Status Not Known,Female,56
1252,2019,Puducherry,34,Status Not Known,Male,204
1253,2019,Puducherry,34,Status Not Known,Transgender,0
1254,2019,Puducherry,34,Un-Married,Female,8
1255,2019,Puducherry,34,Un-Married,Male,11
1256,2019,Puducherry,34,Un-Married,Transgender,0
1257,2019,Puducherry,34,Widowed/Widower,Female,0
1258,2019,Puducherry,34,Widowed/Widower,Male,0
1259,2019,Puducherry,34,Widowed/Widower,Transgender,0
1260,2019,Punjab,3,Divorcee,Female,1
1261,2019,Punjab,3,Divorcee,Male,6
1262,2019,Punjab,3,Divorcee,Transgender,0
1263,2019,Punjab,3,Married,Female,380
1264,2019,Punjab,3,Married,Male,1243
1265,2019,Punjab,3,Married,Transgender,0
1266,2019,Punjab,3,Others,Female,0
1267,2019,Punjab,3,Others,Male,1
1268,2019,Punjab,3,Others,Transgender,1
1269,2019,Punjab,3,Separated,Female,2
1270,2019,Punjab,3,Separated,Male,3
1271,2019,Punjab,3,Separated,Transgender,0
1272,2019,Punjab,3,Status Not Known,Female,8
1273,2019,Punjab,3,Status Not Known,Male,59
1274,2019,Punjab,3,Status Not Known,Transgender,0
1275,2019,Punjab,3,Un-Married,Female,140
1276,2019,Punjab,3,Un-Married,Male,473
1277,2019,Punjab,3,Un-Married,Transgender,0
1278,2019,Punjab,3,Widowed/Widower,Female,8
1279,2019,Punjab,3,Widowed/Widower,Male,32
1280,2019,Punjab,3,Widowed/Widower,Transgender,0
1281,2019,Rajasthan,8,Divorcee,Female,6
1282,2019,Rajasthan,8,Divorcee,Male,4
1283,2019,Rajasthan,8,Divorcee,Transgender,0
1284,2019,Rajasthan,8,Married,Female,734
1285,2019,Rajasthan,8,Married,Male,2067
1286,2019,Rajasthan,8,Married,Transgender,0
1287,2019,Rajasthan,8,Others,Female,91
1288,2019,Rajasthan,8,Others,Male,304
1289,2019,Rajasthan,8,Others,Transgender,0
1290,2019,Rajasthan,8,Separated,Female,5
1291,2019,Rajasthan,8,Separated,Male,23
1292,2019,Rajasthan,8,Separated,Transgender,0
1293,2019,Rajasthan,8,Status Not Known,Female,17
1294,2019,Rajasthan,8,Status Not Known,Male,98
1295,2019,Rajasthan,8,Status Not Known,Transgender,0
1296,2019,Rajasthan,8,Un-Married,Female,355
1297,2019,Rajasthan,8,Un-Married,Male,788
1298,2019,Rajasthan,8,Un-Married,Transgender,0
1299,2019,Rajasthan,8,Widowed/Widower,Female,21
1300,2019,Rajasthan,8,Widowed/Widower,Male,18
1301,2019,Rajasthan,8,Widowed/Widower,Transgender,0
1302,2019,Sikkim,11,Divorcee,Female,0
1303,2019,Sikkim,11,Divorcee,Male,1
1304,2019,Sikkim,11,Divorcee,Transgender,0
1305,2019,Sikkim,11,Married,Female,41
1306,2019,Sikkim,11,Married,Male,81
1307,2019,Sikkim,11,Married,Transgender,0
1308,2019,Sikkim,11,Others,Female,0
1309,2019,Sikkim,11,Others,Male,0
1310,2019,Sikkim,11,Others,Transgender,0
1311,2019,Sikkim,11,Separated,Female,1
1312,2019,Sikkim,11,Separated,Male,2
1313,2019,Sikkim,11,Separated,Transgender,0
1314,2019,Sikkim,11,Status Not Known,Female,0
1315,2019,Sikkim,11,Status Not Known,Male,1
1316,2019,Sikkim,11,Status Not Known,Transgender,0
1317,2019,Sikkim,11,Un-Married,Female,16
1318,2019,Sikkim,11,Un-Married,Male,77
1319,2019,Sikkim,11,Un-Married,Transgender,0
1320,2019,Sikkim,11,Widowed/Widower,Female,0
1321,2019,Sikkim,11,Widowed/Widower,Male,0
1322,2019,Sikkim,11,Widowed/Widower,Transgender,0
1323,2019,Tamil Nadu,33,Divorcee,Female,65
1324,2019,Tamil Nadu,33,Divorcee,Male,56
1325,2019,Tamil Nadu,33,Divorcee,Transgender,0
1326,2019,Tamil Nadu,33,Married,Female,2799
1327,2019,Tamil Nadu,33,Married,Male,6660
1328,2019,Tamil Nadu,33,Married,Transgender,1
1329,2019,Tamil Nadu,33,Others,Female,4
1330,2019,Tamil Nadu,33,Others,Male,34
1331,2019,Tamil Nadu,33,Others,Transgender,1
1332,2019,Tamil Nadu,33,Separated,Female,44
1333,2019,Tamil Nadu,33,Separated,Male,135
1334,2019,Tamil Nadu,33,Separated,Transgender,1
1335,2019,Tamil Nadu,33,Status Not Known,Female,0
1336,2019,Tamil Nadu,33,Status Not Known,Male,7
1337,2019,Tamil Nadu,33,Status Not Known,Transgender,0
1338,2019,Tamil Nadu,33,Un-Married,Female,1194
1339,2019,Tamil Nadu,33,Un-Married,Male,2229
1340,2019,Tamil Nadu,33,Un-Married,Transgender,5
1341,2019,Tamil Nadu,33,Widowed/Widower,Female,144
1342,2019,Tamil Nadu,33,Widowed/Widower,Male,114
1343,2019,Tamil Nadu,33,Widowed/Widower,Transgender,0
1344,2019,Telangana,36,Divorcee,Female,48
1345,2019,Telangana,36,Divorcee,Male,95
1346,2019,Telangana,36,Divorcee,Transgender,0
1347,2019,Telangana,36,Married,Female,1319
1348,2019,Telangana,36,Married,Male,4135
1349,2019,Telangana,36,Married,Transgender,0
1350,2019,Telangana,36,Others,Female,39
1351,2019,Telangana,36,Others,Male,96
1352,2019,Telangana,36,Others,Transgender,0
1353,2019,Telangana,36,Separated,Female,48
1354,2019,Telangana,36,Separated,Male,98
1355,2019,Telangana,36,Separated,Transgender,0
1356,2019,Telangana,36,Status Not Known,Female,12
1357,2019,Telangana,36,Status Not Known,Male,96
1358,2019,Telangana,36,Status Not Known,Transgender,1
1359,2019,Telangana,36,Un-Married,Female,434
1360,2019,Telangana,36,Un-Married,Male,916
1361,2019,Telangana,36,Un-Married,Transgender,0
1362,2019,Telangana,36,Widowed/Widower,Female,162
1363,2019,Telangana,36,Widowed/Widower,Male,176
1364,2019,Telangana,36,Widowed/Widower,Transgender,0
1365,2019,The Dadra And Nagar Haveli And Daman And Diu,38,Divorcee,Female,0
1366,2019,The Dadra And Nagar Haveli And Daman And Diu,38,Divorcee,Male,1
1367,2019,The Dadra And Nagar Haveli And Daman And Diu,38,Divorcee,Transgender,0
1368,2019,The Dadra And Nagar Haveli And Daman And Diu,38,Married,Female,20
1369,2019,The Dadra And Nagar Haveli And Daman And Diu,38,Married,Male,62
1370,2019,The Dadra And Nagar Haveli And Daman And Diu,38,Married,Transgender,0
1371,2019,The Dadra And Nagar Haveli And Daman And Diu,38,Others,Female,0
1372,2019,The Dadra And Nagar Haveli And Daman And Diu,38,Others,Male,0
1373,2019,The Dadra And Nagar Haveli And Daman And Diu,38,Others,Transgender,0
1374,2019,The Dadra And Nagar Haveli And Daman And Diu,38,Separated,Female,1
1375,2019,The Dadra And Nagar Haveli And Daman And Diu,38,Separated,Male,3
1376,2019,The Dadra And Nagar Haveli And Daman And Diu,38,Separated,Transgender,0
1377,2019,The Dadra And Nagar Haveli And Daman And Diu,38,Status Not Known,Female,0
1378,2019,The Dadra And Nagar Haveli And Daman And Diu,38,Status Not Known,Male,0
1379,2019,The Dadra And Nagar Haveli And Daman And Diu,38,Status Not Known,Transgender,0
1380,2019,The Dadra And Nagar Haveli And Daman And Diu,38,Un-Married,Female,17
1381,2019,The Dadra And Nagar Haveli And Daman And Diu,38,Un-Married,Male,32
1382,2019,The Dadra And Nagar Haveli And Daman And Diu,38,Un-Married,Transgender,0
1383,2019,The Dadra And Nagar Haveli And Daman And Diu,38,Widowed/Widower,Female,2
1384,2019,The Dadra And Nagar Haveli And Daman And Diu,38,Widowed/Widower,Male,3
1385,2019,The Dadra And Nagar Haveli And Daman And Diu,38,Widowed/Widower,Transgender,0
1386,2019,Tripura,16,Divorcee,Female,0
1387,2019,Tripura,16,Divorcee,Male,0
1388,2019,Tripura,16,Divorcee,Transgender,0
1389,2019,Tripura,16,Married,Female,172
1390,2019,Tripura,16,Married,Male,353
1391,2019,Tripura,16,Married,Transgender,0
1392,2019,Tripura,16,Others,Female,0
1393,2019,Tripura,16,Others,Male,2
1394,2019,Tripura,16,Others,Transgender,0
1395,2019,Tripura,16,Separated,Female,0
1396,2019,Tripura,16,Separated,Male,0
1397,2019,Tripura,16,Separated,Transgender,0
1398,2019,Tripura,16,Status Not Known,Female,0
1399,2019,Tripura,16,Status Not Known,Male,0
1400,2019,Tripura,16,Status Not Known,Transgender,0
1401,2019,Tripura,16,Un-Married,Female,59
1402,2019,Tripura,16,Un-Married,Male,139
1403,2019,Tripura,16,Un-Married,Transgender,0
1404,2019,Tripura,16,Widowed/Widower,Female,1
1405,2019,Tripura,16,Widowed/Widower,Male,2
1406,2019,Tripura,16,Widowed/Widower,Transgender,0
1407,2019,Uttar Pradesh,9,Divorcee,Female,29
1408,2019,Uttar Pradesh,9,Divorcee,Male,35
1409,2019,Uttar Pradesh,9,Divorcee,Transgender,0
1410,2019,Uttar Pradesh,9,Married,Female,1495
1411,2019,Uttar Pradesh,9,Married,Male,2024
1412,2019,Uttar Pradesh,9,Married,Transgender,0
1413,2019,Uttar Pradesh,9,Others,Female,46
1414,2019,Uttar Pradesh,9,Others,Male,92
1415,2019,Uttar Pradesh,9,Others,Transgender,0
1416,2019,Uttar Pradesh,9,Separated,Female,13
1417,2019,Uttar Pradesh,9,Separated,Male,27
1418,2019,Uttar Pradesh,9,Separated,Transgender,0
1419,2019,Uttar Pradesh,9,Status Not Known,Female,44
1420,2019,Uttar Pradesh,9,Status Not Known,Male,118
1421,2019,Uttar Pradesh,9,Status Not Known,Transgender,0
1422,2019,Uttar Pradesh,9,Un-Married,Female,571
1423,2019,Uttar Pradesh,9,Un-Married,Male,883
1424,2019,Uttar Pradesh,9,Un-Married,Transgender,0
1425,2019,Uttar Pradesh,9,Widowed/Widower,Female,33
1426,2019,Uttar Pradesh,9,Widowed/Widower,Male,54
1427,2019,Uttar Pradesh,9,Widowed/Widower,Transgender,0
1428,2019,Uttarakhand,5,Divorcee,Female,0
1429,2019,Uttarakhand,5,Divorcee,Male,0
1430,2019,Uttarakhand,5,Divorcee,Transgender,0
1431,2019,Uttarakhand,5,Married,Female,118
1432,2019,Uttarakhand,5,Married,Male,223
1433,2019,Uttarakhand,5,Married,Transgender,0
1434,2019,Uttarakhand,5,Others,Female,0
1435,2019,Uttarakhand,5,Others,Male,0
1436,2019,Uttarakhand,5,Others,Transgender,0
1437,2019,Uttarakhand,5,Separated,Female,0
1438,2019,Uttarakhand,5,Separated,Male,0
1439,2019,Uttarakhand,5,Separated,Transgender,0
1440,2019,Uttarakhand,5,Status Not Known,Female,0
1441,2019,Uttarakhand,5,Status Not Known,Male,7
1442,2019,Uttarakhand,5,Status Not Known,Transgender,0
1443,2019,Uttarakhand,5,Un-Married,Female,61
1444,2019,Uttarakhand,5,Un-Married,Male,105
1445,2019,Uttarakhand,5,Un-Married,Transgender,0
1446,2019,Uttarakhand,5,Widowed/Widower,Female,2
1447,2019,Uttarakhand,5,Widowed/Widower,Male,0
1448,2019,Uttarakhand,5,Widowed/Widower,Transgender,0
1449,2019,West Bengal,19,Divorcee,Female,12
1450,2019,West Bengal,19,Divorcee,Male,5
1451,2019,West Bengal,19,Divorcee,Transgender,0
1452,2019,West Bengal,19,Married,Female,3120
1453,2019,West Bengal,19,Married,Male,4444
1454,2019,West Bengal,19,Married,Transgender,0
1455,2019,West Bengal,19,Others,Female,118
1456,2019,West Bengal,19,Others,Male,464
1457,2019,West Bengal,19,Others,Transgender,0
1458,2019,West Bengal,19,Separated,Female,19
1459,2019,West Bengal,19,Separated,Male,25
1460,2019,West Bengal,19,Separated,Transgender,0
1461,2019,West Bengal,19,Status Not Known,Female,427
1462,2019,West Bengal,19,Status Not Known,Male,1169
1463,2019,West Bengal,19,Status Not Known,Transgender,0
1464,2019,West Bengal,19,Un-Married,Female,1115
1465,2019,West Bengal,19,Un-Married,Male,1594
1466,2019,West Bengal,19,Un-Married,Transgender,0
1467,2019,West Bengal,19,Widowed/Widower,Female,85
1468,2019,West Bengal,19,Widowed/Widower,Male,68
1469,2019,West Bengal,19,Widowed/Widower,Transgender,0
1470,2020,Andaman And Nicobar Islands,35,Divorcee,Female,0
1471,2020,Andaman And Nicobar Islands,35,Divorcee,Male,1
1472,2020,Andaman And Nicobar Islands,35,Divorcee,Transgender,0
1473,2020,Andaman And Nicobar Islands,35,Married,Female,34
1474,2020,Andaman And Nicobar Islands,35,Married,Male,84
1475,2020,Andaman And Nicobar Islands,35,Married,Transgender,0
1476,2020,Andaman And Nicobar Islands,35,Others,Female,0
1477,2020,Andaman And Nicobar Islands,35,Others,Male,0
1478,2020,Andaman And Nicobar Islands,35,Others,Transgender,0
1479,2020,Andaman And Nicobar Islands,35,Separated,Female,0
1480,2020,Andaman And Nicobar Islands,35,Separated,Male,2
1481,2020,Andaman And Nicobar Islands,35,Separated,Transgender,0
1482,2020,Andaman And Nicobar Islands,35,Status Not Known,Female,0
1483,2020,Andaman And Nicobar Islands,35,Status Not Known,Male,2
1484,2020,Andaman And Nicobar Islands,35,Status Not Known,Transgender,0
1485,2020,Andaman And Nicobar Islands,35,Un-Married,Female,13
1486,2020,Andaman And Nicobar Islands,35,Un-Married,Male,38
1487,2020,Andaman And Nicobar Islands,35,Un-Married,Transgender,0
1488,2020,Andaman And Nicobar Islands,35,Widowed/Widower,Female,3
1489,2020,Andaman And Nicobar Islands,35,Widowed/Widower,Male,3
1490,2020,Andaman And Nicobar Islands,35,Widowed/Widower,Transgender,0
1491,2020,Andhra Pradesh,28,Divorcee,Female,6
1492,2020,Andhra Pradesh,28,Divorcee,Male,5
1493,2020,Andhra Pradesh,28,Divorcee,Transgender,0
1494,2020,Andhra Pradesh,28,Married,Female,1406
1495,2020,Andhra Pradesh,28,Married,Male,4042
1496,2020,Andhra Pradesh,28,Married,Transgender,0
1497,2020,Andhra Pradesh,28,Others,Female,13
1498,2020,Andhra Pradesh,28,Others,Male,40
1499,2020,Andhra Pradesh,28,Others,Transgender,0
1500,2020,Andhra Pradesh,28,Separated,Female,2
1501,2020,Andhra Pradesh,28,Separated,Male,12
1502,2020,Andhra Pradesh,28,Separated,Transgender,0
1503,2020,Andhra Pradesh,28,Status Not Known,Female,6
1504,2020,Andhra Pradesh,28,Status Not Known,Male,96
1505,2020,Andhra Pradesh,28,Status Not Known,Transgender,0
1506,2020,Andhra Pradesh,28,Un-Married,Female,425
1507,2020,Andhra Pradesh,28,Un-Married,Male,950
1508,2020,Andhra Pradesh,28,Un-Married,Transgender,2
1509,2020,Andhra Pradesh,28,Widowed/Widower,Female,26
1510,2020,Andhra Pradesh,28,Widowed/Widower,Male,12
1511,2020,Andhra Pradesh,28,Widowed/Widower,Transgender,0
1512,2020,Arunachal Pradesh,12,Divorcee,Female,0
1513,2020,Arunachal Pradesh,12,Divorcee,Male,0
1514,2020,Arunachal Pradesh,12,Divorcee,Transgender,0
1515,2020,Arunachal Pradesh,12,Married,Female,15
1516,2020,Arunachal Pradesh,12,Married,Male,47
1517,2020,Arunachal Pradesh,12,Married,Transgender,0
1518,2020,Arunachal Pradesh,12,Others,Female,0
1519,2020,Arunachal Pradesh,12,Others,Male,0
1520,2020,Arunachal Pradesh,12,Others,Transgender,0
1521,2020,Arunachal Pradesh,12,Separated,Female,0
1522,2020,Arunachal Pradesh,12,Separated,Male,0
1523,2020,Arunachal Pradesh,12,Separated,Transgender,0
1524,2020,Arunachal Pradesh,12,Status Not Known,Female,11
1525,2020,Arunachal Pradesh,12,Status Not Known,Male,25
1526,2020,Arunachal Pradesh,12,Status Not Known,Transgender,0
1527,2020,Arunachal Pradesh,12,Un-Married,Female,22
1528,2020,Arunachal Pradesh,12,Un-Married,Male,40
1529,2020,Arunachal Pradesh,12,Un-Married,Transgender,0
1530,2020,Arunachal Pradesh,12,Widowed/Widower,Female,0
1531,2020,Arunachal Pradesh,12,Widowed/Widower,Male,0
1532,2020,Arunachal Pradesh,12,Widowed/Widower,Transgender,0
1533,2020,Assam,18,Divorcee,Female,12
1534,2020,Assam,18,Divorcee,Male,31
1535,2020,Assam,18,Divorcee,Transgender,0
1536,2020,Assam,18,Married,Female,568
1537,2020,Assam,18,Married,Male,1496
1538,2020,Assam,18,Married,Transgender,0
1539,2020,Assam,18,Others,Female,3
1540,2020,Assam,18,Others,Male,13
1541,2020,Assam,18,Others,Transgender,0
1542,2020,Assam,18,Separated,Female,6
1543,2020,Assam,18,Separated,Male,21
1544,2020,Assam,18,Separated,Transgender,0
1545,2020,Assam,18,Status Not Known,Female,0
1546,2020,Assam,18,Status Not Known,Male,0
1547,2020,Assam,18,Status Not Known,Transgender,0
1548,2020,Assam,18,Un-Married,Female,311
1549,2020,Assam,18,Un-Married,Male,757
1550,2020,Assam,18,Un-Married,Transgender,0
1551,2020,Assam,18,Widowed/Widower,Female,6
1552,2020,Assam,18,Widowed/Widower,Male,19
1553,2020,Assam,18,Widowed/Widower,Transgender,0
1554,2020,Bihar,10,Divorcee,Female,16
1555,2020,Bihar,10,Divorcee,Male,3
1556,2020,Bihar,10,Divorcee,Transgender,0
1557,2020,Bihar,10,Married,Female,184
1558,2020,Bihar,10,Married,Male,204
1559,2020,Bihar,10,Married,Transgender,0
1560,2020,Bihar,10,Others,Female,3
1561,2020,Bihar,10,Others,Male,3
1562,2020,Bihar,10,Others,Transgender,0
1563,2020,Bihar,10,Separated,Female,6
1564,2020,Bihar,10,Separated,Male,10
1565,2020,Bihar,10,Separated,Transgender,0
1566,2020,Bihar,10,Status Not Known,Female,0
1567,2020,Bihar,10,Status Not Known,Male,0
1568,2020,Bihar,10,Status Not Known,Transgender,0
1569,2020,Bihar,10,Un-Married,Female,147
1570,2020,Bihar,10,Un-Married,Male,231
1571,2020,Bihar,10,Un-Married,Transgender,0
1572,2020,Bihar,10,Widowed/Widower,Female,2
1573,2020,Bihar,10,Widowed/Widower,Male,0
1574,2020,Bihar,10,Widowed/Widower,Transgender,0
1575,2020,Chandigarh,4,Divorcee,Female,0
1576,2020,Chandigarh,4,Divorcee,Male,0
1577,2020,Chandigarh,4,Divorcee,Transgender,0
1578,2020,Chandigarh,4,Married,Female,25
1579,2020,Chandigarh,4,Married,Male,53
1580,2020,Chandigarh,4,Married,Transgender,0
1581,2020,Chandigarh,4,Others,Female,0
1582,2020,Chandigarh,4,Others,Male,0
1583,2020,Chandigarh,4,Others,Transgender,0
1584,2020,Chandigarh,4,Separated,Female,0
1585,2020,Chandigarh,4,Separated,Male,1
1586,2020,Chandigarh,4,Separated,Transgender,0
1587,2020,Chandigarh,4,Status Not Known,Female,0
1588,2020,Chandigarh,4,Status Not Known,Male,0
1589,2020,Chandigarh,4,Status Not Known,Transgender,0
1590,2020,Chandigarh,4,Un-Married,Female,23
1591,2020,Chandigarh,4,Un-Married,Male,26
1592,2020,Chandigarh,4,Un-Married,Transgender,0
1593,2020,Chandigarh,4,Widowed/Widower,Female,0
1594,2020,Chandigarh,4,Widowed/Widower,Male,0
1595,2020,Chandigarh,4,Widowed/Widower,Transgender,0
1596,2020,Chhattisgarh,22,Divorcee,Female,6
1597,2020,Chhattisgarh,22,Divorcee,Male,3
1598,2020,Chhattisgarh,22,Divorcee,Transgender,0
