id,year,state_name,state_code,marital_status,gender,number_of_deaths
549,2018,Rajasthan,8,Married,Female,813
550,2018,Rajasthan,8,Married,Male,1987
551,2018,Rajasthan,8,Married,Transgender,0
552,2018,Rajasthan,8,Others,Female,106
553,2018,Rajasthan,8,Others,Male,375
554,2018,Rajasthan,8,Others,Transgender,0
555,2018,Rajasthan,8,Separated,Female,2
556,2018,Rajasthan,8,Separated,Male,3
557,2018,Rajasthan,8,Separated,Transgender,1
558,2018,Rajasthan,8,Status Not Known,Female,25
559,2018,Rajasthan,8,Status Not Known,Male,114
560,2018,Rajasthan,8,Status Not Known,Transgender,0
561,2018,Rajasthan,8,Un-Married,Female,286
562,2018,Rajasthan,8,Un-Married,Male,589
563,2018,Rajasthan,8,Un-Married,Transgender,0
564,2018,Rajasthan,8,Widowed/Widower,Female,10
565,2018,Rajasthan,8,Widowed/Widower,Male,17
566,2018,Rajasthan,8,Widowed/Widower,Transgender,0
567,2018,Sikkim,11,Divorcee,Female,1
568,2018,Sikkim,11,Divorcee,Male,0
569,2018,Sikkim,11,Divorcee,Transgender,0
570,2018,Sikkim,11,Married,Female,30
571,2018,Sikkim,11,Married,Male,76
572,2018,Sikkim,11,Married,Transgender,0
573,2018,Sikkim,11,Others,Female,0
574,2018,Sikkim,11,Others,Male,0
575,2018,Sikkim,11,Others,Transgender,0
576,2018,Sikkim,11,Separated,Female,0
577,2018,Sikkim,11,Separated,Male,0
578,2018,Sikkim,11,Separated,Transgender,0
579,2018,Sikkim,11,Status Not Known,Female,0
580,2018,Sikkim,11,Status Not Known,Male,0
581,2018,Sikkim,11,Status Not Known,Transgender,0
582,2018,Sikkim,11,Un-Married,Female,24
583,2018,Sikkim,11,Un-Married,Male,66
584,2018,Sikkim,11,Un-Married,Transgender,0
585,2018,Sikkim,11,Widowed/Widower,Female,1
586,2018,Sikkim,11,Widowed/Widower,Male,1
587,2018,Sikkim,11,Widowed/Widower,Transgender,0
588,2018,Tamil Nadu,33,Divorcee,Female,45
589,2018,Tamil Nadu,33,Divorcee,Male,51
590,2018,Tamil Nadu,33,Divorcee,Transgender,0
591,2018,Tamil Nadu,33,Married,Female,3294
592,2018,Tamil Nadu,33,Married,Male,6607
593,2018,Tamil Nadu,33,Married,Transgender,0
594,2018,Tamil Nadu,33,Others,Female,5
595,2018,Tamil Nadu,33,Others,Male,30
596,2018,Tamil Nadu,33,Others,Transgender,2
597,2018,Tamil Nadu,33,Separated,Female,35
598,2018,Tamil Nadu,33,Separated,Male,101
599,2018,Tamil Nadu,33,Separated,Transgender,0
600,2018,Tamil Nadu,33,Status Not Known,Female,27
601,2018,Tamil Nadu,33,Status Not Known,Male,15
602,2018,Tamil Nadu,33,Status Not Known,Transgender,0
603,2018,Tamil Nadu,33,Un-Married,Female,1176
604,2018,Tamil Nadu,33,Un-Married,Male,2271
605,2018,Tamil Nadu,33,Un-Married,Transgender,0
606,2018,Tamil Nadu,33,Widowed/Widower,Female,133
607,2018,Tamil Nadu,33,Widowed/Widower,Male,104
608,2018,Tamil Nadu,33,Widowed/Widower,Transgender,0
609,2018,Telangana,36,Divorcee,Female,57
610,2018,Telangana,36,Divorcee,Male,69
611,2018,Telangana,36,Divorcee,Transgender,0
612,2018,Telangana,36,Married,Female,1482
613,2018,Telangana,36,Married,Male,4204
614,2018,Telangana,36,Married,Transgender,0
615,2018,Telangana,36,Others,Female,14
616,2018,Telangana,36,Others,Male,24
617,2018,Telangana,36,Others,Transgender,0
618,2018,Telangana,36,Separated,Female,60
619,2018,Telangana,36,Separated,Male,89
620,2018,Telangana,36,Separated,Transgender,0
621,2018,Telangana,36,Status Not Known,Female,16
622,2018,Telangana,36,Status Not Known,Male,206
623,2018,Telangana,36,Status Not Known,Transgender,0
624,2018,Telangana,36,Un-Married,Female,471
625,2018,Telangana,36,Un-Married,Male,909
626,2018,Telangana,36,Un-Married,Transgender,0
627,2018,Telangana,36,Widowed/Widower,Female,133
628,2018,Telangana,36,Widowed/Widower,Male,111
629,2018,Telangana,36,Widowed/Widower,Transgender,0
630,2018,The Dadra And Nagar Haveli And Daman And Diu,38,Divorcee,Female,0
631,2018,The Dadra And Nagar Haveli And Daman And Diu,38,Divorcee,Male,0
632,2018,The Dadra And Nagar Haveli And Daman And Diu,38,Divorcee,Transgender,0
633,2018,The Dadra And Nagar Haveli And Daman And Diu,38,Married,Female,23
634,2018,The Dadra And Nagar Haveli And Daman And Diu,38,Married,Male,47
635,2018,The Dadra And Nagar Haveli And Daman And Diu,38,Married,Transgender,0
636,2018,The Dadra And Nagar Haveli And Daman And Diu,38,Others,Female,0
637,2018,The Dadra And Nagar Haveli And Daman And Diu,38,Others,Male,0
638,2018,The Dadra And Nagar Haveli And Daman And Diu,38,Others,Transgender,0
639,2018,The Dadra And Nagar Haveli And Daman And Diu,38,Separated,Female,0
640,2018,The Dadra And Nagar Haveli And Daman And Diu,38,Separated,Male,0
641,2018,The Dadra And Nagar Haveli And Daman And Diu,38,Separated,Transgender,0
642,2018,The Dadra And Nagar Haveli And Daman And Diu,38,Status Not Known,Female,0
643,2018,The Dadra And Nagar Haveli And Daman And Diu,38,Status Not Known,Male,0
644,2018,The Dadra And Nagar Haveli And Daman And Diu,38,Status Not Known,Transgender,0
645,2018,The Dadra And Nagar Haveli And Daman And Diu,38,Un-Married,Female,19
646,2018,The Dadra And Nagar Haveli And Daman And Diu,38,Un-Married,Male,44
647,2018,The Dadra And Nagar Haveli And Daman And Diu,38,Un-Married,Transgender,0
648,2018,The Dadra And Nagar Haveli And Daman And Diu,38,Widowed/Widower,Female,2
649,2018,The Dadra And Nagar Haveli And Daman And Diu,38,Widowed/Widower,Male,1
650,2018,The Dadra And Nagar Haveli And Daman And Diu,38,Widowed/Widower,Transgender,0
651,2018,Tripura,16,Divorcee,Female,0
652,2018,Tripura,16,Divorcee,Male,0
653,2018,Tripura,16,Divorcee,Transgender,0
654,2018,Tripura,16,Married,Female,139
655,2018,Tripura,16,Married,Male,324
656,2018,Tripura,16,Married,Transgender,0
657,2018,Tripura,16,Others,Female,0
658,2018,Tripura,16,Others,Male,0
659,2018,Tripura,16,Others,Transgender,0
660,2018,Tripura,16,Separated,Female,0
661,2018,Tripura,16,Separated,Male,0
662,2018,Tripura,16,Separated,Transgender,0
663,2018,Tripura,16,Status Not Known,Female,0
664,2018,Tripura,16,Status Not Known,Male,1
665,2018,Tripura,16,Status Not Known,Transgender,0
666,2018,Tripura,16,Un-Married,Female,87
667,2018,Tripura,16,Un-Married,Male,168
668,2018,Tripura,16,Un-Married,Transgender,0
669,2018,Tripura,16,Widowed/Widower,Female,1
670,2018,Tripura,16,Widowed/Widower,Male,0
671,2018,Tripura,16,Widowed/Widower,Transgender,0
672,2018,Uttar Pradesh,9,Divorcee,Female,8
673,2018,Uttar Pradesh,9,Divorcee,Male,14
674,2018,Uttar Pradesh,9,Divorcee,Transgender,0
675,2018,Uttar Pradesh,9,Married,Female,1402
676,2018,Uttar Pradesh,9,Married,Male,1914
677,2018,Uttar Pradesh,9,Married,Transgender,0
678,2018,Uttar Pradesh,9,Others,Female,30
679,2018,Uttar Pradesh,9,Others,Male,58
680,2018,Uttar Pradesh,9,Others,Transgender,0
681,2018,Uttar Pradesh,9,Separated,Female,12
682,2018,Uttar Pradesh,9,Separated,Male,18
683,2018,Uttar Pradesh,9,Separated,Transgender,0
684,2018,Uttar Pradesh,9,Status Not Known,Female,70
685,2018,Uttar Pradesh,9,Status Not Known,Male,180
686,2018,Uttar Pradesh,9,Status Not Known,Transgender,0
687,2018,Uttar Pradesh,9,Un-Married,Female,422
688,2018,Uttar Pradesh,9,Un-Married,Male,688
689,2018,Uttar Pradesh,9,Un-Married,Transgender,0
690,2018,Uttar Pradesh,9,Widowed/Widower,Female,14
691,2018,Uttar Pradesh,9,Widowed/Widower,Male,19
692,2018,Uttar Pradesh,9,Widowed/Widower,Transgender,0
693,2018,Uttarakhand,5,Divorcee,Female,0
694,2018,Uttarakhand,5,Divorcee,Male,0
695,2018,Uttarakhand,5,Divorcee,Transgender,0
696,2018,Uttarakhand,5,Married,Female,103
697,2018,Uttarakhand,5,Married,Male,150
698,2018,Uttarakhand,5,Married,Transgender,0
699,2018,Uttarakhand,5,Others,Female,0
700,2018,Uttarakhand,5,Others,Male,4
701,2018,Uttarakhand,5,Others,Transgender,0
702,2018,Uttarakhand,5,Separated,Female,0
703,2018,Uttarakhand,5,Separated,Male,0
704,2018,Uttarakhand,5,Separated,Transgender,0
705,2018,Uttarakhand,5,Status Not Known,Female,10
706,2018,Uttarakhand,5,Status Not Known,Male,14
707,2018,Uttarakhand,5,Status Not Known,Transgender,0
708,2018,Uttarakhand,5,Un-Married,Female,59
709,2018,Uttarakhand,5,Un-Married,Male,81
710,2018,Uttarakhand,5,Un-Married,Transgender,0
711,2018,Uttarakhand,5,Widowed/Widower,Female,0
712,2018,Uttarakhand,5,Widowed/Widower,Male,0
713,2018,Uttarakhand,5,Widowed/Widower,Transgender,0
714,2018,West Bengal,19,Divorcee,Female,105
715,2018,West Bengal,19,Divorcee,Male,78
716,2018,West Bengal,19,Divorcee,Transgender,0
717,2018,West Bengal,19,Married,Female,3141
718,2018,West Bengal,19,Married,Male,4582
719,2018,West Bengal,19,Married,Transgender,0
720,2018,West Bengal,19,Others,Female,230
721,2018,West Bengal,19,Others,Male,387
722,2018,West Bengal,19,Others,Transgender,0
723,2018,West Bengal,19,Separated,Female,88
724,2018,West Bengal,19,Separated,Male,59
725,2018,West Bengal,19,Separated,Transgender,0
726,2018,West Bengal,19,Status Not Known,Female,491
727,2018,West Bengal,19,Status Not Known,Male,993
728,2018,West Bengal,19,Status Not Known,Transgender,0
729,2018,West Bengal,19,Un-Married,Female,1189
730,2018,West Bengal,19,Un-Married,Male,1687
731,2018,West Bengal,19,Un-Married,Transgender,0
732,2018,West Bengal,19,Widowed/Widower,Female,181
733,2018,West Bengal,19,Widowed/Widower,Male,44
734,2018,West Bengal,19,Widowed/Widower,Transgender,0
735,2019,Andaman And Nicobar Islands,35,Divorcee,Female,1
736,2019,Andaman And Nicobar Islands,35,Divorcee,Male,0
737,2019,Andaman And Nicobar Islands,35,Divorcee,Transgender,0
738,2019,Andaman And Nicobar Islands,35,Married,Female,31
739,2019,Andaman And Nicobar Islands,35,Married,Male,85
740,2019,Andaman And Nicobar Islands,35,Married,Transgender,0
741,2019,Andaman And Nicobar Islands,35,Others,Female,0
742,2019,Andaman And Nicobar Islands,35,Others,Male,0
743,2019,Andaman And Nicobar Islands,35,Others,Transgender,0
744,2019,Andaman And Nicobar Islands,35,Separated,Female,0
745,2019,Andaman And Nicobar Islands,35,Separated,Male,1
746,2019,Andaman And Nicobar Islands,35,Separated,Transgender,0
747,2019,Andaman And Nicobar Islands,35,Status Not Known,Female,0
748,2019,Andaman And Nicobar Islands,35,Status Not Known,Male,5
749,2019,Andaman And Nicobar Islands,35,Status Not Known,Transgender,0
750,2019,Andaman And Nicobar Islands,35,Un-Married,Female,11
751,2019,Andaman And Nicobar Islands,35,Un-Married,Male,39
752,2019,Andaman And Nicobar Islands,35,Un-Married,Transgender,0
753,2019,Andaman And Nicobar Islands,35,Widowed/Widower,Female,8
754,2019,Andaman And Nicobar Islands,35,Widowed/Widower,Male,0
755,2019,Andaman And Nicobar Islands,35,Widowed/Widower,Transgender,0
756,2019,Andhra Pradesh,28,Divorcee,Female,25
757,2019,Andhra Pradesh,28,Divorcee,Male,39
758,2019,Andhra Pradesh,28,Divorcee,Transgender,0
759,2019,Andhra Pradesh,28,Married,Female,1114
760,2019,Andhra Pradesh,28,Married,Male,3458
761,2019,Andhra Pradesh,28,Married,Transgender,0
762,2019,Andhra Pradesh,28,Others,Female,1
763,2019,Andhra Pradesh,28,Others,Male,27
764,2019,Andhra Pradesh,28,Others,Transgender,0
765,2019,Andhra Pradesh,28,Separated,Female,30
766,2019,Andhra Pradesh,28,Separated,Male,65
767,2019,Andhra Pradesh,28,Separated,Transgender,0
768,2019,Andhra Pradesh,28,Status Not Known,Female,8
769,2019,Andhra Pradesh,28,Status Not Known,Male,133
770,2019,Andhra Pradesh,28,Status Not Known,Transgender,0
771,2019,Andhra Pradesh,28,Un-Married,Female,467
772,2019,Andhra Pradesh,28,Un-Married,Male,986
773,2019,Andhra Pradesh,28,Un-Married,Transgender,0
774,2019,Andhra Pradesh,28,Widowed/Widower,Female,80
775,2019,Andhra Pradesh,28,Widowed/Widower,Male,32
776,2019,Andhra Pradesh,28,Widowed/Widower,Transgender,0
777,2019,Arunachal Pradesh,12,Divorcee,Female,0
778,2019,Arunachal Pradesh,12,Divorcee,Male,0
779,2019,Arunachal Pradesh,12,Divorcee,Transgender,0
780,2019,Arunachal Pradesh,12,Married,Female,14
781,2019,Arunachal Pradesh,12,Married,Male,30
782,2019,Arunachal Pradesh,12,Married,Transgender,0
783,2019,Arunachal Pradesh,12,Others,Female,0
784,2019,Arunachal Pradesh,12,Others,Male,6
785,2019,Arunachal Pradesh,12,Others,Transgender,0
786,2019,Arunachal Pradesh,12,Separated,Female,0
787,2019,Arunachal Pradesh,12,Separated,Male,0
788,2019,Arunachal Pradesh,12,Separated,Transgender,0
789,2019,Arunachal Pradesh,12,Status Not Known,Female,2
790,2019,Arunachal Pradesh,12,Status Not Known,Male,15
791,2019,Arunachal Pradesh,12,Status Not Known,Transgender,0
792,2019,Arunachal Pradesh,12,Un-Married,Female,15
793,2019,Arunachal Pradesh,12,Un-Married,Male,30
794,2019,Arunachal Pradesh,12,Un-Married,Transgender,0
795,2019,Arunachal Pradesh,12,Widowed/Widower,Female,0
796,2019,Arunachal Pradesh,12,Widowed/Widower,Male,0
797,2019,Arunachal Pradesh,12,Widowed/Widower,Transgender,0
798,2019,Assam,18,Divorcee,Female,33
799,2019,Assam,18,Divorcee,Male,42
800,2019,Assam,18,Divorcee,Transgender,0
801,2019,Assam,18,Married,Female,390
802,2019,Assam,18,Married,Male,995
803,2019,Assam,18,Married,Transgender,0
804,2019,Assam,18,Others,Female,3
805,2019,Assam,18,Others,Male,12
806,2019,Assam,18,Others,Transgender,0
807,2019,Assam,18,Separated,Female,24
808,2019,Assam,18,Separated,Male,31
809,2019,Assam,18,Separated,Transgender,0
810,2019,Assam,18,Status Not Known,Female,0
811,2019,Assam,18,Status Not Known,Male,0
812,2019,Assam,18,Status Not Known,Transgender,0
813,2019,Assam,18,Un-Married,Female,230
814,2019,Assam,18,Un-Married,Male,576
815,2019,Assam,18,Un-Married,Transgender,0
816,2019,Assam,18,Widowed/Widower,Female,11
817,2019,Assam,18,Widowed/Widower,Male,23
818,2019,Assam,18,Widowed/Widower,Transgender,0
819,2019,Bihar,10,Divorcee,Female,10
820,2019,Bihar,10,Divorcee,Male,9
821,2019,Bihar,10,Divorcee,Transgender,0
822,2019,Bihar,10,Married,Female,125
823,2019,Bihar,10,Married,Male,190
824,2019,Bihar,10,Married,Transgender,0
825,2019,Bihar,10,Others,Female,0
826,2019,Bihar,10,Others,Male,3
827,2019,Bihar,10,Others,Transgender,0
828,2019,Bihar,10,Separated,Female,0
829,2019,Bihar,10,Separated,Male,3
830,2019,Bihar,10,Separated,Transgender,0
831,2019,Bihar,10,Status Not Known,Female,0
832,2019,Bihar,10,Status Not Known,Male,0
833,2019,Bihar,10,Status Not Known,Transgender,0
834,2019,Bihar,10,Un-Married,Female,108
835,2019,Bihar,10,Un-Married,Male,190
836,2019,Bihar,10,Un-Married,Transgender,0
837,2019,Bihar,10,Widowed/Widower,Female,3
838,2019,Bihar,10,Widowed/Widower,Male,0
839,2019,Bihar,10,Widowed/Widower,Transgender,0
840,2019,Chandigarh,4,Divorcee,Female,0
841,2019,Chandigarh,4,Divorcee,Male,0
842,2019,Chandigarh,4,Divorcee,Transgender,0
843,2019,Chandigarh,4,Married,Female,24
844,2019,Chandigarh,4,Married,Male,64
845,2019,Chandigarh,4,Married,Transgender,0
846,2019,Chandigarh,4,Others,Female,0
847,2019,Chandigarh,4,Others,Male,0
848,2019,Chandigarh,4,Others,Transgender,0
849,2019,Chandigarh,4,Separated,Female,0
850,2019,Chandigarh,4,Separated,Male,0
851,2019,Chandigarh,4,Separated,Transgender,0
852,2019,Chandigarh,4,Status Not Known,Female,0
853,2019,Chandigarh,4,Status Not Known,Male,0
854,2019,Chandigarh,4,Status Not Known,Transgender,0
855,2019,Chandigarh,4,Un-Married,Female,14
856,2019,Chandigarh,4,Un-Married,Male,29
857,2019,Chandigarh,4,Un-Married,Transgender,0
858,2019,Chandigarh,4,Widowed/Widower,Female,0
859,2019,Chandigarh,4,Widowed/Widower,Male,0
860,2019,Chandigarh,4,Widowed/Widower,Transgender,0
861,2019,Chhattisgarh,22,Divorcee,Female,1
862,2019,Chhattisgarh,22,Divorcee,Male,3
863,2019,Chhattisgarh,22,Divorcee,Transgender,0
864,2019,Chhattisgarh,22,Married,Female,1072
865,2019,Chhattisgarh,22,Married,Male,3128
866,2019,Chhattisgarh,22,Married,Transgender,0
867,2019,Chhattisgarh,22,Others,Female,69
868,2019,Chhattisgarh,22,Others,Male,205
869,2019,Chhattisgarh,22,Others,Transgender,0
870,2019,Chhattisgarh,22,Separated,Female,0
871,2019,Chhattisgarh,22,Separated,Male,4
872,2019,Chhattisgarh,22,Separated,Transgender,0
873,2019,Chhattisgarh,22,Status Not Known,Female,176
874,2019,Chhattisgarh,22,Status Not Known,Male,565
875,2019,Chhattisgarh,22,Status Not Known,Transgender,0
876,2019,Chhattisgarh,22,Un-Married,Female,734
877,2019,Chhattisgarh,22,Un-Married,Male,1499
878,2019,Chhattisgarh,22,Un-Married,Transgender,0
879,2019,Chhattisgarh,22,Widowed/Widower,Female,57
880,2019,Chhattisgarh,22,Widowed/Widower,Male,116
881,2019,Chhattisgarh,22,Widowed/Widower,Transgender,0
882,2019,Delhi,7,Divorcee,Female,7
883,2019,Delhi,7,Divorcee,Male,13
884,2019,Delhi,7,Divorcee,Transgender,0
885,2019,Delhi,7,Married,Female,400
886,2019,Delhi,7,Married,Male,1035
887,2019,Delhi,7,Married,Transgender,0
888,2019,Delhi,7,Others,Female,10
889,2019,Delhi,7,Others,Male,21
890,2019,Delhi,7,Others,Transgender,0
891,2019,Delhi,7,Separated,Female,29
892,2019,Delhi,7,Separated,Male,44
893,2019,Delhi,7,Separated,Transgender,0
894,2019,Delhi,7,Status Not Known,Female,27
895,2019,Delhi,7,Status Not Known,Male,94
896,2019,Delhi,7,Status Not Known,Transgender,0
897,2019,Delhi,7,Un-Married,Female,281
898,2019,Delhi,7,Un-Married,Male,535
899,2019,Delhi,7,Un-Married,Transgender,0
900,2019,Delhi,7,Widowed/Widower,Female,14
901,2019,Delhi,7,Widowed/Widower,Male,16
902,2019,Delhi,7,Widowed/Widower,Transgender,0
903,2019,Goa,30,Divorcee,Female,0
904,2019,Goa,30,Divorcee,Male,0
905,2019,Goa,30,Divorcee,Transgender,0
906,2019,Goa,30,Married,Female,41
907,2019,Goa,30,Married,Male,114
908,2019,Goa,30,Married,Transgender,0
909,2019,Goa,30,Others,Female,0
910,2019,Goa,30,Others,Male,0
911,2019,Goa,30,Others,Transgender,0
912,2019,Goa,30,Separated,Female,0
913,2019,Goa,30,Separated,Male,0
914,2019,Goa,30,Separated,Transgender,0
915,2019,Goa,30,Status Not Known,Female,0
916,2019,Goa,30,Status Not Known,Male,4
917,2019,Goa,30,Status Not Known,Transgender,0
918,2019,Goa,30,Un-Married,Female,17
919,2019,Goa,30,Un-Married,Male,83
920,2019,Goa,30,Un-Married,Transgender,0
921,2019,Goa,30,Widowed/Widower,Female,0
922,2019,Goa,30,Widowed/Widower,Male,0
923,2019,Goa,30,Widowed/Widower,Transgender,0
924,2019,Gujarat,24,Divorcee,Female,28
925,2019,Gujarat,24,Divorcee,Male,50
926,2019,Gujarat,24,Divorcee,Transgender,0
927,2019,Gujarat,24,Married,Female,1739
928,2019,Gujarat,24,Married,Male,3752
929,2019,Gujarat,24,Married,Transgender,0
930,2019,Gujarat,24,Others,Female,0
931,2019,Gujarat,24,Others,Male,1
932,2019,Gujarat,24,Others,Transgender,0
933,2019,Gujarat,24,Separated,Female,8
934,2019,Gujarat,24,Separated,Male,30
935,2019,Gujarat,24,Separated,Transgender,0
936,2019,Gujarat,24,Status Not Known,Female,3
937,2019,Gujarat,24,Status Not Known,Male,111
938,2019,Gujarat,24,Status Not Known,Transgender,0
939,2019,Gujarat,24,Un-Married,Female,630
940,2019,Gujarat,24,Un-Married,Male,1120
941,2019,Gujarat,24,Un-Married,Transgender,1
942,2019,Gujarat,24,Widowed/Widower,Female,78
943,2019,Gujarat,24,Widowed/Widower,Male,104
944,2019,Gujarat,24,Widowed/Widower,Transgender,0
945,2019,Haryana,6,Divorcee,Female,0
946,2019,Haryana,6,Divorcee,Male,0
947,2019,Haryana,6,Divorcee,Transgender,0
948,2019,Haryana,6,Married,Female,629
949,2019,Haryana,6,Married,Male,2338
950,2019,Haryana,6,Married,Transgender,0
951,2019,Haryana,6,Others,Female,21
952,2019,Haryana,6,Others,Male,162
953,2019,Haryana,6,Others,Transgender,0
954,2019,Haryana,6,Separated,Female,0
955,2019,Haryana,6,Separated,Male,0
956,2019,Haryana,6,Separated,Transgender,0
957,2019,Haryana,6,Status Not Known,Female,34
958,2019,Haryana,6,Status Not Known,Male,161
959,2019,Haryana,6,Status Not Known,Transgender,0
960,2019,Haryana,6,Un-Married,Female,199
961,2019,Haryana,6,Un-Married,Male,610
962,2019,Haryana,6,Un-Married,Transgender,0
963,2019,Haryana,6,Widowed/Widower,Female,11
964,2019,Haryana,6,Widowed/Widower,Male,26
965,2019,Haryana,6,Widowed/Widower,Transgender,0
966,2019,Himachal Pradesh,2,Divorcee,Female,3
967,2019,Himachal Pradesh,2,Divorcee,Male,3
968,2019,Himachal Pradesh,2,Divorcee,Transgender,0
969,2019,Himachal Pradesh,2,Married,Female,144
970,2019,Himachal Pradesh,2,Married,Male,253
971,2019,Himachal Pradesh,2,Married,Transgender,0
972,2019,Himachal Pradesh,2,Others,Female,0
973,2019,Himachal Pradesh,2,Others,Male,0
974,2019,Himachal Pradesh,2,Others,Transgender,0
975,2019,Himachal Pradesh,2,Separated,Female,0
976,2019,Himachal Pradesh,2,Separated,Male,5
977,2019,Himachal Pradesh,2,Separated,Transgender,0
978,2019,Himachal Pradesh,2,Status Not Known,Female,0
979,2019,Himachal Pradesh,2,Status Not Known,Male,0
980,2019,Himachal Pradesh,2,Status Not Known,Transgender,0
981,2019,Himachal Pradesh,2,Un-Married,Female,51
982,2019,Himachal Pradesh,2,Un-Married,Male,105
983,2019,Himachal Pradesh,2,Un-Married,Transgender,0
984,2019,Himachal Pradesh,2,Widowed/Widower,Female,9
985,2019,Himachal Pradesh,2,Widowed/Widower,Male,11
986,2019,Himachal Pradesh,2,Widowed/Widower,Transgender,0
987,2019,Jammu And Kashmir,1,Divorcee,Female,1
988,2019,Jammu And Kashmir,1,Divorcee,Male,0
989,2019,Jammu And Kashmir,1,Divorcee,Transgender,0
990,2019,Jammu And Kashmir,1,Married,Female,55
991,2019,Jammu And Kashmir,1,Married,Male,76
992,2019,Jammu And Kashmir,1,Married,Transgender,0
993,2019,Jammu And Kashmir,1,Others,Female,8
994,2019,Jammu And Kashmir,1,Others,Male,17
995,2019,Jammu And Kashmir,1,Others,Transgender,0
996,2019,Jammu And Kashmir,1,Separated,Female,0
997,2019,Jammu And Kashmir,1,Separated,Male,0
998,2019,Jammu And Kashmir,1,Separated,Transgender,0
999,2019,Jammu And Kashmir,1,Status Not Known,Female,0
1000,2019,Jammu And Kashmir,1,Status Not Known,Male,4
1001,2019,Jammu And Kashmir,1,Status Not Known,Transgender,0
1002,2019,Jammu And Kashmir,1,Un-Married,Female,62
1003,2019,Jammu And Kashmir,1,Un-Married,Male,60
1004,2019,Jammu And Kashmir,1,Un-Married,Transgender,0
1005,2019,Jammu And Kashmir,1,Widowed/Widower,Female,1
1006,2019,Jammu And Kashmir,1,Widowed/Widower,Male,0
1007,2019,Jammu And Kashmir,1,Widowed/Widower,Transgender,0
1008,2019,Jharkhand,20,Divorcee,Female,17
1009,2019,Jharkhand,20,Divorcee,Male,13
1010,2019,Jharkhand,20,Divorcee,Transgender,0
1011,2019,Jharkhand,20,Married,Female,303
1012,2019,Jharkhand,20,Married,Male,560
1013,2019,Jharkhand,20,Married,Transgender,0
1014,2019,Jharkhand,20,Others,Female,1
1015,2019,Jharkhand,20,Others,Male,6
1016,2019,Jharkhand,20,Others,Transgender,0
1017,2019,Jharkhand,20,Separated,Female,3
1018,2019,Jharkhand,20,Separated,Male,5
1019,2019,Jharkhand,20,Separated,Transgender,0
1020,2019,Jharkhand,20,Status Not Known,Female,4
1021,2019,Jharkhand,20,Status Not Known,Male,10
1022,2019,Jharkhand,20,Status Not Known,Transgender,0
1023,2019,Jharkhand,20,Un-Married,Female,229
1024,2019,Jharkhand,20,Un-Married,Male,417
1025,2019,Jharkhand,20,Un-Married,Transgender,0
1026,2019,Jharkhand,20,Widowed/Widower,Female,23
1027,2019,Jharkhand,20,Widowed/Widower,Male,55
1028,2019,Jharkhand,20,Widowed/Widower,Transgender,0
1029,2019,Karnataka,29,Divorcee,Female,38
1030,2019,Karnataka,29,Divorcee,Male,54
1031,2019,Karnataka,29,Divorcee,Transgender,0
1032,2019,Karnataka,29,Married,Female,2028
1033,2019,Karnataka,29,Married,Male,6280
1034,2019,Karnataka,29,Married,Transgender,0
1035,2019,Karnataka,29,Others,Female,27
1036,2019,Karnataka,29,Others,Male,67
1037,2019,Karnataka,29,Others,Transgender,0
1038,2019,Karnataka,29,Separated,Female,17
1039,2019,Karnataka,29,Separated,Male,34
1040,2019,Karnataka,29,Separated,Transgender,0
1041,2019,Karnataka,29,Status Not Known,Female,26
1042,2019,Karnataka,29,Status Not Known,Male,131
1043,2019,Karnataka,29,Status Not Known,Transgender,0
1044,2019,Karnataka,29,Un-Married,Female,668
1045,2019,Karnataka,29,Un-Married,Male,1775
1046,2019,Karnataka,29,Un-Married,Transgender,2
1047,2019,Karnataka,29,Widowed/Widower,Female,69
1048,2019,Karnataka,29,Widowed/Widower,Male,72
1049,2019,Karnataka,29,Widowed/Widower,Transgender,0
1050,2019,Kerala,32,Divorcee,Female,17
1051,2019,Kerala,32,Divorcee,Male,71
1052,2019,Kerala,32,Divorcee,Transgender,0
1053,2019,Kerala,32,Married,Female,1362
1054,2019,Kerala,32,Married,Male,5230
1055,2019,Kerala,32,Married,Transgender,0
1056,2019,Kerala,32,Others,Female,23
1057,2019,Kerala,32,Others,Male,95
1058,2019,Kerala,32,Others,Transgender,0
1059,2019,Kerala,32,Separated,Female,19
1060,2019,Kerala,32,Separated,Male,68
1061,2019,Kerala,32,Separated,Transgender,0
1062,2019,Kerala,32,Status Not Known,Female,6
1063,2019,Kerala,32,Status Not Known,Male,51
1064,2019,Kerala,32,Status Not Known,Transgender,0
1065,2019,Kerala,32,Un-Married,Female,371
1066,2019,Kerala,32,Un-Married,Male,1038
1067,2019,Kerala,32,Un-Married,Transgender,0
1068,2019,Kerala,32,Widowed/Widower,Female,90
1069,2019,Kerala,32,Widowed/Widower,Male,115
1070,2019,Kerala,32,Widowed/Widower,Transgender,0
1071,2019,Lakshadweep,31,Divorcee,Female,0
1072,2019,Lakshadweep,31,Divorcee,Male,0
1073,2019,Lakshadweep,31,Divorcee,Transgender,0
1074,2019,Lakshadweep,31,Married,Female,0
1075,2019,Lakshadweep,31,Married,Male,0
1076,2019,Lakshadweep,31,Married,Transgender,0
1077,2019,Lakshadweep,31,Others,Female,0
1078,2019,Lakshadweep,31,Others,Male,0
1079,2019,Lakshadweep,31,Others,Transgender,0
1080,2019,Lakshadweep,31,Separated,Female,0
1081,2019,Lakshadweep,31,Separated,Male,0
