id,year,state_name,state_code,profession,gender,number_of_deaths
976,2018,Jharkhand,20,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Male,10
977,2018,Jharkhand,20,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Transgender,0
978,2018,Jharkhand,20,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Female,0
979,2018,Jharkhand,20,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Male,25
980,2018,Jharkhand,20,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Transgender,0
981,2018,Jharkhand,20,Professionals/Salaried Persons [Government Servants (Total)],Female,0
982,2018,Jharkhand,20,Professionals/Salaried Persons [Government Servants (Total)],Male,36
983,2018,Jharkhand,20,Professionals/Salaried Persons [Government Servants (Total)],Transgender,0
984,2018,Jharkhand,20,Retired Persons,Female,0
985,2018,Jharkhand,20,Retired Persons,Male,6
986,2018,Jharkhand,20,Retired Persons,Transgender,0
987,2018,Jharkhand,20,Self-Employed Persons (Total),Female,7
988,2018,Jharkhand,20,Self-Employed Persons (Total),Male,61
989,2018,Jharkhand,20,Self-Employed Persons (Total),Transgender,0
990,2018,Jharkhand,20,Self-Employed Persons [Business (Other Business)],Female,0
991,2018,Jharkhand,20,Self-Employed Persons [Business (Other Business)],Male,0
992,2018,Jharkhand,20,Self-Employed Persons [Business (Other Business)],Transgender,0
993,2018,Jharkhand,20,Self-Employed Persons [Business (Total)],Female,7
994,2018,Jharkhand,20,Self-Employed Persons [Business (Total)],Male,61
995,2018,Jharkhand,20,Self-Employed Persons [Business (Total)],Transgender,0
996,2018,Jharkhand,20,Self-Employed Persons [Business (Tradesmen)],Female,6
997,2018,Jharkhand,20,Self-Employed Persons [Business (Tradesmen)],Male,25
998,2018,Jharkhand,20,Self-Employed Persons [Business (Tradesmen)],Transgender,0
999,2018,Jharkhand,20,Self-Employed Persons [Business (Vendor)],Female,1
1000,2018,Jharkhand,20,Self-Employed Persons [Business (Vendor)],Male,36
1001,2018,Jharkhand,20,Self-Employed Persons [Business (Vendor)],Transgender,0
1002,2018,Jharkhand,20,Students,Female,127
1003,2018,Jharkhand,20,Students,Male,233
1004,2018,Jharkhand,20,Students,Transgender,0
1005,2018,Jharkhand,20,Unemployed Persons,Female,45
1006,2018,Jharkhand,20,Unemployed Persons,Male,317
1007,2018,Jharkhand,20,Unemployed Persons,Transgender,0
1008,2018,Karnataka,29,Daily Wage Earner,Female,178
1009,2018,Karnataka,29,Daily Wage Earner,Male,1364
1010,2018,Karnataka,29,Daily Wage Earner,Transgender,0
1011,2018,Karnataka,29,Farmers/Cultivators (Who Cultivate On Lease Land#),Female,3
1012,2018,Karnataka,29,Farmers/Cultivators (Who Cultivate On Lease Land#),Male,140
1013,2018,Karnataka,29,Farmers/Cultivators (Who Cultivate On Lease Land#),Transgender,0
1014,2018,Karnataka,29,Farmers/Cultivators (Who Cultivate Their Own Land*),Female,41
1015,2018,Karnataka,29,Farmers/Cultivators (Who Cultivate Their Own Land*),Male,1181
1016,2018,Karnataka,29,Farmers/Cultivators (Who Cultivate Their Own Land*),Transgender,0
1017,2018,Karnataka,29,House Wife,Female,1577
1018,2018,Karnataka,29,House Wife,Male,0
1019,2018,Karnataka,29,House Wife,Transgender,0
1020,2018,Karnataka,29,Other Persons,Female,269
1021,2018,Karnataka,29,Other Persons,Male,858
1022,2018,Karnataka,29,Other Persons,Transgender,1
1023,2018,Karnataka,29,Other Self-Employed Persons,Female,76
1024,2018,Karnataka,29,Other Self-Employed Persons,Male,729
1025,2018,Karnataka,29,Other Self-Employed Persons,Transgender,0
1026,2018,Karnataka,29,Persons Engaged In Farming Sector (Agricultural Labourers),Female,129
1027,2018,Karnataka,29,Persons Engaged In Farming Sector (Agricultural Labourers),Male,911
1028,2018,Karnataka,29,Persons Engaged In Farming Sector (Agricultural Labourers),Transgender,0
1029,2018,Karnataka,29,Persons Engaged In Farming Sector (Total),Female,173
1030,2018,Karnataka,29,Persons Engaged In Farming Sector (Total),Male,2232
1031,2018,Karnataka,29,Persons Engaged In Farming Sector (Total),Transgender,0
1032,2018,Karnataka,29,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Female,44
1033,2018,Karnataka,29,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Male,1321
1034,2018,Karnataka,29,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Transgender,0
1035,2018,Karnataka,29,Professionals/Salaried Persons (Private Sector Enterprises),Female,110
1036,2018,Karnataka,29,Professionals/Salaried Persons (Private Sector Enterprises),Male,649
1037,2018,Karnataka,29,Professionals/Salaried Persons (Private Sector Enterprises),Transgender,1
1038,2018,Karnataka,29,Professionals/Salaried Persons (Public Sector Undertaking),Female,31
1039,2018,Karnataka,29,Professionals/Salaried Persons (Public Sector Undertaking),Male,141
1040,2018,Karnataka,29,Professionals/Salaried Persons (Public Sector Undertaking),Transgender,0
1041,2018,Karnataka,29,Professionals/Salaried Persons (Total),Female,174
1042,2018,Karnataka,29,Professionals/Salaried Persons (Total),Male,894
1043,2018,Karnataka,29,Professionals/Salaried Persons (Total),Transgender,1
1044,2018,Karnataka,29,Professionals/Salaried Persons [Government Servants (Central/ Ut Govt. Servants)],Female,6
1045,2018,Karnataka,29,Professionals/Salaried Persons [Government Servants (Central/ Ut Govt. Servants)],Male,12
1046,2018,Karnataka,29,Professionals/Salaried Persons [Government Servants (Central/ Ut Govt. Servants)],Transgender,0
1047,2018,Karnataka,29,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Female,11
1048,2018,Karnataka,29,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Male,45
1049,2018,Karnataka,29,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Transgender,0
1050,2018,Karnataka,29,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Female,16
1051,2018,Karnataka,29,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Male,47
1052,2018,Karnataka,29,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Transgender,0
1053,2018,Karnataka,29,Professionals/Salaried Persons [Government Servants (Total)],Female,33
1054,2018,Karnataka,29,Professionals/Salaried Persons [Government Servants (Total)],Male,104
1055,2018,Karnataka,29,Professionals/Salaried Persons [Government Servants (Total)],Transgender,0
1056,2018,Karnataka,29,Retired Persons,Female,18
1057,2018,Karnataka,29,Retired Persons,Male,55
1058,2018,Karnataka,29,Retired Persons,Transgender,0
1059,2018,Karnataka,29,Self-Employed Persons (Total),Female,146
1060,2018,Karnataka,29,Self-Employed Persons (Total),Male,1772
1061,2018,Karnataka,29,Self-Employed Persons (Total),Transgender,0
1062,2018,Karnataka,29,Self-Employed Persons [Business (Other Business)],Female,9
1063,2018,Karnataka,29,Self-Employed Persons [Business (Other Business)],Male,219
1064,2018,Karnataka,29,Self-Employed Persons [Business (Other Business)],Transgender,0
1065,2018,Karnataka,29,Self-Employed Persons [Business (Total)],Female,70
1066,2018,Karnataka,29,Self-Employed Persons [Business (Total)],Male,1043
1067,2018,Karnataka,29,Self-Employed Persons [Business (Total)],Transgender,0
1068,2018,Karnataka,29,Self-Employed Persons [Business (Tradesmen)],Female,27
1069,2018,Karnataka,29,Self-Employed Persons [Business (Tradesmen)],Male,351
1070,2018,Karnataka,29,Self-Employed Persons [Business (Tradesmen)],Transgender,0
1071,2018,Karnataka,29,Self-Employed Persons [Business (Vendor)],Female,34
1072,2018,Karnataka,29,Self-Employed Persons [Business (Vendor)],Male,473
1073,2018,Karnataka,29,Self-Employed Persons [Business (Vendor)],Transgender,0
1074,2018,Karnataka,29,Students,Female,355
1075,2018,Karnataka,29,Students,Male,400
1076,2018,Karnataka,29,Students,Transgender,0
1077,2018,Karnataka,29,Unemployed Persons,Female,253
1078,2018,Karnataka,29,Unemployed Persons,Male,840
1079,2018,Karnataka,29,Unemployed Persons,Transgender,1
1080,2018,Kerala,32,Daily Wage Earner,Female,137
1081,2018,Kerala,32,Daily Wage Earner,Male,2407
1082,2018,Kerala,32,Daily Wage Earner,Transgender,0
1083,2018,Kerala,32,Farmers/Cultivators (Who Cultivate On Lease Land#),Female,0
1084,2018,Kerala,32,Farmers/Cultivators (Who Cultivate On Lease Land#),Male,2
1085,2018,Kerala,32,Farmers/Cultivators (Who Cultivate On Lease Land#),Transgender,0
1086,2018,Kerala,32,Farmers/Cultivators (Who Cultivate Their Own Land*),Female,0
1087,2018,Kerala,32,Farmers/Cultivators (Who Cultivate Their Own Land*),Male,23
1088,2018,Kerala,32,Farmers/Cultivators (Who Cultivate Their Own Land*),Transgender,0
1089,2018,Kerala,32,House Wife,Female,944
1090,2018,Kerala,32,House Wife,Male,0
1091,2018,Kerala,32,House Wife,Transgender,0
1092,2018,Kerala,32,Other Persons,Female,90
1093,2018,Kerala,32,Other Persons,Male,538
1094,2018,Kerala,32,Other Persons,Transgender,0
1095,2018,Kerala,32,Other Self-Employed Persons,Female,28
1096,2018,Kerala,32,Other Self-Employed Persons,Male,418
1097,2018,Kerala,32,Other Self-Employed Persons,Transgender,0
1098,2018,Kerala,32,Persons Engaged In Farming Sector (Agricultural Labourers),Female,14
1099,2018,Kerala,32,Persons Engaged In Farming Sector (Agricultural Labourers),Male,172
1100,2018,Kerala,32,Persons Engaged In Farming Sector (Agricultural Labourers),Transgender,0
1101,2018,Kerala,32,Persons Engaged In Farming Sector (Total),Female,14
1102,2018,Kerala,32,Persons Engaged In Farming Sector (Total),Male,197
1103,2018,Kerala,32,Persons Engaged In Farming Sector (Total),Transgender,0
1104,2018,Kerala,32,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Female,0
1105,2018,Kerala,32,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Male,25
1106,2018,Kerala,32,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Transgender,0
1107,2018,Kerala,32,Professionals/Salaried Persons (Private Sector Enterprises),Female,48
1108,2018,Kerala,32,Professionals/Salaried Persons (Private Sector Enterprises),Male,465
1109,2018,Kerala,32,Professionals/Salaried Persons (Private Sector Enterprises),Transgender,0
1110,2018,Kerala,32,Professionals/Salaried Persons (Public Sector Undertaking),Female,15
1111,2018,Kerala,32,Professionals/Salaried Persons (Public Sector Undertaking),Male,102
1112,2018,Kerala,32,Professionals/Salaried Persons (Public Sector Undertaking),Transgender,0
1113,2018,Kerala,32,Professionals/Salaried Persons (Total),Female,89
1114,2018,Kerala,32,Professionals/Salaried Persons (Total),Male,615
1115,2018,Kerala,32,Professionals/Salaried Persons (Total),Transgender,0
1116,2018,Kerala,32,Professionals/Salaried Persons [Government Servants (Central/ Ut Govt. Servants)],Female,0
1117,2018,Kerala,32,Professionals/Salaried Persons [Government Servants (Central/ Ut Govt. Servants)],Male,9
1118,2018,Kerala,32,Professionals/Salaried Persons [Government Servants (Central/ Ut Govt. Servants)],Transgender,0
1119,2018,Kerala,32,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Female,3
1120,2018,Kerala,32,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Male,14
1121,2018,Kerala,32,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Transgender,0
1122,2018,Kerala,32,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Female,23
1123,2018,Kerala,32,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Male,25
1124,2018,Kerala,32,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Transgender,0
1125,2018,Kerala,32,Professionals/Salaried Persons [Government Servants (Total)],Female,26
1126,2018,Kerala,32,Professionals/Salaried Persons [Government Servants (Total)],Male,48
1127,2018,Kerala,32,Professionals/Salaried Persons [Government Servants (Total)],Transgender,0
1128,2018,Kerala,32,Retired Persons,Female,32
1129,2018,Kerala,32,Retired Persons,Male,122
1130,2018,Kerala,32,Retired Persons,Transgender,0
1131,2018,Kerala,32,Self-Employed Persons (Total),Female,36
1132,2018,Kerala,32,Self-Employed Persons (Total),Male,1056
1133,2018,Kerala,32,Self-Employed Persons (Total),Transgender,0
1134,2018,Kerala,32,Self-Employed Persons [Business (Other Business)],Female,2
1135,2018,Kerala,32,Self-Employed Persons [Business (Other Business)],Male,190
1136,2018,Kerala,32,Self-Employed Persons [Business (Other Business)],Transgender,0
1137,2018,Kerala,32,Self-Employed Persons [Business (Total)],Female,8
1138,2018,Kerala,32,Self-Employed Persons [Business (Total)],Male,638
1139,2018,Kerala,32,Self-Employed Persons [Business (Total)],Transgender,0
1140,2018,Kerala,32,Self-Employed Persons [Business (Tradesmen)],Female,6
1141,2018,Kerala,32,Self-Employed Persons [Business (Tradesmen)],Male,362
1142,2018,Kerala,32,Self-Employed Persons [Business (Tradesmen)],Transgender,0
1143,2018,Kerala,32,Self-Employed Persons [Business (Vendor)],Female,0
1144,2018,Kerala,32,Self-Employed Persons [Business (Vendor)],Male,86
1145,2018,Kerala,32,Self-Employed Persons [Business (Vendor)],Transgender,0
1146,2018,Kerala,32,Students,Female,198
1147,2018,Kerala,32,Students,Male,177
1148,2018,Kerala,32,Students,Transgender,0
1149,2018,Kerala,32,Unemployed Persons,Female,333
1150,2018,Kerala,32,Unemployed Persons,Male,1252
1151,2018,Kerala,32,Unemployed Persons,Transgender,0
1152,2018,Lakshadweep,31,Daily Wage Earner,Female,0
1153,2018,Lakshadweep,31,Daily Wage Earner,Male,0
1154,2018,Lakshadweep,31,Daily Wage Earner,Transgender,0
1155,2018,Lakshadweep,31,Farmers/Cultivators (Who Cultivate On Lease Land#),Female,0
1156,2018,Lakshadweep,31,Farmers/Cultivators (Who Cultivate On Lease Land#),Male,0
1157,2018,Lakshadweep,31,Farmers/Cultivators (Who Cultivate On Lease Land#),Transgender,0
1158,2018,Lakshadweep,31,Farmers/Cultivators (Who Cultivate Their Own Land*),Female,0
1159,2018,Lakshadweep,31,Farmers/Cultivators (Who Cultivate Their Own Land*),Male,0
1160,2018,Lakshadweep,31,Farmers/Cultivators (Who Cultivate Their Own Land*),Transgender,0
1161,2018,Lakshadweep,31,House Wife,Female,0
1162,2018,Lakshadweep,31,House Wife,Male,0
1163,2018,Lakshadweep,31,House Wife,Transgender,0
1164,2018,Lakshadweep,31,Other Persons,Female,0
1165,2018,Lakshadweep,31,Other Persons,Male,0
1166,2018,Lakshadweep,31,Other Persons,Transgender,0
1167,2018,Lakshadweep,31,Other Self-Employed Persons,Female,0
1168,2018,Lakshadweep,31,Other Self-Employed Persons,Male,0
1169,2018,Lakshadweep,31,Other Self-Employed Persons,Transgender,0
1170,2018,Lakshadweep,31,Persons Engaged In Farming Sector (Agricultural Labourers),Female,0
1171,2018,Lakshadweep,31,Persons Engaged In Farming Sector (Agricultural Labourers),Male,0
1172,2018,Lakshadweep,31,Persons Engaged In Farming Sector (Agricultural Labourers),Transgender,0
1173,2018,Lakshadweep,31,Persons Engaged In Farming Sector (Total),Female,0
1174,2018,Lakshadweep,31,Persons Engaged In Farming Sector (Total),Male,0
1175,2018,Lakshadweep,31,Persons Engaged In Farming Sector (Total),Transgender,0
1176,2018,Lakshadweep,31,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Female,0
1177,2018,Lakshadweep,31,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Male,0
1178,2018,Lakshadweep,31,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Transgender,0
1179,2018,Lakshadweep,31,Professionals/Salaried Persons (Private Sector Enterprises),Female,0
1180,2018,Lakshadweep,31,Professionals/Salaried Persons (Private Sector Enterprises),Male,0
1181,2018,Lakshadweep,31,Professionals/Salaried Persons (Private Sector Enterprises),Transgender,0
1182,2018,Lakshadweep,31,Professionals/Salaried Persons (Public Sector Undertaking),Female,0
1183,2018,Lakshadweep,31,Professionals/Salaried Persons (Public Sector Undertaking),Male,0
1184,2018,Lakshadweep,31,Professionals/Salaried Persons (Public Sector Undertaking),Transgender,0
1185,2018,Lakshadweep,31,Professionals/Salaried Persons (Total),Female,0
1186,2018,Lakshadweep,31,Professionals/Salaried Persons (Total),Male,1
1187,2018,Lakshadweep,31,Professionals/Salaried Persons (Total),Transgender,0
1188,2018,Lakshadweep,31,Professionals/Salaried Persons [Government Servants (Central/ Ut Govt. Servants)],Female,0
1189,2018,Lakshadweep,31,Professionals/Salaried Persons [Government Servants (Central/ Ut Govt. Servants)],Male,0
1190,2018,Lakshadweep,31,Professionals/Salaried Persons [Government Servants (Central/ Ut Govt. Servants)],Transgender,0
1191,2018,Lakshadweep,31,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Female,0
1192,2018,Lakshadweep,31,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Male,1
1193,2018,Lakshadweep,31,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Transgender,0
1194,2018,Lakshadweep,31,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Female,0
1195,2018,Lakshadweep,31,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Male,0
1196,2018,Lakshadweep,31,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Transgender,0
1197,2018,Lakshadweep,31,Professionals/Salaried Persons [Government Servants (Total)],Female,0
1198,2018,Lakshadweep,31,Professionals/Salaried Persons [Government Servants (Total)],Male,1
1199,2018,Lakshadweep,31,Professionals/Salaried Persons [Government Servants (Total)],Transgender,0
1200,2018,Lakshadweep,31,Retired Persons,Female,0
1201,2018,Lakshadweep,31,Retired Persons,Male,0
1202,2018,Lakshadweep,31,Retired Persons,Transgender,0
1203,2018,Lakshadweep,31,Self-Employed Persons (Total),Female,0
1204,2018,Lakshadweep,31,Self-Employed Persons (Total),Male,0
1205,2018,Lakshadweep,31,Self-Employed Persons (Total),Transgender,0
1206,2018,Lakshadweep,31,Self-Employed Persons [Business (Other Business)],Female,0
1207,2018,Lakshadweep,31,Self-Employed Persons [Business (Other Business)],Male,0
1208,2018,Lakshadweep,31,Self-Employed Persons [Business (Other Business)],Transgender,0
1209,2018,Lakshadweep,31,Self-Employed Persons [Business (Total)],Female,0
1210,2018,Lakshadweep,31,Self-Employed Persons [Business (Total)],Male,0
1211,2018,Lakshadweep,31,Self-Employed Persons [Business (Total)],Transgender,0
1212,2018,Lakshadweep,31,Self-Employed Persons [Business (Tradesmen)],Female,0
1213,2018,Lakshadweep,31,Self-Employed Persons [Business (Tradesmen)],Male,0
1214,2018,Lakshadweep,31,Self-Employed Persons [Business (Tradesmen)],Transgender,0
1215,2018,Lakshadweep,31,Self-Employed Persons [Business (Vendor)],Female,0
1216,2018,Lakshadweep,31,Self-Employed Persons [Business (Vendor)],Male,0
1217,2018,Lakshadweep,31,Self-Employed Persons [Business (Vendor)],Transgender,0
1218,2018,Lakshadweep,31,Students,Female,0
1219,2018,Lakshadweep,31,Students,Male,0
1220,2018,Lakshadweep,31,Students,Transgender,0
1221,2018,Lakshadweep,31,Unemployed Persons,Female,0
1222,2018,Lakshadweep,31,Unemployed Persons,Male,2
1223,2018,Lakshadweep,31,Unemployed Persons,Transgender,0
1224,2018,Madhya Pradesh,23,Daily Wage Earner,Female,458
1225,2018,Madhya Pradesh,23,Daily Wage Earner,Male,3063
1226,2018,Madhya Pradesh,23,Daily Wage Earner,Transgender,0
1227,2018,Madhya Pradesh,23,Farmers/Cultivators (Who Cultivate On Lease Land#),Female,0
1228,2018,Madhya Pradesh,23,Farmers/Cultivators (Who Cultivate On Lease Land#),Male,15
1229,2018,Madhya Pradesh,23,Farmers/Cultivators (Who Cultivate On Lease Land#),Transgender,0
1230,2018,Madhya Pradesh,23,Farmers/Cultivators (Who Cultivate Their Own Land*),Female,1
1231,2018,Madhya Pradesh,23,Farmers/Cultivators (Who Cultivate Their Own Land*),Male,287
1232,2018,Madhya Pradesh,23,Farmers/Cultivators (Who Cultivate Their Own Land*),Transgender,0
1233,2018,Madhya Pradesh,23,House Wife,Female,2876
1234,2018,Madhya Pradesh,23,House Wife,Male,0
1235,2018,Madhya Pradesh,23,House Wife,Transgender,0
1236,2018,Madhya Pradesh,23,Other Persons,Female,345
1237,2018,Madhya Pradesh,23,Other Persons,Male,1495
1238,2018,Madhya Pradesh,23,Other Persons,Transgender,1
1239,2018,Madhya Pradesh,23,Other Self-Employed Persons,Female,14
1240,2018,Madhya Pradesh,23,Other Self-Employed Persons,Male,85
1241,2018,Madhya Pradesh,23,Other Self-Employed Persons,Transgender,0
1242,2018,Madhya Pradesh,23,Persons Engaged In Farming Sector (Agricultural Labourers),Female,11
1243,2018,Madhya Pradesh,23,Persons Engaged In Farming Sector (Agricultural Labourers),Male,341
1244,2018,Madhya Pradesh,23,Persons Engaged In Farming Sector (Agricultural Labourers),Transgender,0
1245,2018,Madhya Pradesh,23,Persons Engaged In Farming Sector (Total),Female,12
1246,2018,Madhya Pradesh,23,Persons Engaged In Farming Sector (Total),Male,643
1247,2018,Madhya Pradesh,23,Persons Engaged In Farming Sector (Total),Transgender,0
1248,2018,Madhya Pradesh,23,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Female,1
1249,2018,Madhya Pradesh,23,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Male,302
1250,2018,Madhya Pradesh,23,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Transgender,0
1251,2018,Madhya Pradesh,23,Professionals/Salaried Persons (Private Sector Enterprises),Female,53
1252,2018,Madhya Pradesh,23,Professionals/Salaried Persons (Private Sector Enterprises),Male,477
1253,2018,Madhya Pradesh,23,Professionals/Salaried Persons (Private Sector Enterprises),Transgender,0
1254,2018,Madhya Pradesh,23,Professionals/Salaried Persons (Public Sector Undertaking),Female,6
1255,2018,Madhya Pradesh,23,Professionals/Salaried Persons (Public Sector Undertaking),Male,194
1256,2018,Madhya Pradesh,23,Professionals/Salaried Persons (Public Sector Undertaking),Transgender,0
1257,2018,Madhya Pradesh,23,Professionals/Salaried Persons (Total),Female,85
1258,2018,Madhya Pradesh,23,Professionals/Salaried Persons (Total),Male,800
1259,2018,Madhya Pradesh,23,Professionals/Salaried Persons (Total),Transgender,0
1260,2018,Madhya Pradesh,23,Professionals/Salaried Persons [Government Servants (Central/ Ut Govt. Servants)],Female,1
1261,2018,Madhya Pradesh,23,Professionals/Salaried Persons [Government Servants (Central/ Ut Govt. Servants)],Male,8
1262,2018,Madhya Pradesh,23,Professionals/Salaried Persons [Government Servants (Central/ Ut Govt. Servants)],Transgender,0
1263,2018,Madhya Pradesh,23,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Female,4
1264,2018,Madhya Pradesh,23,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Male,55
1265,2018,Madhya Pradesh,23,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Transgender,0
1266,2018,Madhya Pradesh,23,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Female,21
1267,2018,Madhya Pradesh,23,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Male,66
1268,2018,Madhya Pradesh,23,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Transgender,0
1269,2018,Madhya Pradesh,23,Professionals/Salaried Persons [Government Servants (Total)],Female,26
1270,2018,Madhya Pradesh,23,Professionals/Salaried Persons [Government Servants (Total)],Male,129
1271,2018,Madhya Pradesh,23,Professionals/Salaried Persons [Government Servants (Total)],Transgender,0
1272,2018,Madhya Pradesh,23,Retired Persons,Female,0
1273,2018,Madhya Pradesh,23,Retired Persons,Male,8
1274,2018,Madhya Pradesh,23,Retired Persons,Transgender,0
1275,2018,Madhya Pradesh,23,Self-Employed Persons (Total),Female,26
1276,2018,Madhya Pradesh,23,Self-Employed Persons (Total),Male,679
1277,2018,Madhya Pradesh,23,Self-Employed Persons (Total),Transgender,0
1278,2018,Madhya Pradesh,23,Self-Employed Persons [Business (Other Business)],Female,1
1279,2018,Madhya Pradesh,23,Self-Employed Persons [Business (Other Business)],Male,125
1280,2018,Madhya Pradesh,23,Self-Employed Persons [Business (Other Business)],Transgender,0
1281,2018,Madhya Pradesh,23,Self-Employed Persons [Business (Total)],Female,12
1282,2018,Madhya Pradesh,23,Self-Employed Persons [Business (Total)],Male,594
1283,2018,Madhya Pradesh,23,Self-Employed Persons [Business (Total)],Transgender,0
1284,2018,Madhya Pradesh,23,Self-Employed Persons [Business (Tradesmen)],Female,0
1285,2018,Madhya Pradesh,23,Self-Employed Persons [Business (Tradesmen)],Male,230
1286,2018,Madhya Pradesh,23,Self-Employed Persons [Business (Tradesmen)],Transgender,0
1287,2018,Madhya Pradesh,23,Self-Employed Persons [Business (Vendor)],Female,11
1288,2018,Madhya Pradesh,23,Self-Employed Persons [Business (Vendor)],Male,239
1289,2018,Madhya Pradesh,23,Self-Employed Persons [Business (Vendor)],Transgender,0
1290,2018,Madhya Pradesh,23,Students,Female,489
1291,2018,Madhya Pradesh,23,Students,Male,373
1292,2018,Madhya Pradesh,23,Students,Transgender,0
1293,2018,Madhya Pradesh,23,Unemployed Persons,Female,57
1294,2018,Madhya Pradesh,23,Unemployed Persons,Male,365
1295,2018,Madhya Pradesh,23,Unemployed Persons,Transgender,0
1296,2018,Maharashtra,27,Daily Wage Earner,Female,282
1297,2018,Maharashtra,27,Daily Wage Earner,Male,3664
1298,2018,Maharashtra,27,Daily Wage Earner,Transgender,0
1299,2018,Maharashtra,27,Farmers/Cultivators (Who Cultivate On Lease Land#),Female,22
1300,2018,Maharashtra,27,Farmers/Cultivators (Who Cultivate On Lease Land#),Male,75
1301,2018,Maharashtra,27,Farmers/Cultivators (Who Cultivate On Lease Land#),Transgender,0
1302,2018,Maharashtra,27,Farmers/Cultivators (Who Cultivate Their Own Land*),Female,88
1303,2018,Maharashtra,27,Farmers/Cultivators (Who Cultivate Their Own Land*),Male,2054
1304,2018,Maharashtra,27,Farmers/Cultivators (Who Cultivate Their Own Land*),Transgender,0
1305,2018,Maharashtra,27,House Wife,Female,2743
1306,2018,Maharashtra,27,House Wife,Male,0
1307,2018,Maharashtra,27,House Wife,Transgender,0
1308,2018,Maharashtra,27,Other Persons,Female,196
1309,2018,Maharashtra,27,Other Persons,Male,846
1310,2018,Maharashtra,27,Other Persons,Transgender,1
1311,2018,Maharashtra,27,Other Self-Employed Persons,Female,27
1312,2018,Maharashtra,27,Other Self-Employed Persons,Male,309
1313,2018,Maharashtra,27,Other Self-Employed Persons,Transgender,0
1314,2018,Maharashtra,27,Persons Engaged In Farming Sector (Agricultural Labourers),Female,124
1315,2018,Maharashtra,27,Persons Engaged In Farming Sector (Agricultural Labourers),Male,1231
1316,2018,Maharashtra,27,Persons Engaged In Farming Sector (Agricultural Labourers),Transgender,0
1317,2018,Maharashtra,27,Persons Engaged In Farming Sector (Total),Female,234
1318,2018,Maharashtra,27,Persons Engaged In Farming Sector (Total),Male,3360
1319,2018,Maharashtra,27,Persons Engaged In Farming Sector (Total),Transgender,0
1320,2018,Maharashtra,27,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Female,110
1321,2018,Maharashtra,27,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Male,2129
1322,2018,Maharashtra,27,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Transgender,0
1323,2018,Maharashtra,27,Professionals/Salaried Persons (Private Sector Enterprises),Female,153
1324,2018,Maharashtra,27,Professionals/Salaried Persons (Private Sector Enterprises),Male,1596
1325,2018,Maharashtra,27,Professionals/Salaried Persons (Private Sector Enterprises),Transgender,0
1326,2018,Maharashtra,27,Professionals/Salaried Persons (Public Sector Undertaking),Female,16
1327,2018,Maharashtra,27,Professionals/Salaried Persons (Public Sector Undertaking),Male,342
1328,2018,Maharashtra,27,Professionals/Salaried Persons (Public Sector Undertaking),Transgender,0
