id,year,state_name,state_code,profession,gender,number_of_deaths
0,2018,Andaman And Nicobar Islands,35,Daily Wage Earner,Female,0
1,2018,Andaman And Nicobar Islands,35,Daily Wage Earner,Male,5
2,2018,Andaman And Nicobar Islands,35,Daily Wage Earner,Transgender,0
3,2018,Andaman And Nicobar Islands,35,Farmers/Cultivators (Who Cultivate On Lease Land#),Female,0
4,2018,Andaman And Nicobar Islands,35,Farmers/Cultivators (Who Cultivate On Lease Land#),Male,0
5,2018,Andaman And Nicobar Islands,35,Farmers/Cultivators (Who Cultivate On Lease Land#),Transgender,0
6,2018,Andaman And Nicobar Islands,35,Farmers/Cultivators (Who Cultivate Their Own Land*),Female,0
7,2018,Andaman And Nicobar Islands,35,Farmers/Cultivators (Who Cultivate Their Own Land*),Male,4
8,2018,Andaman And Nicobar Islands,35,Farmers/Cultivators (Who Cultivate Their Own Land*),Transgender,0
9,2018,Andaman And Nicobar Islands,35,House Wife,Female,32
10,2018,Andaman And Nicobar Islands,35,House Wife,Male,0
11,2018,Andaman And Nicobar Islands,35,House Wife,Transgender,0
12,2018,Andaman And Nicobar Islands,35,Other Persons,Female,3
13,2018,Andaman And Nicobar Islands,35,Other Persons,Male,5
14,2018,Andaman And Nicobar Islands,35,Other Persons,Transgender,0
15,2018,Andaman And Nicobar Islands,35,Other Self-Employed Persons,Female,1
16,2018,Andaman And Nicobar Islands,35,Other Self-Employed Persons,Male,7
17,2018,Andaman And Nicobar Islands,35,Other Self-Employed Persons,Transgender,0
18,2018,Andaman And Nicobar Islands,35,Persons Engaged In Farming Sector (Agricultural Labourers),Female,0
19,2018,Andaman And Nicobar Islands,35,Persons Engaged In Farming Sector (Agricultural Labourers),Male,0
20,2018,Andaman And Nicobar Islands,35,Persons Engaged In Farming Sector (Agricultural Labourers),Transgender,0
21,2018,Andaman And Nicobar Islands,35,Persons Engaged In Farming Sector (Total),Female,0
22,2018,Andaman And Nicobar Islands,35,Persons Engaged In Farming Sector (Total),Male,4
23,2018,Andaman And Nicobar Islands,35,Persons Engaged In Farming Sector (Total),Transgender,0
24,2018,Andaman And Nicobar Islands,35,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Female,0
25,2018,Andaman And Nicobar Islands,35,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Male,4
26,2018,Andaman And Nicobar Islands,35,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Transgender,0
27,2018,Andaman And Nicobar Islands,35,Professionals/Salaried Persons (Private Sector Enterprises),Female,7
28,2018,Andaman And Nicobar Islands,35,Professionals/Salaried Persons (Private Sector Enterprises),Male,56
29,2018,Andaman And Nicobar Islands,35,Professionals/Salaried Persons (Private Sector Enterprises),Transgender,0
30,2018,Andaman And Nicobar Islands,35,Professionals/Salaried Persons (Public Sector Undertaking),Female,0
31,2018,Andaman And Nicobar Islands,35,Professionals/Salaried Persons (Public Sector Undertaking),Male,1
32,2018,Andaman And Nicobar Islands,35,Professionals/Salaried Persons (Public Sector Undertaking),Transgender,0
33,2018,Andaman And Nicobar Islands,35,Professionals/Salaried Persons (Total),Female,8
34,2018,Andaman And Nicobar Islands,35,Professionals/Salaried Persons (Total),Male,68
35,2018,Andaman And Nicobar Islands,35,Professionals/Salaried Persons (Total),Transgender,0
36,2018,Andaman And Nicobar Islands,35,Professionals/Salaried Persons [Government Servants (Central/ Ut Govt. Servants)],Female,1
37,2018,Andaman And Nicobar Islands,35,Professionals/Salaried Persons [Government Servants (Central/ Ut Govt. Servants)],Male,11
38,2018,Andaman And Nicobar Islands,35,Professionals/Salaried Persons [Government Servants (Central/ Ut Govt. Servants)],Transgender,0
39,2018,Andaman And Nicobar Islands,35,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Female,0
40,2018,Andaman And Nicobar Islands,35,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Male,0
41,2018,Andaman And Nicobar Islands,35,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Transgender,0
42,2018,Andaman And Nicobar Islands,35,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Female,0
43,2018,Andaman And Nicobar Islands,35,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Male,0
44,2018,Andaman And Nicobar Islands,35,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Transgender,0
45,2018,Andaman And Nicobar Islands,35,Professionals/Salaried Persons [Government Servants (Total)],Female,1
46,2018,Andaman And Nicobar Islands,35,Professionals/Salaried Persons [Government Servants (Total)],Male,11
47,2018,Andaman And Nicobar Islands,35,Professionals/Salaried Persons [Government Servants (Total)],Transgender,0
48,2018,Andaman And Nicobar Islands,35,Retired Persons,Female,0
49,2018,Andaman And Nicobar Islands,35,Retired Persons,Male,6
50,2018,Andaman And Nicobar Islands,35,Retired Persons,Transgender,0
51,2018,Andaman And Nicobar Islands,35,Self-Employed Persons (Total),Female,2
52,2018,Andaman And Nicobar Islands,35,Self-Employed Persons (Total),Male,8
53,2018,Andaman And Nicobar Islands,35,Self-Employed Persons (Total),Transgender,0
54,2018,Andaman And Nicobar Islands,35,Self-Employed Persons [Business (Other Business)],Female,0
55,2018,Andaman And Nicobar Islands,35,Self-Employed Persons [Business (Other Business)],Male,0
56,2018,Andaman And Nicobar Islands,35,Self-Employed Persons [Business (Other Business)],Transgender,0
57,2018,Andaman And Nicobar Islands,35,Self-Employed Persons [Business (Total)],Female,1
58,2018,Andaman And Nicobar Islands,35,Self-Employed Persons [Business (Total)],Male,1
59,2018,Andaman And Nicobar Islands,35,Self-Employed Persons [Business (Total)],Transgender,0
60,2018,Andaman And Nicobar Islands,35,Self-Employed Persons [Business (Tradesmen)],Female,1
61,2018,Andaman And Nicobar Islands,35,Self-Employed Persons [Business (Tradesmen)],Male,0
62,2018,Andaman And Nicobar Islands,35,Self-Employed Persons [Business (Tradesmen)],Transgender,0
63,2018,Andaman And Nicobar Islands,35,Self-Employed Persons [Business (Vendor)],Female,0
64,2018,Andaman And Nicobar Islands,35,Self-Employed Persons [Business (Vendor)],Male,1
65,2018,Andaman And Nicobar Islands,35,Self-Employed Persons [Business (Vendor)],Transgender,0
66,2018,Andaman And Nicobar Islands,35,Students,Female,9
67,2018,Andaman And Nicobar Islands,35,Students,Male,5
68,2018,Andaman And Nicobar Islands,35,Students,Transgender,0
69,2018,Andaman And Nicobar Islands,35,Unemployed Persons,Female,0
70,2018,Andaman And Nicobar Islands,35,Unemployed Persons,Male,9
71,2018,Andaman And Nicobar Islands,35,Unemployed Persons,Transgender,0
72,2018,Andhra Pradesh,28,Daily Wage Earner,Female,280
73,2018,Andhra Pradesh,28,Daily Wage Earner,Male,1229
74,2018,Andhra Pradesh,28,Daily Wage Earner,Transgender,1
75,2018,Andhra Pradesh,28,Farmers/Cultivators (Who Cultivate On Lease Land#),Female,12
76,2018,Andhra Pradesh,28,Farmers/Cultivators (Who Cultivate On Lease Land#),Male,154
77,2018,Andhra Pradesh,28,Farmers/Cultivators (Who Cultivate On Lease Land#),Transgender,0
78,2018,Andhra Pradesh,28,Farmers/Cultivators (Who Cultivate Their Own Land*),Female,13
79,2018,Andhra Pradesh,28,Farmers/Cultivators (Who Cultivate Their Own Land*),Male,186
80,2018,Andhra Pradesh,28,Farmers/Cultivators (Who Cultivate Their Own Land*),Transgender,0
81,2018,Andhra Pradesh,28,House Wife,Female,809
82,2018,Andhra Pradesh,28,House Wife,Male,0
83,2018,Andhra Pradesh,28,House Wife,Transgender,0
84,2018,Andhra Pradesh,28,Other Persons,Female,101
85,2018,Andhra Pradesh,28,Other Persons,Male,507
86,2018,Andhra Pradesh,28,Other Persons,Transgender,1
87,2018,Andhra Pradesh,28,Other Self-Employed Persons,Female,19
88,2018,Andhra Pradesh,28,Other Self-Employed Persons,Male,246
89,2018,Andhra Pradesh,28,Other Self-Employed Persons,Transgender,0
90,2018,Andhra Pradesh,28,Persons Engaged In Farming Sector (Agricultural Labourers),Female,46
91,2018,Andhra Pradesh,28,Persons Engaged In Farming Sector (Agricultural Labourers),Male,253
92,2018,Andhra Pradesh,28,Persons Engaged In Farming Sector (Agricultural Labourers),Transgender,0
93,2018,Andhra Pradesh,28,Persons Engaged In Farming Sector (Total),Female,71
94,2018,Andhra Pradesh,28,Persons Engaged In Farming Sector (Total),Male,593
95,2018,Andhra Pradesh,28,Persons Engaged In Farming Sector (Total),Transgender,0
96,2018,Andhra Pradesh,28,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Female,25
97,2018,Andhra Pradesh,28,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Male,340
98,2018,Andhra Pradesh,28,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Transgender,0
99,2018,Andhra Pradesh,28,Professionals/Salaried Persons (Private Sector Enterprises),Female,13
100,2018,Andhra Pradesh,28,Professionals/Salaried Persons (Private Sector Enterprises),Male,165
101,2018,Andhra Pradesh,28,Professionals/Salaried Persons (Private Sector Enterprises),Transgender,0
102,2018,Andhra Pradesh,28,Professionals/Salaried Persons (Public Sector Undertaking),Female,3
103,2018,Andhra Pradesh,28,Professionals/Salaried Persons (Public Sector Undertaking),Male,13
104,2018,Andhra Pradesh,28,Professionals/Salaried Persons (Public Sector Undertaking),Transgender,0
105,2018,Andhra Pradesh,28,Professionals/Salaried Persons (Total),Female,26
106,2018,Andhra Pradesh,28,Professionals/Salaried Persons (Total),Male,243
107,2018,Andhra Pradesh,28,Professionals/Salaried Persons (Total),Transgender,0
108,2018,Andhra Pradesh,28,Professionals/Salaried Persons [Government Servants (Central/ Ut Govt. Servants)],Female,2
109,2018,Andhra Pradesh,28,Professionals/Salaried Persons [Government Servants (Central/ Ut Govt. Servants)],Male,11
110,2018,Andhra Pradesh,28,Professionals/Salaried Persons [Government Servants (Central/ Ut Govt. Servants)],Transgender,0
111,2018,Andhra Pradesh,28,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Female,1
112,2018,Andhra Pradesh,28,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Male,8
113,2018,Andhra Pradesh,28,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Transgender,0
114,2018,Andhra Pradesh,28,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Female,7
115,2018,Andhra Pradesh,28,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Male,46
116,2018,Andhra Pradesh,28,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Transgender,0
117,2018,Andhra Pradesh,28,Professionals/Salaried Persons [Government Servants (Total)],Female,10
118,2018,Andhra Pradesh,28,Professionals/Salaried Persons [Government Servants (Total)],Male,65
119,2018,Andhra Pradesh,28,Professionals/Salaried Persons [Government Servants (Total)],Transgender,0
120,2018,Andhra Pradesh,28,Retired Persons,Female,0
121,2018,Andhra Pradesh,28,Retired Persons,Male,38
122,2018,Andhra Pradesh,28,Retired Persons,Transgender,0
123,2018,Andhra Pradesh,28,Self-Employed Persons (Total),Female,71
124,2018,Andhra Pradesh,28,Self-Employed Persons (Total),Male,537
125,2018,Andhra Pradesh,28,Self-Employed Persons (Total),Transgender,0
126,2018,Andhra Pradesh,28,Self-Employed Persons [Business (Other Business)],Female,5
127,2018,Andhra Pradesh,28,Self-Employed Persons [Business (Other Business)],Male,79
128,2018,Andhra Pradesh,28,Self-Employed Persons [Business (Other Business)],Transgender,0
129,2018,Andhra Pradesh,28,Self-Employed Persons [Business (Total)],Female,52
130,2018,Andhra Pradesh,28,Self-Employed Persons [Business (Total)],Male,291
131,2018,Andhra Pradesh,28,Self-Employed Persons [Business (Total)],Transgender,0
132,2018,Andhra Pradesh,28,Self-Employed Persons [Business (Tradesmen)],Female,20
133,2018,Andhra Pradesh,28,Self-Employed Persons [Business (Tradesmen)],Male,95
134,2018,Andhra Pradesh,28,Self-Employed Persons [Business (Tradesmen)],Transgender,0
135,2018,Andhra Pradesh,28,Self-Employed Persons [Business (Vendor)],Female,27
136,2018,Andhra Pradesh,28,Self-Employed Persons [Business (Vendor)],Male,117
137,2018,Andhra Pradesh,28,Self-Employed Persons [Business (Vendor)],Transgender,0
138,2018,Andhra Pradesh,28,Students,Female,153
139,2018,Andhra Pradesh,28,Students,Male,207
140,2018,Andhra Pradesh,28,Students,Transgender,0
141,2018,Andhra Pradesh,28,Unemployed Persons,Female,55
142,2018,Andhra Pradesh,28,Unemployed Persons,Male,397
143,2018,Andhra Pradesh,28,Unemployed Persons,Transgender,0
144,2018,Arunachal Pradesh,12,Daily Wage Earner,Female,2
145,2018,Arunachal Pradesh,12,Daily Wage Earner,Male,6
146,2018,Arunachal Pradesh,12,Daily Wage Earner,Transgender,0
147,2018,Arunachal Pradesh,12,Farmers/Cultivators (Who Cultivate On Lease Land#),Female,0
148,2018,Arunachal Pradesh,12,Farmers/Cultivators (Who Cultivate On Lease Land#),Male,0
149,2018,Arunachal Pradesh,12,Farmers/Cultivators (Who Cultivate On Lease Land#),Transgender,0
150,2018,Arunachal Pradesh,12,Farmers/Cultivators (Who Cultivate Their Own Land*),Female,0
151,2018,Arunachal Pradesh,12,Farmers/Cultivators (Who Cultivate Their Own Land*),Male,0
152,2018,Arunachal Pradesh,12,Farmers/Cultivators (Who Cultivate Their Own Land*),Transgender,0
153,2018,Arunachal Pradesh,12,House Wife,Female,13
154,2018,Arunachal Pradesh,12,House Wife,Male,0
155,2018,Arunachal Pradesh,12,House Wife,Transgender,0
156,2018,Arunachal Pradesh,12,Other Persons,Female,3
157,2018,Arunachal Pradesh,12,Other Persons,Male,17
158,2018,Arunachal Pradesh,12,Other Persons,Transgender,0
159,2018,Arunachal Pradesh,12,Other Self-Employed Persons,Female,3
160,2018,Arunachal Pradesh,12,Other Self-Employed Persons,Male,16
161,2018,Arunachal Pradesh,12,Other Self-Employed Persons,Transgender,0
162,2018,Arunachal Pradesh,12,Persons Engaged In Farming Sector (Agricultural Labourers),Female,0
163,2018,Arunachal Pradesh,12,Persons Engaged In Farming Sector (Agricultural Labourers),Male,4
164,2018,Arunachal Pradesh,12,Persons Engaged In Farming Sector (Agricultural Labourers),Transgender,0
165,2018,Arunachal Pradesh,12,Persons Engaged In Farming Sector (Total),Female,0
166,2018,Arunachal Pradesh,12,Persons Engaged In Farming Sector (Total),Male,4
167,2018,Arunachal Pradesh,12,Persons Engaged In Farming Sector (Total),Transgender,0
168,2018,Arunachal Pradesh,12,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Female,0
169,2018,Arunachal Pradesh,12,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Male,0
170,2018,Arunachal Pradesh,12,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Transgender,0
171,2018,Arunachal Pradesh,12,Professionals/Salaried Persons (Private Sector Enterprises),Female,0
172,2018,Arunachal Pradesh,12,Professionals/Salaried Persons (Private Sector Enterprises),Male,6
173,2018,Arunachal Pradesh,12,Professionals/Salaried Persons (Private Sector Enterprises),Transgender,0
174,2018,Arunachal Pradesh,12,Professionals/Salaried Persons (Public Sector Undertaking),Female,0
175,2018,Arunachal Pradesh,12,Professionals/Salaried Persons (Public Sector Undertaking),Male,1
176,2018,Arunachal Pradesh,12,Professionals/Salaried Persons (Public Sector Undertaking),Transgender,0
177,2018,Arunachal Pradesh,12,Professionals/Salaried Persons (Total),Female,0
178,2018,Arunachal Pradesh,12,Professionals/Salaried Persons (Total),Male,15
179,2018,Arunachal Pradesh,12,Professionals/Salaried Persons (Total),Transgender,0
180,2018,Arunachal Pradesh,12,Professionals/Salaried Persons [Government Servants (Central/ Ut Govt. Servants)],Female,0
181,2018,Arunachal Pradesh,12,Professionals/Salaried Persons [Government Servants (Central/ Ut Govt. Servants)],Male,3
182,2018,Arunachal Pradesh,12,Professionals/Salaried Persons [Government Servants (Central/ Ut Govt. Servants)],Transgender,0
183,2018,Arunachal Pradesh,12,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Female,0
184,2018,Arunachal Pradesh,12,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Male,0
185,2018,Arunachal Pradesh,12,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Transgender,0
186,2018,Arunachal Pradesh,12,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Female,0
187,2018,Arunachal Pradesh,12,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Male,5
188,2018,Arunachal Pradesh,12,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Transgender,0
189,2018,Arunachal Pradesh,12,Professionals/Salaried Persons [Government Servants (Total)],Female,0
190,2018,Arunachal Pradesh,12,Professionals/Salaried Persons [Government Servants (Total)],Male,8
191,2018,Arunachal Pradesh,12,Professionals/Salaried Persons [Government Servants (Total)],Transgender,0
192,2018,Arunachal Pradesh,12,Retired Persons,Female,0
193,2018,Arunachal Pradesh,12,Retired Persons,Male,0
194,2018,Arunachal Pradesh,12,Retired Persons,Transgender,0
195,2018,Arunachal Pradesh,12,Self-Employed Persons (Total),Female,4
196,2018,Arunachal Pradesh,12,Self-Employed Persons (Total),Male,18
197,2018,Arunachal Pradesh,12,Self-Employed Persons (Total),Transgender,0
198,2018,Arunachal Pradesh,12,Self-Employed Persons [Business (Other Business)],Female,0
199,2018,Arunachal Pradesh,12,Self-Employed Persons [Business (Other Business)],Male,2
200,2018,Arunachal Pradesh,12,Self-Employed Persons [Business (Other Business)],Transgender,0
201,2018,Arunachal Pradesh,12,Self-Employed Persons [Business (Total)],Female,1
202,2018,Arunachal Pradesh,12,Self-Employed Persons [Business (Total)],Male,2
203,2018,Arunachal Pradesh,12,Self-Employed Persons [Business (Total)],Transgender,0
204,2018,Arunachal Pradesh,12,Self-Employed Persons [Business (Tradesmen)],Female,0
205,2018,Arunachal Pradesh,12,Self-Employed Persons [Business (Tradesmen)],Male,0
206,2018,Arunachal Pradesh,12,Self-Employed Persons [Business (Tradesmen)],Transgender,0
207,2018,Arunachal Pradesh,12,Self-Employed Persons [Business (Vendor)],Female,1
208,2018,Arunachal Pradesh,12,Self-Employed Persons [Business (Vendor)],Male,0
209,2018,Arunachal Pradesh,12,Self-Employed Persons [Business (Vendor)],Transgender,0
210,2018,Arunachal Pradesh,12,Students,Female,11
211,2018,Arunachal Pradesh,12,Students,Male,17
212,2018,Arunachal Pradesh,12,Students,Transgender,0
213,2018,Arunachal Pradesh,12,Unemployed Persons,Female,3
214,2018,Arunachal Pradesh,12,Unemployed Persons,Male,19
215,2018,Arunachal Pradesh,12,Unemployed Persons,Transgender,0
216,2018,Assam,18,Daily Wage Earner,Female,29
217,2018,Assam,18,Daily Wage Earner,Male,206
218,2018,Assam,18,Daily Wage Earner,Transgender,0
219,2018,Assam,18,Farmers/Cultivators (Who Cultivate On Lease Land#),Female,0
220,2018,Assam,18,Farmers/Cultivators (Who Cultivate On Lease Land#),Male,0
221,2018,Assam,18,Farmers/Cultivators (Who Cultivate On Lease Land#),Transgender,0
222,2018,Assam,18,Farmers/Cultivators (Who Cultivate Their Own Land*),Female,0
223,2018,Assam,18,Farmers/Cultivators (Who Cultivate Their Own Land*),Male,5
224,2018,Assam,18,Farmers/Cultivators (Who Cultivate Their Own Land*),Transgender,0
225,2018,Assam,18,House Wife,Female,338
226,2018,Assam,18,House Wife,Male,0
227,2018,Assam,18,House Wife,Transgender,0
228,2018,Assam,18,Other Persons,Female,87
229,2018,Assam,18,Other Persons,Male,346
230,2018,Assam,18,Other Persons,Transgender,0
231,2018,Assam,18,Other Self-Employed Persons,Female,13
232,2018,Assam,18,Other Self-Employed Persons,Male,58
233,2018,Assam,18,Other Self-Employed Persons,Transgender,0
234,2018,Assam,18,Persons Engaged In Farming Sector (Agricultural Labourers),Female,3
235,2018,Assam,18,Persons Engaged In Farming Sector (Agricultural Labourers),Male,47
236,2018,Assam,18,Persons Engaged In Farming Sector (Agricultural Labourers),Transgender,0
237,2018,Assam,18,Persons Engaged In Farming Sector (Total),Female,3
238,2018,Assam,18,Persons Engaged In Farming Sector (Total),Male,52
239,2018,Assam,18,Persons Engaged In Farming Sector (Total),Transgender,0
240,2018,Assam,18,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Female,0
241,2018,Assam,18,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Male,5
242,2018,Assam,18,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Transgender,0
243,2018,Assam,18,Professionals/Salaried Persons (Private Sector Enterprises),Female,15
244,2018,Assam,18,Professionals/Salaried Persons (Private Sector Enterprises),Male,100
245,2018,Assam,18,Professionals/Salaried Persons (Private Sector Enterprises),Transgender,0
246,2018,Assam,18,Professionals/Salaried Persons (Public Sector Undertaking),Female,5
247,2018,Assam,18,Professionals/Salaried Persons (Public Sector Undertaking),Male,16
248,2018,Assam,18,Professionals/Salaried Persons (Public Sector Undertaking),Transgender,0
249,2018,Assam,18,Professionals/Salaried Persons (Total),Female,21
250,2018,Assam,18,Professionals/Salaried Persons (Total),Male,134
251,2018,Assam,18,Professionals/Salaried Persons (Total),Transgender,0
252,2018,Assam,18,Professionals/Salaried Persons [Government Servants (Central/ Ut Govt. Servants)],Female,0
253,2018,Assam,18,Professionals/Salaried Persons [Government Servants (Central/ Ut Govt. Servants)],Male,4
254,2018,Assam,18,Professionals/Salaried Persons [Government Servants (Central/ Ut Govt. Servants)],Transgender,0
255,2018,Assam,18,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Female,0
256,2018,Assam,18,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Male,5
257,2018,Assam,18,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Transgender,0
258,2018,Assam,18,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Female,1
259,2018,Assam,18,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Male,9
260,2018,Assam,18,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Transgender,0
261,2018,Assam,18,Professionals/Salaried Persons [Government Servants (Total)],Female,1
262,2018,Assam,18,Professionals/Salaried Persons [Government Servants (Total)],Male,18
263,2018,Assam,18,Professionals/Salaried Persons [Government Servants (Total)],Transgender,0
264,2018,Assam,18,Retired Persons,Female,1
265,2018,Assam,18,Retired Persons,Male,14
266,2018,Assam,18,Retired Persons,Transgender,0
267,2018,Assam,18,Self-Employed Persons (Total),Female,14
268,2018,Assam,18,Self-Employed Persons (Total),Male,150
269,2018,Assam,18,Self-Employed Persons (Total),Transgender,0
270,2018,Assam,18,Self-Employed Persons [Business (Other Business)],Female,0
271,2018,Assam,18,Self-Employed Persons [Business (Other Business)],Male,23
272,2018,Assam,18,Self-Employed Persons [Business (Other Business)],Transgender,0
273,2018,Assam,18,Self-Employed Persons [Business (Total)],Female,1
274,2018,Assam,18,Self-Employed Persons [Business (Total)],Male,92
275,2018,Assam,18,Self-Employed Persons [Business (Total)],Transgender,0
276,2018,Assam,18,Self-Employed Persons [Business (Tradesmen)],Female,0
277,2018,Assam,18,Self-Employed Persons [Business (Tradesmen)],Male,38
278,2018,Assam,18,Self-Employed Persons [Business (Tradesmen)],Transgender,0
279,2018,Assam,18,Self-Employed Persons [Business (Vendor)],Female,1
280,2018,Assam,18,Self-Employed Persons [Business (Vendor)],Male,31
281,2018,Assam,18,Self-Employed Persons [Business (Vendor)],Transgender,0
282,2018,Assam,18,Students,Female,83
283,2018,Assam,18,Students,Male,146
284,2018,Assam,18,Students,Transgender,0
285,2018,Assam,18,Unemployed Persons,Female,127
286,2018,Assam,18,Unemployed Persons,Male,628
287,2018,Assam,18,Unemployed Persons,Transgender,0
288,2018,Bihar,10,Daily Wage Earner,Female,0
289,2018,Bihar,10,Daily Wage Earner,Male,8
290,2018,Bihar,10,Daily Wage Earner,Transgender,0
291,2018,Bihar,10,Farmers/Cultivators (Who Cultivate On Lease Land#),Female,0
292,2018,Bihar,10,Farmers/Cultivators (Who Cultivate On Lease Land#),Male,0
293,2018,Bihar,10,Farmers/Cultivators (Who Cultivate On Lease Land#),Transgender,0
294,2018,Bihar,10,Farmers/Cultivators (Who Cultivate Their Own Land*),Female,0
295,2018,Bihar,10,Farmers/Cultivators (Who Cultivate Their Own Land*),Male,0
296,2018,Bihar,10,Farmers/Cultivators (Who Cultivate Their Own Land*),Transgender,0
297,2018,Bihar,10,House Wife,Female,80
298,2018,Bihar,10,House Wife,Male,0
299,2018,Bihar,10,House Wife,Transgender,0
300,2018,Bihar,10,Other Persons,Female,8
301,2018,Bihar,10,Other Persons,Male,10
302,2018,Bihar,10,Other Persons,Transgender,0
303,2018,Bihar,10,Other Self-Employed Persons,Female,0
304,2018,Bihar,10,Other Self-Employed Persons,Male,4
305,2018,Bihar,10,Other Self-Employed Persons,Transgender,0
306,2018,Bihar,10,Persons Engaged In Farming Sector (Agricultural Labourers),Female,0
307,2018,Bihar,10,Persons Engaged In Farming Sector (Agricultural Labourers),Male,0
308,2018,Bihar,10,Persons Engaged In Farming Sector (Agricultural Labourers),Transgender,0
309,2018,Bihar,10,Persons Engaged In Farming Sector (Total),Female,0
310,2018,Bihar,10,Persons Engaged In Farming Sector (Total),Male,0
311,2018,Bihar,10,Persons Engaged In Farming Sector (Total),Transgender,0
312,2018,Bihar,10,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Female,0
313,2018,Bihar,10,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Male,0
314,2018,Bihar,10,Persons Engaged In Farming Sector [Farmers/Cultivators (Total)],Transgender,0
315,2018,Bihar,10,Professionals/Salaried Persons (Private Sector Enterprises),Female,0
316,2018,Bihar,10,Professionals/Salaried Persons (Private Sector Enterprises),Male,23
317,2018,Bihar,10,Professionals/Salaried Persons (Private Sector Enterprises),Transgender,0
318,2018,Bihar,10,Professionals/Salaried Persons (Public Sector Undertaking),Female,0
319,2018,Bihar,10,Professionals/Salaried Persons (Public Sector Undertaking),Male,18
320,2018,Bihar,10,Professionals/Salaried Persons (Public Sector Undertaking),Transgender,0
321,2018,Bihar,10,Professionals/Salaried Persons (Total),Female,1
322,2018,Bihar,10,Professionals/Salaried Persons (Total),Male,44
323,2018,Bihar,10,Professionals/Salaried Persons (Total),Transgender,0
324,2018,Bihar,10,Professionals/Salaried Persons [Government Servants (Central/ Ut Govt. Servants)],Female,0
325,2018,Bihar,10,Professionals/Salaried Persons [Government Servants (Central/ Ut Govt. Servants)],Male,1
326,2018,Bihar,10,Professionals/Salaried Persons [Government Servants (Central/ Ut Govt. Servants)],Transgender,0
327,2018,Bihar,10,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Female,0
328,2018,Bihar,10,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Male,0
329,2018,Bihar,10,Professionals/Salaried Persons [Government Servants (Other Statutory Body/Etc.)],Transgender,0
330,2018,Bihar,10,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Female,1
331,2018,Bihar,10,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Male,2
332,2018,Bihar,10,Professionals/Salaried Persons [Government Servants (State Govt. Servants)],Transgender,0
333,2018,Bihar,10,Professionals/Salaried Persons [Government Servants (Total)],Female,1
334,2018,Bihar,10,Professionals/Salaried Persons [Government Servants (Total)],Male,3
335,2018,Bihar,10,Professionals/Salaried Persons [Government Servants (Total)],Transgender,0
336,2018,Bihar,10,Retired Persons,Female,0
337,2018,Bihar,10,Retired Persons,Male,0
338,2018,Bihar,10,Retired Persons,Transgender,0
339,2018,Bihar,10,Self-Employed Persons (Total),Female,0
340,2018,Bihar,10,Self-Employed Persons (Total),Male,22
341,2018,Bihar,10,Self-Employed Persons (Total),Transgender,0
342,2018,Bihar,10,Self-Employed Persons [Business (Other Business)],Female,0
